# motion pattern log x1.5 2.8V heading-PD (read from RAM via SWD) n=639
t_ms,seg,slip,cmd_vx_body,cmd_vx,odom_vx,odom_vy,ground_vx,ground_vy,a_odom_x_cm,a_imu_x_cm,accel_res_cm,geom_res_x10,rot_res_mrad,accel_gain_x1000,w0_x100,w1_x100,w2_x100,w3_x100,cmd_vy,cmd_w_mrad,gyro_mrad,t0_x100,t1_x100,t2_x100,t3_x100,rx_stall,rx_restart,v0_x100,v1_x100,v2_x100,v3_x100
15365,11,0,-18,-18,-15,0,-13,1,-16,-4,0,1,26,1000,-17,-29,-95,-111,18,-653,-279,-79,-163,-248,-178,0,7,12,-18,-13,-18
15395,11,0,-16,-16,-5,-7,-8,-1,7,4,0,-1,-82,1000,-91,-53,-88,-117,18,-543,-276,-57,-140,-216,-145,0,7,17,-15,-18,-13
15425,11,0,-15,-15,-4,-11,-3,0,12,14,0,-11,-126,1000,-117,-19,-97,-95,18,-509,-213,-50,-135,-207,-132,0,7,25,-49,-31,22
15455,11,0,-15,-15,-3,2,0,6,-2,10,0,2,24,1000,-8,-33,-39,-39,17,-478,-143,-46,-124,-195,-128,0,7,14,-13,-20,-15
15485,11,0,-15,-15,6,5,0,2,44,2,0,-1,22,1000,-31,-47,-22,11,17,-465,-106,-42,-120,-191,-124,0,7,14,-12,-22,-18
15515,11,0,-16,-16,-5,1,0,1,-60,-14,0,0,-7,1000,4,-3,-33,-25,16,-469,-46,-43,-117,-192,-130,0,7,10,-15,-24,-21
15545,11,0,-17,-17,0,4,0,0,-21,-8,0,2,-37,1000,-4,-36,-28,-17,16,-464,-44,-39,-113,-193,-131,0,7,10,-15,-27,-24
15575,11,0,-16,-16,-5,6,-3,0,-14,-2,0,2,37,1000,33,-4,-22,-7,16,-459,-33,-40,-114,-190,-127,0,7,5,-18,-28,-26
15605,11,0,-15,-15,0,0,-2,0,25,2,0,5,-58,1000,-14,-39,-9,-35,16,-445,-40,-38,-115,-186,-120,0,7,-4,-9,-19,-36
15636,11,0,-15,-15,0,3,-3,3,31,-9,0,-2,-7,1000,-12,-14,-26,1,16,-431,-41,-36,-110,-180,-118,0,7,6,-19,-30,-25
15666,11,0,-14,-14,8,0,-2,2,107,-2,0,-4,-86,1000,-66,-42,-21,0,16,-416,-44,-34,-108,-175,-112,0,7,-12,-37,-14,-5
15696,12,0,3496,97,94,-23,38,-3,454,134,327,-23,-195,1000,-402,-158,168,211,11,-119,-6,-274,-285,173,257,0,7,-216,-190,258,306
15726,12,129,3496,247,317,-2,209,-7,668,412,246,-166,43,1000,-1108,-214,461,1336,3,718,428,-488,-412,753,862,0,7,-175,-146,314,356
15756,12,196,3490,397,390,49,309,0,743,284,436,-70,920,1000,-524,-263,1227,1910,-5,1857,1474,-630,-458,1413,1538,0,7,-191,-130,355,370
15786,12,193,3469,546,632,276,409,-55,614,277,242,-284,3112,1000,-458,-94,1479,4208,-22,2998,2269,-784,-485,2089,2198,0,7,-190,-40,363,302
15816,12,193,3415,693,747,153,486,-138,277,284,117,-221,3537,1000,-496,148,2575,4532,-52,4138,3357,-957,-475,2791,2827,0,7,-202,-18,399,317
15846,12,192,3295,835,718,-122,547,-229,-10,402,-89,-92,1762,1000,-729,489,3418,3586,-101,5282,4891,-1153,-409,3527,3407,0,7,-228,-36,425,335
15876,12,192,3063,964,772,-140,570,-365,-99,322,-220,-145,2792,1000,-610,949,3868,4228,-175,6419,5518,-1364,-256,4292,3904,0,7,-218,41,438,300
15906,12,192,2674,1073,789,-293,587,-493,281,337,-110,-108,2777,1000,-571,1477,4662,4206,-278,7433,6736,-1604,-15,5044,4257,0,7,-256,101,461,253
15936,12,64,2095,1148,774,-477,611,-599,-44,411,331,-133,1905,1000,-930,2016,5005,3870,-407,7310,7629,-2087,81,5495,4184,0,7,-359,103,424,125
15967,12,196,1362,1180,680,-686,563,-768,-100,433,578,-103,1242,1000,-1164,2498,5191,2992,-553,6649,7664,-2619,184,5749,3827,0,7,-367,131,379,57
15997,12,196,575,1168,523,-927,430,-874,-438,196,692,-33,151,1000,-1378,2929,5234,1626,-702,6005,7434,-3032,403,5911,3348,0,7,-374,163,366,-4
16027,12,132,-206,1116,509,-1210,352,-1023,-288,314,656,-61,-1744,1000,-2483,3159,5253,560,-842,5488,7159,-3286,727,5989,2808,0,7,-341,208,312,-84
16057,12,132,-919,1030,391,-1471,158,-1092,-166,98,1174,-59,-371,1000,-2485,4215,5768,-94,-965,5098,6465,-3387,1121,5981,2242,0,7,-239,219,248,-68
16087,12,132,-1544,920,148,-1256,-25,-1108,-862,31,477,-55,-129,1000,-1425,4252,4674,-378,-1066,4698,6132,-3378,1520,5859,1647,0,7,-241,245,234,-115
16117,12,132,-2055,791,-87,-1254,-179,-1114,-888,103,715,-50,-186,1000,-907,4651,3989,-1166,-1143,4307,5636,-3272,1906,5639,1051,0,7,-201,239,197,-112
16147,12,132,-2442,651,-226,-1176,-335,-1114,-429,111,428,-61,40,1000,-467,4753,3378,-1442,-1196,3960,5132,-3075,2274,5344,481,0,7,-158,247,163,-120
16177,12,128,-2726,504,-353,-1088,-515,-1075,-542,-190,283,-38,418,1000,79,4771,2913,-1685,-1224,3574,4692,-2824,2592,4969,-71,0,7,-120,246,126,-197
16207,12,132,-2911,354,-509,-1067,-610,-998,-511,-40,486,-19,92,1000,347,4807,2306,-2351,-1231,3203,4064,-2519,2867,4536,-586,0,7,-50,250,107,-189
16237,12,132,-3004,205,-660,-978,-738,-934,-492,-25,537,0,-291,1000,785,4711,1600,-2826,-1216,2925,3690,-2155,3116,4083,-1035,0,7,-54,211,52,-215
16267,12,0,-3031,58,-797,-888,-825,-880,-436,-203,330,-28,48,1000,1196,4825,924,-3034,-1185,2236,3070,-1866,3214,3491,-1547,0,7,-49,181,13,-222
16298,12,132,-3012,-83,-799,-747,-829,-861,69,129,468,16,-59,1000,1340,4156,469,-3095,-1138,1649,2264,-1535,3294,2898,-1993,0,7,-14,194,0,-220
16328,12,132,-2968,-222,-910,-760,-887,-797,-394,-8,452,-10,167,1000,1473,4428,83,-3452,-1080,1275,1688,-1140,3388,2341,-2353,0,7,28,178,-23,-188
16358,12,0,-2909,-355,-942,-698,-955,-722,-146,-305,-121,-26,452,1000,1631,4380,-193,-3405,-1012,959,1337,-723,3464,1786,-2666,0,7,61,174,-51,-182
16388,12,132,-2840,-484,-1007,-613,-929,-699,-368,153,671,21,436,1000,2015,4159,-481,-3577,-935,653,1133,-301,3509,1225,-2947,0,7,81,162,-77,-180
16418,12,0,-2765,-608,-1040,-546,-1030,-608,-253,-119,290,41,520,1000,2241,3993,-706,-3620,-850,475,901,154,3556,689,-3167,0,7,190,153,-104,-175
16448,12,128,-2681,-726,-1096,-429,-1009,-556,83,-154,84,93,500,1000,2725,3716,-991,-3663,-758,242,905,595,3560,134,-3372,0,7,212,137,-149,-184
16478,12,0,-2589,-839,-1089,-334,-1093,-432,211,-40,81,-17,570,1000,2671,3770,-1449,-3203,-658,-79,921,1011,3510,-444,-3570,0,7,228,122,-246,-196
16508,12,128,-2492,-945,-1242,-205,-1159,-329,-279,-291,170,-60,-517,1000,2954,3645,-2510,-3571,-552,-286,852,1452,3458,-996,-3709,0,7,230,99,-260,-181
16538,12,0,-2391,-1044,-1286,-154,-1199,-198,-319,-124,143,32,-129,1000,3396,3421,-2483,-3771,-439,-395,555,1912,3399,-1524,-3791,0,7,269,89,-278,-149
16568,12,0,-2290,-1136,-1299,-114,-1254,-86,16,101,-199,42,35,1000,3536,3341,-2574,-3743,-321,-470,422,2369,3317,-2037,-3834,0,7,294,68,-311,-135
16598,12,0,-2189,-1220,-1323,15,-1320,31,-50,-57,-203,112,-279,1000,3898,2817,-2866,-3812,-197,-539,332,2820,3207,-2546,-3845,0,7,302,52,-334,-132
16629,12,128,-2091,-1297,-1406,171,-1331,99,-381,23,281,110,214,1000,4473,2705,-3378,-3679,-68,-496,59,3287,3095,-3020,-3798,0,7,327,53,-326,-96
16659,12,129,-1999,-1366,-1318,282,-1353,237,-133,-79,13,152,736,1000,4662,2266,-3197,-3185,64,-476,60,3736,2950,-3492,-3727,0,7,336,34,-374,-115
16689,12,0,-1900,-1427,-1369,286,-1372,314,23,-112,-164,93,57,1000,4561,2393,-3600,-3321,201,-462,229,4167,2773,-3955,-3627,0,7,350,-13,-413,-87
16719,12,133,-1786,-1476,-1442,537,-1373,390,-231,23,599,179,72,1000,5419,1760,-4154,-3221,343,-711,209,4510,2492,-4467,-3552,0,7,327,-35,-409,-76
16749,12,0,-1678,-1510,-1399,516,-1401,493,80,-12,-176,126,-118,1000,5037,1726,-4248,-3147,489,-593,-52,4913,2259,-4863,-3338,0,7,385,-57,-420,-3
16779,12,129,-1573,-1529,-1378,726,-1409,617,44,-49,-206,172,-610,1000,5400,992,-4655,-2863,638,-638,130,5236,1940,-5268,-3114,0,7,337,-105,-440,-13
16809,12,129,-1470,-1526,-1256,776,-1375,717,547,-7,30,209,-464,1000,5198,446,-4437,-2559,788,-569,-196,5531,1596,-5597,-2802,0,7,381,-112,-419,65
16839,12,129,-1381,-1496,-1209,906,-1362,789,-80,127,-33,180,-193,1000,5394,238,-4566,-1981,934,-519,86,5743,1193,-5860,-2427,0,7,301,-183,-418,71
16869,12,129,-1292,-1424,-1024,1127,-1359,906,392,-9,-59,329,-2323,1000,5143,-1570,-4770,-1857,1065,-769,273,5734,653,-6061,-2044,0,7,169,-205,-330,69
16899,12,132,-1223,-1293,-846,1129,-1266,915,907,121,778,27,-226,1000,4339,-929,-4780,-402,1128,-728,-540,5507,208,-5890,-1557,0,7,-30,-42,-37,16
16929,12,132,-1166,-1184,-921,390,-1214,892,61,83,1479,-9,-196,1000,3017,1048,-3343,-1977,1048,-256,-711,5174,256,-5327,-1293,0,7,54,30,-52,-8
16960,12,128,-1081,-1097,-951,517,-1142,866,158,162,-112,43,270,1000,3611,845,-3423,-1774,997,60,-552,4917,250,-4921,-1074,0,7,27,-17,-57,11
16990,12,0,-989,-1007,-909,544,-1077,792,274,132,140,9,-174,1000,3384,677,-3564,-1624,947,140,-468,4599,177,-4573,-905,0,7,-12,-14,-8,13
17020,12,0,-899,-916,-841,557,-883,592,70,276,-389,-26,250,1000,3248,673,-3425,-1238,896,300,-494,4291,122,-4198,-713,0,7,-19,-7,19,11
17050,12,0,-803,-822,-720,533,-805,530,607,229,198,-26,515,1000,2946,524,-3007,-875,844,412,-452,3963,50,-3826,-527,0,7,-23,-29,38,30
17080,12,0,-676,-720,-678,438,-668,473,-69,213,-131,-12,670,1000,2726,658,-2601,-928,763,545,-424,3561,35,-3359,-370,0,7,-122,-9,144,22
17110,12,0,-530,-596,-532,338,-571,373,646,338,281,-24,-500,1000,1870,341,-2291,-932,678,523,-209,3056,-62,-2873,-200,0,7,-125,-80,138,61
17140,12,0,-424,-474,-339,287,-416,320,704,410,327,-112,-516,1000,1069,234,-1925,-304,591,612,-152,2578,-123,-2358,-10,0,7,-137,-55,162,75
17170,12,0,-339,-362,-266,256,-289,278,710,456,242,-75,-390,1000,971,128,-1502,-158,501,487,57,2071,-205,-1915,90,0,7,-124,-93,124,88
17200,12,0,-287,-296,-230,232,-178,239,-8,313,26,23,553,1000,1250,59,-909,-111,426,528,-55,1758,-174,-1573,138,0,7,-52,-26,105,79
17231,12,0,-235,-241,-190,222,-138,199,140,405,-283,-30,67,1000,935,53,-996,24,368,445,147,1475,-188,-1326,157,0,7,-53,-63,68,77
17261,12,0,-190,-194,-135,204,-139,187,298,69,50,-1,-19,1000,807,-109,-756,72,318,336,214,1225,-209,-1126,162,0,7,-40,-64,56,74
17291,12,0,-160,-162,-110,179,-87,174,50,115,-32,11,42,1000,750,-112,-574,97,272,229,278,1022,-201,-968,134,0,7,-30,-59,39,51
17321,12,0,-136,-137,-76,145,-57,141,85,167,-60,4,-5,1000,560,-106,-448,124,235,151,263,862,-192,-840,112,0,7,-14,-56,23,42
17351,12,0,-120,-120,-45,118,-43,120,90,74,25,3,-110,1000,384,-155,-354,117,204,107,208,747,-169,-739,87,0,7,14,-54,0,42
17381,12,0,-110,-110,-36,101,-30,104,-7,40,0,5,-8,1000,327,-144,-289,105,178,119,98,673,-130,-652,69,0,7,30,-31,-1,35
17411,12,0,-103,-103,-22,78,-26,89,34,16,0,-2,-58,1000,219,-111,-232,105,155,81,109,599,-104,-589,36,0,7,62,-40,-42,31
17441,12,0,-96,-96,-30,59,-27,69,-47,-4,0,5,-77,1000,237,-53,-170,48,138,1,192,526,-98,-551,2,0,7,63,-59,-59,26
17471,12,0,-87,-87,-31,51,-32,56,8,-8,0,0,-44,1000,196,-29,-182,29,124,-8,103,476,-89,-503,-3,0,7,58,-45,-33,36
17501,13,0,3499,-78,-26,40,-29,45,17,5,0,4,-57,1000,179,-26,-126,16,112,-61,136,414,-95,-465,-14,0,7,6,-63,-9,28
17531,13,132,3499,36,86,36,5,42,534,133,403,-34,13,1000,-248,-212,24,369,105,-433,-47,-6,-444,-270,195,0,7,-253,-304,98,243
17561,13,133,3499,186,443,183,159,37,1060,426,628,-289,1316,1000,-1429,-712,-55,2226,102,-1343,-1124,-649,-1018,-137,370,0,7,-343,-308,85,176
17592,13,128,3492,337,380,83,256,45,-10,322,-337,-78,-61,1000,-1691,-1542,-137,720,104,-2486,-2515,-1344,-1662,-71,498,0,7,-362,-374,100,238
17622,13,197,3461,486,720,-127,369,116,1102,444,539,-317,-2933,1000,-4381,-2104,-275,909,116,-3624,-3030,-2011,-2327,-34,645,0,7,-300,-406,6,238
17652,13,193,3385,633,627,5,429,204,193,356,-234,-152,-2381,1000,-3571,-2655,-454,506,146,-4764,-3787,-2641,-3029,-42,818,0,7,-312,-425,-5,240
17682,13,192,3248,774,696,225,474,297,-256,277,-255,-64,-2496,1000,-3295,-3704,-739,781,196,-5905,-4259,-3215,-3765,-113,1014,0,7,-335,-463,-31,231
17712,13,193,3014,904,873,214,512,412,990,391,277,-269,-2569,1000,-4501,-3845,-1063,1421,270,-7046,-5227,-3713,-4532,-267,1226,0,7,-294,-468,-107,233
17742,13,196,2658,1015,823,543,512,470,470,192,1133,-136,-1355,1000,-3400,-4782,-1578,1681,371,-7880,-6239,-4031,-5239,-453,1513,0,7,-243,-490,-74,320
17772,13,197,2120,1095,843,694,501,607,7,293,698,-208,-64,1000,-3199,-4887,-1943,2295,497,-7653,-7053,-3953,-5669,-504,2030,0,7,-132,-489,-93,405
17802,13,197,1446,1135,770,919,466,755,-497,417,477,-176,921,1000,-2312,-5136,-2380,2648,641,-6952,-7282,-3612,-5928,-573,2590,0,7,-50,-437,-101,416
17832,13,193,717,1132,649,1028,370,859,-595,363,157,-173,1430,1000,-1556,-4905,-2703,2731,791,-6313,-6948,-3156,-6112,-775,3025,0,7,23,-443,-160,418
17862,13,129,-13,1087,627,1340,447,1203,-987,217,31,-175,1936,1000,-655,-5336,-3246,3521,934,-5823,-6459,-2638,-6220,-1094,3299,0,7,79,-387,-199,355
17892,13,0,-670,1008,429,1305,371,1369,-628,296,158,-29,1585,1000,176,-5102,-3221,2649,1061,-5569,-5921,-2116,-6271,-1517,3390,0,7,85,-386,-252,298
17923,13,132,-1257,903,161,1266,190,1415,-1329,-81,430,-24,66,1000,594,-4637,-3998,1579,1168,-5234,-5400,-1540,-6192,-1934,3392,0,7,116,-347,-248,291
17953,13,132,-1739,779,29,1408,65,1469,-387,242,535,36,1540,1000,1785,-4384,-4068,1789,1253,-4896,-5164,-956,-6014,-2340,3299,0,7,114,-280,-237,225
17983,13,132,-2133,642,-50,1290,-131,1488,-443,57,495,11,-279,1000,1385,-4196,-4378,1060,1313,-4630,-4701,-400,-5769,-2739,3109,0,7,121,-259,-277,165
18013,13,128,-2440,497,-154,1272,-323,1436,-373,-50,351,16,-399,1000,1657,-3911,-4553,743,1352,-4288,-4532,153,-5433,-3086,2872,0,7,237,-188,-253,144
18043,13,132,-2672,348,-332,1122,-526,1415,-610,-119,452,63,453,1000,2293,-2917,-4173,205,1368,-3883,-4045,692,-5017,-3373,2597,0,7,242,-172,-263,113
18073,13,128,-2814,198,-443,1145,-694,1356,-656,-303,388,50,-274,1000,2618,-2667,-4510,-18,1363,-3684,-3281,1143,-4603,-3666,2229,0,7,210,-136,-260,46
18103,13,132,-2887,50,-578,1075,-802,1310,-509,86,599,29,-329,1000,2881,-2065,-4645,-406,1341,-3578,-2949,1532,-4175,-3937,1808,0,7,202,-104,-250,17
18133,13,132,-2917,-94,-675,980,-943,1239,-397,-32,453,46,-134,1000,3085,-1566,-4519,-801,1303,-3040,-2793,1990,-3609,-4055,1474,0,7,239,-36,-208,28
18163,13,132,-2905,-234,-824,996,-1038,1175,-490,253,648,62,874,1000,3923,-925,-4505,-845,1250,-2379,-2338,2437,-2989,-4096,1155,0,7,211,6,-174,-6
18193,13,128,-2864,-369,-838,760,-1151,1107,-110,-247,77,59,356,1000,3548,-286,-3946,-1287,1184,-1848,-1649,2812,-2383,-4126,793,0,7,216,13,-203,-40
18223,13,128,-2807,-499,-944,723,-1048,911,-288,-42,382,30,-161,1000,3702,119,-4181,-1582,1108,-1622,-1135,3077,-1842,-4195,351,0,7,179,31,-199,-90
18254,13,132,-2739,-622,-997,639,-1033,780,-174,19,520,41,-634,1000,3641,342,-4153,-1986,1024,-1380,-951,3314,-1291,-4227,-87,0,7,183,70,-182,-185
18284,13,132,-2662,-741,-1112,490,-1065,644,-425,9,700,101,-1253,1000,3614,635,-4107,-2897,931,-1118,-1064,3526,-727,-4223,-523,0,7,192,94,-161,-206
18314,13,132,-2568,-852,-1201,427,-1155,559,-328,-246,420,20,-468,1000,3714,1346,-4218,-2934,831,-724,-1243,3737,-131,-4152,-919,0,7,192,154,-121,-207
18344,13,132,-2463,-956,-1275,201,-1171,455,-512,-24,612,55,129,1000,3762,2168,-3568,-3441,723,-353,-1031,3907,461,-4048,-1317,0,7,185,244,-123,-218
18374,13,128,-2359,-1052,-1243,195,-1236,395,425,-134,-484,-49,-198,1000,3473,2403,-3703,-3106,608,-314,-560,3959,969,-3994,-1790,0,7,135,263,-128,-296
18404,13,128,-2261,-1141,-1338,157,-1248,282,-31,-55,-371,27,-415,1000,3823,2529,-3646,-3600,487,-334,-339,3966,1458,-3923,-2269,0,7,117,299,-88,-308
18434,13,128,-2159,-1223,-1338,17,-1314,171,11,-142,-302,30,72,1000,3707,2991,-3168,-3732,361,-236,-259,3971,1972,-3794,-2708,0,7,102,312,-84,-334
18464,13,132,-2056,-1296,-1518,-231,-1320,114,-612,-84,712,71,-720,1000,3662,3754,-3051,-4934,230,-282,-55,3910,2442,-3670,-3170,0,7,72,286,-79,-329
18494,13,128,-1945,-1361,-1437,-192,-1340,38,51,-66,-131,56,-719,1000,3404,3429,-3065,-4687,95,-194,-371,3849,2935,-3480,-3583,0,7,85,370,-11,-336
18524,13,128,-1828,-1414,-1434,-317,-1376,-50,22,-239,-62,-51,320,1000,3181,4237,-2780,-4433,-45,-47,-398,3764,3428,-3239,-3960,0,7,54,378,7,-356
18555,13,128,-1719,-1455,-1336,-427,-1360,-169,440,-79,-286,17,-74,1000,2846,4087,-2126,-4531,-189,4,-29,3613,3877,-2982,-4334,0,7,10,378,3,-408
18585,13,129,-1610,-1482,-1532,-641,-1362,-273,-403,140,91,212,-1942,1000,2984,4171,-2002,-6292,-336,-168,233,3363,4246,-2743,-4735,0,7,-44,339,32,-387
18615,13,128,-1492,-1493,-1406,-687,-1381,-357,343,-53,20,137,-680,1000,2576,4353,-1596,-5691,-486,-254,-289,3083,4602,-2436,-5070,0,7,-44,385,98,-368
18645,13,133,-1369,-1479,-1162,-884,-1342,-491,1159,-10,799,253,857,1000,2110,4284,59,-5321,-635,81,-512,2843,5006,-1967,-5235,0,7,-26,399,131,-330
18675,13,128,-1261,-1436,-1210,-819,-1338,-597,-146,167,-882,110,662,1000,2117,4652,-508,-4967,-779,284,-97,2504,5294,-1479,-5342,0,7,-133,352,187,-322
18705,13,192,-1168,-1357,-1088,-911,-1319,-654,486,65,-519,76,-278,1000,1373,4506,-248,-4900,-905,16,197,1979,5337,-1061,-5433,0,7,-187,240,173,-266
18735,13,129,-1079,-1231,-1012,-1113,-1144,-888,491,170,315,184,-1480,1000,695,4219,362,-5621,-983,-142,142,1447,5184,-621,-5278,0,7,-126,62,138,-38
18765,13,132,-991,-1084,-811,-639,-1006,-889,766,218,802,-8,239,1000,1064,3527,-341,-3334,-968,-95,106,1084,4813,-296,-4835,0,7,-79,0,78,10
18795,13,132,-913,-948,-629,-386,-875,-909,467,363,490,-55,905,1000,1060,2728,-512,-2143,-906,-121,-116,825,4341,-129,-4352,0,7,-39,35,98,19
18825,13,128,-831,-847,-679,-537,-834,-866,158,201,-35,11,626,1000,1077,3068,-79,-2681,-854,-57,279,667,3996,0,-3961,0,7,-6,2,33,-9
18855,13,0,-723,-758,-684,-486,-735,-740,-105,98,-28,6,228,1000,1101,2889,-302,-2664,-782,-392,362,476,3534,-40,-3666,0,7,-24,-123,3,93
18886,13,132,-580,-640,-468,-315,-608,-532,916,273,928,-45,995,1000,842,2226,-208,-1520,-690,-357,62,338,3046,28,-3157,0,7,-11,-80,64,115
18916,13,128,-481,-517,-414,-281,-488,-495,191,419,-166,-6,594,1000,783,1858,-129,-1454,-603,-265,212,192,2577,136,-2634,0,7,-43,-125,75,126
18946,13,0,-402,-420,-394,-344,-402,-433,-280,434,-921,2,-145,1000,458,1769,-74,-1706,-524,-536,286,11,2093,110,-2285,0,7,-68,-125,12,77
18976,13,0,-321,-336,-282,-300,-324,-298,320,231,-198,-15,-83,1000,153,1404,-4,-1321,-447,-494,47,-60,1724,138,-1898,0,7,-44,-99,32,106
19006,13,0,-260,-270,-255,-247,-221,-266,37,264,-148,0,24,1000,226,1191,-19,-1167,-380,-439,-16,-100,1424,151,-1575,0,7,-74,-82,36,68
19036,13,0,-206,-212,-179,-211,-176,-214,268,236,28,-12,7,1000,39,932,22,-888,-321,-390,-91,-132,1160,159,-1291,0,7,-61,-59,32,55
19066,13,0,-163,-167,-138,-176,-134,-175,274,143,122,0,8,1000,0,706,47,-754,-270,-312,-166,-137,953,163,-1051,0,7,-63,-46,37,44
19096,13,0,-132,-134,-109,-151,-94,-143,97,160,-76,1,58,1000,-39,558,51,-642,-230,-199,-264,-124,809,176,-856,0,7,-58,-14,52,23
19126,13,0,-108,-109,-83,-128,-65,-124,56,139,-67,-7,30,1000,-102,450,21,-527,-196,-85,-303,-98,700,184,-696,0,7,-48,-4,55,19
19156,13,0,-90,-90,-51,-97,-56,-103,117,63,0,2,60,1000,-79,305,79,-369,-168,-28,-212,-82,604,176,-577,0,7,-52,9,52,-7
19189,13,0,-77,-77,-37,-81,-36,-86,72,40,0,1,50,1000,-81,246,76,-295,-144,-4,-177,-67,521,158,-488,0,9,-30,20,43,-9
19219,13,0,-70,-70,-22,-76,-28,-69,20,4,0,-10,26,1000,-119,244,87,-199,-126,-19,-82,-54,457,127,-436,0,9,-46,65,52,-63
19249,13,0,-64,-64,-22,-44,-25,-50,-16,-5,0,0,26,1000,-39,145,33,-158,-111,13,-85,-33,419,114,-387,0,9,-44,52,50,-50
# end
