# motion pattern log x1.5 2.8V heading-PD (read from RAM via SWD) n=639
t_ms,seg,slip,cmd_vx_body,cmd_vx,odom_vx,odom_vy,ground_vx,ground_vy,a_odom_x_cm,a_imu_x_cm,accel_res_cm,geom_res_x10,rot_res_mrad,accel_gain_x1000,w0_x100,w1_x100,w2_x100,w3_x100,cmd_vy,cmd_w_mrad,gyro_mrad,t0_x100,t1_x100,t2_x100,t3_x100,rx_stall,rx_restart,v0_x100,v1_x100,v2_x100,v3_x100
10501,8,64,2478,298,199,-168,213,-166,232,311,-18,-10,165,1000,-830,12,899,300,-300,-9,64,-1392,2,1410,238,0,0,-355,34,316,34
10531,8,64,2468,404,329,-294,299,-255,357,215,250,-23,-165,1000,-1508,-22,1415,389,-406,-85,176,-1904,-16,1891,305,0,0,-378,18,316,24
10564,8,196,2448,519,465,-401,396,-318,463,217,461,-80,-660,1000,-2312,-52,1744,577,-523,-197,260,-2467,-40,2408,368,0,1,-406,12,327,16
10594,8,64,2427,623,503,-470,477,-416,207,168,237,0,-461,1000,-2339,-145,2232,408,-631,-247,198,-2971,-43,2895,433,0,1,-407,4,343,24
10624,8,64,2411,726,599,-541,594,-513,126,270,-276,-39,-311,1000,-2810,-96,2539,632,-740,-317,93,-3478,-47,3377,489,0,1,-423,11,351,20
10654,8,64,2410,829,734,-631,688,-593,288,253,-22,-54,-217,1000,-3393,-171,3022,849,-849,-161,-39,-3929,8,3917,599,0,1,-444,27,382,24
10684,8,64,2406,931,794,-693,789,-695,-38,347,-615,-50,-404,1000,-3730,-240,3255,826,-959,-194,-102,-4426,16,4408,660,0,1,-456,25,394,27
10717,8,64,2371,1043,827,-740,851,-762,-149,99,-417,-51,-169,1000,-3841,-131,3514,897,-1078,-144,-50,-4947,48,4965,749,0,2,-459,29,392,29
10747,8,192,2327,1144,983,-898,934,-810,373,180,370,-47,-405,1000,-4558,-138,4265,1017,-1189,-248,191,-5461,41,5439,790,0,2,-485,15,385,14
10777,8,197,2265,1245,1214,-1140,999,-886,799,226,1026,-158,-2163,1000,-6274,-220,4720,1034,-1300,-350,407,-5974,42,5913,825,0,2,-490,-4,352,8
10810,8,193,2184,1350,1135,-1069,1071,-942,-83,208,-142,-153,-1649,1000,-5831,-131,4460,1025,-1425,-511,219,-6541,47,6416,835,0,3,-490,10,363,14
10840,8,64,2134,1445,1146,-1028,1159,-990,52,302,-78,-82,-522,1000,-5432,-232,4765,1181,-1542,-293,-111,-6968,154,6967,924,0,3,-490,22,398,20
10870,8,196,2089,1539,1223,-1124,1177,-1069,525,136,560,-69,-517,1000,-5800,-225,5199,1175,-1659,-243,-134,-7435,222,7477,969,0,3,-490,17,395,21
10900,8,196,2039,1631,1273,-1143,1255,-1088,351,164,505,-102,-425,1000,-6043,-210,5282,1348,-1777,-256,-216,-7917,279,7970,993,0,3,-490,14,392,23
10930,8,196,1994,1724,1432,-1335,1327,-1150,915,223,1216,-95,-759,1000,-6926,-248,6032,1306,-1895,-29,-265,-8338,396,8524,1076,0,3,-490,13,395,32
10960,8,64,1944,1818,1366,-1203,1385,-1189,-367,93,-778,-129,35,1000,-6393,-145,5656,1626,-2011,101,-363,-8787,480,9054,1144,0,3,-490,32,409,38
10991,8,192,1895,1913,1515,-1388,1416,-1225,334,272,82,-90,548,1000,-6897,13,6711,1766,-2105,242,-191,-9189,513,9533,1260,0,3,-490,67,421,56
11021,8,128,1824,1885,1578,-1439,1449,-1281,168,116,181,1,1610,1000,-6714,11,7460,1895,-2065,235,-238,-9037,484,9370,1256,0,3,-209,96,162,54
11051,8,133,1760,1782,1252,-1161,1430,-1300,-671,-318,626,-155,1533,1000,-5631,510,5650,1873,-1962,247,-165,-8555,486,8887,1176,0,3,-302,85,230,46
11081,8,129,1690,1705,1330,-1182,1462,-1243,354,206,-163,-151,1026,1000,-5932,310,5834,1983,-1890,176,115,-8225,480,8518,1086,0,3,-331,125,243,-18
11111,8,128,1613,1627,1315,-1215,1440,-1239,270,31,52,-86,150,1000,-6058,22,5796,1499,-1828,136,26,-7906,506,8180,983,0,3,-278,108,212,14
11141,8,128,1527,1543,1253,-1214,1346,-1280,-164,-321,8,-76,708,1000,-5712,289,5824,1460,-1769,68,70,-7580,549,7826,848,0,3,-253,118,198,6
11171,8,132,1444,1460,1131,-1151,1288,-1266,-480,67,767,-127,-147,1000,-5543,383,5086,1180,-1706,-5,228,-7252,578,7464,724,0,3,-278,107,184,-24
11201,8,0,1356,1373,1151,-1241,1231,-1256,-129,4,-184,-120,587,1000,-5600,683,5519,1204,-1648,-56,114,-6916,633,7108,585,0,3,-208,106,147,-1
11231,8,0,1271,1289,1157,-1136,1140,-1229,4,-192,-5,-140,350,1000,-5512,419,5178,1411,-1579,-29,134,-6548,676,6755,493,0,3,-200,122,131,-34
11261,8,0,1187,1204,1032,-1116,1064,-1188,-248,-206,278,-96,1069,1000,-4871,723,5115,1177,-1509,-71,79,-6193,700,6380,385,0,3,-180,100,123,-2
11292,8,0,1102,1120,999,-1081,1020,-1125,-117,-75,132,-125,320,1000,-4953,612,4703,1038,-1437,-115,118,-5837,719,6001,281,0,3,-165,102,100,-20
11322,8,0,1014,1033,985,-1114,967,-1072,-78,-174,-360,-107,996,1000,-4791,829,4944,1050,-1364,-85,43,-5452,760,5631,190,0,3,-117,98,71,-7
11352,8,129,931,948,814,-1113,917,-1065,-634,-218,133,-226,728,1000,-4667,1434,4149,747,-1281,-60,-56,-5056,770,5242,123,0,3,-97,50,51,24
11382,8,0,850,870,861,-948,884,-1009,-91,-39,69,-79,1059,1000,-4089,645,4312,951,-1193,-12,-83,-4660,757,4860,92,0,3,-78,102,41,-39
11412,8,0,768,787,794,-987,803,-965,-60,-99,-93,-105,1492,1000,-3945,1052,4276,846,-1101,29,-141,-4250,747,4461,51,0,3,-18,60,4,12
11442,8,129,677,699,714,-880,773,-904,-467,-202,28,-169,851,1000,-3828,979,3507,799,-1008,102,-178,-3813,753,4051,7,0,3,-1,86,-9,-31
11472,8,0,561,615,697,-827,694,-868,87,-233,352,-77,918,1000,-3453,694,3598,683,-898,143,-132,-3362,703,3604,-1,0,3,63,35,-85,0
11502,8,0,402,520,629,-733,643,-742,-219,-186,-51,-37,699,1000,-3043,494,3277,555,-782,141,-69,-2882,653,3106,-40,0,3,85,54,-107,-38
11532,8,0,268,424,524,-708,535,-674,-124,-244,-179,-104,1210,1000,-2739,966,2921,574,-667,181,-119,-2389,616,2619,-70,0,3,127,38,-125,-8
11562,8,0,146,332,503,-563,473,-594,29,-125,-69,-36,558,1000,-2387,375,2571,518,-548,129,16,-1924,542,2109,-109,0,3,137,39,-157,-47
11592,8,64,41,237,383,-493,359,-500,-283,-481,-213,-81,591,1000,-2018,606,2009,419,-432,143,-14,-1440,494,1615,-141,0,3,163,37,-173,-47
11623,8,64,-46,143,356,-412,313,-422,-46,-327,-107,-12,453,1000,-1658,295,1910,341,-315,126,67,-964,436,1113,-178,0,3,167,37,-182,-56
11653,8,64,-119,49,255,-335,262,-333,-308,-224,19,-12,368,1000,-1265,317,1461,183,-198,105,30,-488,377,611,-218,0,3,187,34,-196,-54
11683,8,64,-175,-44,207,-252,187,-248,-181,-226,-38,-2,300,1000,-971,197,1162,174,-81,75,37,-16,316,106,-258,0,3,199,42,-187,-45
11713,8,64,-215,-137,115,-161,119,-174,-335,-227,245,-46,-198,1000,-730,214,528,97,36,32,164,453,247,-402,-298,0,3,207,29,-227,-53
11743,8,64,-233,-222,50,-82,33,-67,-197,-329,-199,-8,19,1000,-275,135,334,39,150,-34,140,885,161,-886,-328,0,3,222,13,-233,-61
11773,8,0,-242,-242,13,-48,-3,-6,-192,-167,0,-3,-98,1000,-132,95,142,-41,183,-74,119,991,120,-1020,-329,0,3,77,57,-84,-107
11803,8,0,-239,-239,-37,3,-36,9,-160,-100,0,-3,30,1000,71,58,-137,-116,187,86,-151,1034,142,-985,-272,0,3,59,62,-49,-84
11833,8,0,-228,-228,-59,17,-56,14,-61,-40,0,7,-29,1000,180,51,-192,-174,184,93,-90,998,127,-948,-247,0,3,53,45,-50,-76
11863,8,0,-211,-211,-78,15,-74,12,-25,-32,0,0,-69,1000,204,112,-259,-221,179,115,-80,949,105,-892,-206,0,3,29,41,-29,-78
11893,8,0,-194,-194,-65,-15,-72,9,33,-2,0,17,191,1000,192,153,-70,-244,176,197,-174,916,92,-823,-144,0,3,58,25,-36,-29
11923,8,0,-178,-178,-81,25,-72,11,-45,-7,0,-3,-74,1000,210,89,-311,-215,175,231,-129,880,65,-776,-94,0,3,22,29,-13,-38
11954,8,0,-160,-160,-82,20,-72,16,-28,18,0,-3,12,1000,248,150,-257,-183,170,219,-38,817,31,-723,-57,0,3,38,2,-36,-18
11984,8,0,-141,-141,-78,14,-74,25,-14,17,0,-1,-14,1000,249,165,-209,-173,164,165,58,743,-12,-681,-30,0,3,51,7,-49,-33
12014,8,0,-124,-124,-60,29,-62,30,20,36,0,5,15,1000,269,95,-162,-85,159,99,128,670,-55,-644,-11,0,3,22,-15,-30,-22
12044,8,0,-109,-109,-55,28,-55,35,34,21,0,-9,-12,1000,187,88,-221,-72,152,107,19,617,-72,-589,17,0,3,57,-16,-46,-2
12074,8,0,-96,-96,-57,37,-51,35,-10,22,0,2,-2,1000,241,52,-209,-83,145,108,36,566,-88,-541,42,0,3,63,-13,-53,-6
12104,9,0,-2494,-100,-46,28,-45,34,1,28,-11,0,-66,1000,169,34,-190,-82,152,99,23,591,-96,-571,40,0,3,238,-35,-218,0
12134,9,64,-2491,-202,-112,116,-107,94,-191,-213,31,16,-50,1000,587,-28,-477,-97,250,60,137,1045,-97,-1051,-59,0,3,332,-49,-330,-43
12164,9,64,-2466,-309,-186,170,-190,170,-283,-297,-6,30,-133,1000,966,28,-700,-181,354,-172,398,1481,-149,-1609,-210,0,3,316,-66,-338,-88
12194,9,64,-2441,-415,-287,250,-278,233,-362,-300,108,34,-251,1000,1340,1,-1182,-379,460,-212,255,1963,-159,-2119,-307,0,3,348,-69,-355,-77
12224,9,64,-2424,-520,-410,350,-372,319,-388,-261,166,47,-193,1000,1890,21,-1678,-558,568,-240,178,2448,-171,-2627,-396,0,3,353,-78,-373,-81
12254,9,64,-2409,-625,-431,357,-450,381,-52,-172,-222,16,-795,1000,1694,-66,-2018,-730,676,-264,-7,2933,-186,-3133,-480,0,3,379,-81,-385,-69
12285,9,192,-2416,-729,-599,559,-550,448,-350,-355,95,117,-697,1000,2722,-429,-2675,-1050,784,-79,-237,3470,-150,-3587,-511,0,3,414,-74,-399,-65
12315,9,64,-2429,-833,-633,527,-617,507,320,-191,-864,31,-1117,1000,2451,-181,-3013,-1141,891,20,-297,3986,-132,-4062,-566,0,3,406,-71,-394,-61
12345,9,192,-2447,-939,-796,760,-745,590,-173,-321,-220,116,-1156,1000,3548,-531,-3711,-1295,998,102,-154,4499,-113,-4541,-630,0,3,440,-68,-442,-81
12375,9,192,-2441,-1046,-908,839,-849,633,-323,-459,193,94,-1081,1000,3996,-360,-4176,-1367,1104,145,-78,5004,-100,-5032,-709,0,3,453,-61,-447,-75
12405,9,193,-2408,-1153,-971,837,-907,709,-266,-228,-235,220,-328,1000,4658,-298,-3784,-1588,1209,104,60,5488,-104,-5543,-812,0,3,444,-79,-450,-86
12435,9,197,-2360,-1260,-1081,1089,-975,784,-504,-149,652,318,-480,1000,5616,-905,-4431,-1651,1314,1,79,5954,-127,-6068,-927,0,3,453,-76,-474,-110
12465,9,193,-2320,-1366,-1127,1041,-1065,828,-260,-275,48,253,-590,1000,5409,-623,-4687,-1831,1420,145,-215,6483,-89,-6532,-980,0,3,490,-65,-481,-83
12495,9,193,-2273,-1473,-1207,1113,-1150,884,-508,-158,108,229,-1423,1000,5590,-668,-5227,-1982,1525,74,126,6958,-103,-7050,-1089,0,3,441,-93,-490,-117
12525,9,193,-2217,-1579,-1197,1264,-1237,926,133,-378,116,216,-2321,1000,5603,-1239,-5816,-1862,1631,23,131,7438,-115,-7563,-1189,0,3,442,-82,-490,-131
12555,9,197,-2154,-1685,-1251,1274,-1304,982,-410,-209,442,317,-2507,1000,5962,-1412,-5737,-2228,1738,-97,225,7900,-150,-8093,-1301,0,3,435,-107,-490,-141
12585,9,193,-2092,-1787,-1364,1214,-1350,1020,-332,-206,-116,258,-2328,1000,5978,-909,-6060,-2576,1847,-3,-158,8413,-143,-8569,-1348,0,3,459,-106,-490,-107
12616,9,193,-2039,-1891,-1420,1400,-1439,1066,-88,-129,-159,350,-2274,1000,6690,-1432,-6396,-2565,1956,151,-183,8942,-116,-9031,-1385,0,3,459,-100,-490,-131
12646,9,193,-1982,-1994,-1407,1271,-1470,1179,-40,-282,-265,317,-2846,1000,6216,-1199,-6265,-2826,2046,199,-96,9408,-74,-9475,-1481,0,3,453,-98,-490,-133
12676,9,129,-1914,-1969,-1614,1273,-1541,1292,-647,-135,53,211,-1448,1000,6847,-170,-6733,-2873,2017,232,-345,9292,-54,-9338,-1462,0,3,170,-17,-227,-54
12706,9,132,-1850,-1868,-1472,1039,-1529,1176,372,135,613,7,-957,1000,5653,635,-6271,-2418,1916,481,-518,8886,8,-8800,-1318,0,3,245,12,-267,-50
12736,9,0,-1787,-1799,-1508,1067,-1513,1131,-171,46,-326,68,-253,1000,6164,729,-6044,-2366,1839,641,-312,8591,65,-8416,-1235,0,3,255,0,-282,-31
12766,9,0,-1706,-1722,-1475,1176,-1503,1125,346,81,-33,78,-469,1000,6292,357,-6209,-2099,1780,565,-141,8248,2,-8115,-1155,0,3,216,-43,-257,-15
12796,9,128,-1628,-1643,-1427,1072,-1458,1167,-147,-36,399,74,-192,1000,6003,547,-5810,-2109,1715,649,-221,7929,-6,-7753,-1045,0,3,226,-33,-236,-1
12826,9,132,-1542,-1559,-1409,1030,-1421,1167,182,163,525,50,-90,1000,5856,698,-5696,-2060,1651,705,-195,7592,-39,-7391,-925,0,3,208,-66,-214,27
12856,9,0,-1456,-1472,-1350,1124,-1380,1143,-433,257,-662,39,-75,1000,5869,381,-5791,-1674,1591,712,-138,7242,-100,-7044,-801,0,3,172,-53,-173,0
12886,9,132,-1363,-1381,-1209,1124,-1301,1133,637,235,424,52,-658,1000,5374,-120,-5560,-1454,1528,673,-102,6864,-177,-6692,-682,0,3,161,-64,-148,1
12917,9,0,-1271,-1291,-1239,1080,-1230,1085,87,190,-112,89,-219,1000,5560,72,-5328,-1592,1461,713,-107,6500,-222,-6311,-553,0,3,137,-92,-116,34
12947,9,0,-1176,-1197,-1147,944,-1159,1041,263,251,267,84,-616,1000,4946,95,-4896,-1679,1393,679,-75,6104,-290,-5937,-436,0,3,134,-121,-120,55
12977,9,0,-1087,-1106,-1066,1041,-1054,1061,-190,332,-388,32,-541,1000,4867,-126,-4995,-1096,1323,744,117,5737,-323,-5540,-305,0,3,95,-85,-84,9
13007,9,132,-988,-1011,-956,1003,-1023,1073,386,171,461,97,-1442,1000,4446,-643,-4670,-1195,1248,581,273,5293,-415,-5181,-227,0,3,58,-96,-63,6
13037,9,0,-896,-916,-855,1017,-924,995,303,88,45,81,-526,1000,4321,-717,-4346,-699,1171,542,-8,4876,-466,-4784,-125,0,3,69,-30,-11,15
13067,9,0,-796,-821,-839,928,-848,921,458,127,163,57,-184,1000,4176,-367,-4037,-653,1088,593,128,4471,-481,-4352,-13,0,3,21,-82,9,76
13097,9,0,-702,-725,-757,893,-732,895,-49,619,-727,-12,154,1000,3859,-179,-3812,-223,1005,412,286,4008,-556,-3978,44,0,3,-10,-81,18,65
13127,9,0,-581,-627,-693,824,-687,879,-95,216,-132,-10,-407,1000,3432,-300,-3621,-313,912,337,339,3542,-585,-3545,113,0,3,-88,-57,80,46
13157,9,132,-433,-526,-405,582,-610,815,917,136,1061,-104,-1203,1000,1821,-333,-2764,55,800,169,501,3012,-603,-3087,135,0,3,-74,-57,51,30
13187,9,128,-300,-429,-493,594,-526,702,296,118,299,-4,-494,1000,2447,-253,-2601,-228,687,64,387,2501,-592,-2614,158,0,3,-119,-53,114,55
13217,9,0,-190,-332,-392,509,-382,583,318,457,178,-89,-583,1000,1785,-124,-2417,22,572,40,305,2011,-557,-2122,198,0,3,-138,-39,136,54
13248,9,0,-92,-236,-344,474,-353,494,386,322,190,-51,-513,1000,1678,-235,-2116,17,456,-84,279,1499,-538,-1655,204,0,3,-171,-30,169,46
13278,9,64,-22,-145,-300,433,-261,387,-114,109,-344,-46,-44,1000,1587,-164,-1810,143,338,-127,185,1010,-486,-1170,217,0,3,-172,-12,181,38
13310,9,64,45,-49,-194,331,-175,319,336,374,-3,-67,78,1000,1067,-111,-1359,296,205,-122,111,498,-398,-632,227,0,4,-191,0,198,25
13340,9,196,89,35,-121,148,-132,205,460,244,474,48,160,1000,773,-133,-466,-101,81,-110,43,32,-304,-137,225,0,4,-206,-10,196,25
13376,9,0,107,106,-86,115,-41,112,-169,299,-838,-26,-370,1000,352,-48,-590,-9,-12,-228,176,-371,-276,223,207,0,6,-124,-77,100,79
13406,9,0,125,124,-49,103,-18,79,153,216,0,-6,-45,1000,317,-110,-378,77,-41,-160,45,-459,-236,351,220,0,6,-113,-64,94,69
13436,10,0,130,130,11,57,19,51,208,190,0,-4,-54,1000,68,-154,-119,148,-60,-92,47,-493,-187,425,216,0,6,-40,-40,73,95
13466,10,0,123,123,41,27,49,31,65,108,0,2,57,1000,39,-74,133,259,-72,509,326,-346,7,587,325,0,6,22,42,98,150
13496,10,0,110,110,62,8,56,20,95,35,0,-3,279,1000,245,247,524,600,-79,1583,1343,-57,322,842,545,0,6,93,144,118,150
13526,10,0,90,90,26,48,32,13,-200,-107,0,-18,143,1000,797,683,718,1017,-89,2724,3115,262,679,1106,756,0,6,145,172,122,113
13557,10,0,73,73,20,13,11,13,-35,-118,0,0,403,1000,1278,1225,1323,1388,-105,3864,4823,563,1042,1388,964,0,6,137,169,121,107
13587,10,0,51,52,-7,3,-3,8,-103,-47,0,20,434,1000,1750,1637,1702,1619,-118,5005,6278,882,1408,1653,1166,0,6,149,180,107,90
13617,10,195,71,34,-665,682,-44,7,-2254,-91,-2644,597,7271,1000,8078,2160,1981,1891,-130,6145,7447,1192,1762,1925,1381,0,6,90,117,232,74
13647,10,132,-1,40,29,-113,-53,3,-658,-102,894,-38,361,1000,1787,2460,2408,2114,-175,6823,8308,1259,2022,2214,1482,0,6,169,86,-43,46
13677,10,0,-15,-18,-114,117,-74,29,-244,-49,0,34,464,1000,2782,2079,1707,2009,-119,6416,8217,1427,1930,1841,1324,0,6,0,79,36,-24
13707,10,0,-22,-22,-137,7,-97,28,-268,37,0,36,346,1000,2381,2133,1665,1478,-131,5848,7316,1271,1822,1718,1151,0,6,33,67,65,56
13737,10,0,-25,-25,-101,18,-112,51,-25,-205,0,6,130,1000,2057,1910,1463,1471,-130,5647,6787,1231,1777,1659,1095,0,6,11,54,45,25
13767,10,0,-29,-28,-84,63,-67,34,0,201,0,34,80,1000,2019,1558,1329,1414,-130,5305,6299,1154,1699,1566,1000,0,6,-11,87,64,-12
13797,10,0,-30,-29,-81,16,-84,36,83,-22,0,18,285,1000,1787,1602,1307,1266,-132,5080,5693,1097,1650,1512,937,0,6,17,68,37,8
13827,10,0,-34,-33,-55,29,-66,12,127,61,0,6,267,1000,1607,1431,1200,1278,-128,4723,5275,1028,1562,1403,844,0,6,26,80,26,-11
13857,10,0,-37,-37,-63,9,-66,6,34,39,0,16,379,1000,1529,1390,1169,1110,-125,4413,4826,964,1487,1312,761,0,6,31,62,16,3
13888,10,0,-39,-39,-53,-1,-70,6,54,-73,0,-13,0,1000,1210,1256,938,972,-121,4096,4376,898,1403,1218,683,0,6,12,59,33,7
13918,10,0,-41,-41,-47,3,-56,1,52,4,0,-16,205,1000,1134,1178,872,943,-118,3790,3926,834,1322,1129,610,0,6,6,61,39,6
13948,10,0,-41,-41,-47,4,-52,5,61,20,0,18,135,1000,1107,985,855,771,-114,3461,3588,759,1230,1037,535,0,6,0,56,35,0
13978,10,0,-41,-41,-55,5,-47,4,-32,6,0,2,266,1000,1039,984,733,725,-110,3004,3219,652,1107,913,428,0,6,-26,36,16,-23
14008,10,0,-41,-40,-25,-20,-33,-13,41,53,0,-49,-157,1000,518,824,456,590,-104,2378,2528,506,935,744,284,0,6,6,32,-23,-32
14038,10,0,-40,-40,-42,-15,-32,-11,-91,6,0,-5,266,1000,608,682,452,395,-99,1892,1859,392,801,612,174,0,6,6,14,-8,0
14068,10,0,-36,-36,-32,-11,-34,-17,39,-4,0,2,62,1000,492,516,377,305,-93,1532,1617,303,687,517,106,0,6,3,13,-10,-22
14098,10,0,-32,-32,-28,-11,-29,-22,22,8,0,10,58,1000,384,372,289,180,-88,1290,1156,241,605,454,67,0,6,2,53,30,-32
14128,10,0,-27,-27,-24,-21,-26,-17,32,18,0,2,88,1000,283,354,250,137,-82,1124,916,198,542,411,46,0,6,-15,42,30,-42
14158,10,0,-24,-24,-37,-24,-25,-19,-80,1,0,1,92,1000,259,342,170,48,-77,950,705,156,475,362,24,0,6,-7,49,30,-37
14188,10,0,-18,-18,-27,-20,-24,-18,-6,21,0,1,-39,1000,168,239,116,9,-71,850,554,128,424,335,25,0,6,-25,38,38,-28
14219,10,0,-14,-14,-21,-7,-18,-16,32,24,0,1,62,1000,171,189,94,51,-65,761,437,104,376,310,27,0,6,-20,50,32,-36
14249,10,0,-11,-11,-13,-13,-14,-11,28,11,0,-2,-1,1000,96,157,83,33,-61,668,359,80,337,285,20,0,6,3,31,12,-9
14279,10,0,-9,-9,1,-12,-5,-8,77,26,0,4,20,1000,45,79,110,37,-58,636,240,72,317,274,23,0,6,-13,60,39,-27
14309,10,0,-8,-8,-2,-7,-2,-7,29,10,0,-5,8,1000,39,91,57,48,-56,587,222,61,297,260,17,0,6,-23,55,36,-34
14339,10,0,-8,-8,-5,-13,0,-7,-15,9,0,0,4,1000,42,103,72,17,-54,521,219,48,276,238,5,0,6,-25,55,36,-35
14369,10,0,-8,-8,-2,-1,1,-9,-45,4,0,-3,-46,1000,32,53,28,33,-51,466,191,39,257,219,-4,0,6,-13,47,27,-25
14399,10,0,-9,-9,0,-12,1,-14,-3,0,0,2,28,1000,25,68,81,18,-47,437,152,44,241,198,-5,0,6,-22,58,37,-36
14429,10,0,-10,-10,5,-10,4,-12,20,13,0,-1,2,1000,-13,42,59,22,-44,430,101,50,234,187,-3,0,6,-13,64,39,-30
14459,10,0,-11,-11,0,-9,3,-7,-19,3,0,6,-13,1000,19,31,69,-4,-42,389,119,47,222,170,-12,0,6,-18,61,34,-36
14489,10,0,-11,-11,0,1,0,-6,0,2,0,0,42,1000,42,39,39,45,-39,348,126,42,204,153,-17,0,6,-19,63,32,-38
14519,10,0,-10,-10,0,-11,0,-7,-3,0,0,-4,-22,1000,0,72,44,16,-37,298,143,31,185,138,-23,0,6,-22,56,27,-39
14550,10,0,-10,-10,3,-16,-2,-7,47,0,0,0,-37,1000,-19,52,70,3,-35,264,129,26,172,125,-28,0,6,-22,52,23,-41
14580,11,0,-9,-9,0,-7,-4,-8,46,1,0,6,-60,1000,12,14,48,-14,-32,110,113,-8,124,81,-58,0,6,-57,19,-2,-74
14610,11,0,-8,-8,-3,-20,-2,-9,-18,5,0,-2,-94,1000,-159,-63,-94,-170,-30,-552,-411,-173,-48,-86,-217,0,6,-140,-65,-69,-152
14640,11,0,-7,-7,2,-32,5,-11,-2,31,0,4,-147,1000,-614,-498,-463,-621,-26,-1653,-2077,-444,-334,-367,-482,0,6,-131,-140,-125,-138
14670,11,0,-5,-5,3,-18,4,-21,10,-11,0,-5,-222,1000,-1106,-996,-1007,-1059,-20,-2793,-3962,-722,-639,-662,-750,0,6,-144,-111,-96,-151
14700,11,0,-3,-3,0,-34,-2,-33,18,-37,0,-3,-357,1000,-1531,-1365,-1387,-1517,-14,-3933,-5474,-1001,-943,-957,-1018,0,6,-137,-114,-97,-141
14730,11,0,0,0,15,-31,0,-50,109,-21,251,15,-394,1000,-1799,-1726,-1579,-1779,-2,-5076,-6519,-1274,-1262,-1262,-1274,0,6,-72,-188,-173,-78
14760,11,0,0,0,-18,-22,-17,-6,-44,-96,0,42,-625,1000,-1831,-1935,-1814,-2112,0,-6214,-7087,-1553,-1553,-1553,-1553,0,6,-160,-140,-118,-157
14790,11,0,4,3,-25,-26,8,-44,-139,55,78,14,-893,1000,-2177,-2143,-2189,-2378,7,-7075,-8017,-1763,-1793,-1778,-1746,0,6,-97,-192,-125,-42
14820,11,0,0,0,24,-27,-13,25,6,-98,0,-31,-382,1000,-2391,-2118,-2160,-2122,0,-7396,-8433,-1849,-1849,-1849,-1849,0,6,-80,-79,-67,-87
14850,11,0,1,1,-3,-17,-13,-11,82,-99,0,26,-356,1000,-2141,-2189,-2075,-2272,12,-7177,-8336,-1773,-1825,-1820,-1768,0,6,-26,-59,-40,-26
14881,11,0,-2,-2,-34,-32,-3,0,-254,77,0,-14,-144,1000,-1942,-1750,-1985,-2070,15,-6417,-7631,-1568,-1633,-1646,-1583,0,6,0,-22,19,25
14911,11,0,0,0,-15,-18,-23,-15,36,-22,0,16,-62,1000,-1550,-1556,-1545,-1706,23,-5367,-6310,-1297,-1396,-1396,-1297,0,6,10,-11,10,12
14941,11,0,0,0,-7,-8,-13,-10,73,2,0,-3,-273,1000,-1342,-1292,-1345,-1367,26,-4960,-5081,-1190,-1301,-1301,-1190,0,6,-47,-57,-36,-46
14971,11,0,0,0,-15,3,-18,-6,-13,-11,0,7,-287,1000,-1198,-1255,-1289,-1316,28,-4674,-4767,-1114,-1235,-1235,-1114,0,6,-57,-22,0,-54
15001,11,0,-1,-1,-17,-2,-11,-3,-17,-8,0,-4,-470,1000,-1190,-1167,-1271,-1267,30,-4310,-4428,-1017,-1146,-1150,-1023,0,6,-29,-43,-20,-26
15031,11,0,-1,-1,-10,0,-5,0,26,52,0,-4,-357,1000,-1057,-1039,-1112,-1092,31,-3977,-3942,-932,-1064,-1069,-937,0,6,-29,-43,-21,-27
15061,11,0,-4,-4,-10,2,0,-8,-44,33,0,12,-354,1000,-943,-1016,-1005,-1058,34,-3681,-3666,-844,-991,-1009,-866,0,6,-22,-39,-18,-22
15091,11,0,-7,-7,-16,2,-9,4,-116,-26,0,3,-151,1000,-845,-879,-937,-947,33,-3305,-3455,-742,-889,-922,-780,0,6,-20,-16,4,-20
15121,11,0,-6,-5,-35,36,-7,8,-87,57,0,27,176,1000,-477,-775,-807,-791,29,-2742,-2993,-614,-740,-767,-646,0,6,-24,13,45,-12
15151,11,0,-10,-10,6,0,3,-3,-62,-8,0,25,103,1000,-541,-654,-498,-614,30,-2150,-2410,-452,-584,-631,-507,0,6,15,-6,8,8
15181,11,0,-12,-12,0,4,-2,7,-10,-23,0,1,-96,1000,-454,-481,-471,-456,28,-1711,-1760,-340,-467,-524,-405,0,6,-10,-4,10,-17
15212,11,0,-15,-14,4,23,3,10,-12,2,0,5,-64,1000,-303,-427,-378,-302,26,-1422,-1324,-264,-384,-453,-344,0,6,-5,3,-6,-42
15242,11,0,-18,-18,8,10,8,5,-7,6,0,-4,-95,1000,-327,-349,-332,-265,24,-1154,-1168,-193,-302,-387,-291,0,6,3,-12,-1,-10
15272,11,0,-21,-20,7,5,7,5,-27,-9,0,10,-130,1000,-265,-338,-251,-273,21,-873,-990,-120,-219,-317,-234,0,6,12,22,9,-46
15305,11,0,-21,-21,0,3,-3,2,18,-20,0,-4,-76,1000,-193,-191,-210,-175,20,-752,-690,-92,-185,-284,-207,0,7,23,-12,-5,-15
15335,11,0,-20,-20,-16,10,-10,3,-100,-27,0,3,16,1000,-45,-114,-175,-155,19,-618,-497,-63,-152,-246,-172,0,7,20,-9,-8,-14
