# motion pattern log x1.5 snappy (read from RAM via SWD) n=833
t_ms,seg,slip,cmd_vx_body,cmd_vx,odom_vx,odom_vy,ground_vx,ground_vy,a_odom_x_cm,a_imu_x_cm,accel_res_cm,geom_res_x10,rot_res_mrad,accel_gain_x1000,w0_x100,w1_x100,w2_x100,w3_x100,cmd_vy,cmd_w_mrad,gyro_mrad,t0_x100,t1_x100,t2_x100,t3_x100,rx_stall,rx_restart,v0_x100,v1_x100,v2_x100,v3_x100
21886,12,64,-1876,-1659,-1400,259,-1422,225,11,-147,193,66,-495,1000,4402,2463,-3809,-3532,491,-288,250,5399,2681,-5142,-3664,0,3,317,67,-370,-163
21916,12,64,-1802,-1708,-1449,334,-1452,315,-133,-156,44,78,-611,1000,4635,2306,-4137,-3613,600,-348,100,5726,2523,-5530,-3603,0,3,320,31,-383,-130
21946,12,64,-1731,-1729,-1432,479,-1454,400,34,-117,139,76,-722,1000,4781,1846,-4527,-3370,718,-358,-119,6006,2291,-5860,-3436,0,3,328,-22,-397,-66
21976,12,128,-1667,-1691,-1375,634,-1464,489,239,-105,279,145,210,1000,5256,1365,-4398,-2875,828,-301,-298,6127,1958,-6014,-3109,0,3,183,-89,-250,43
22006,12,128,-1610,-1617,-1280,429,-1402,506,10,319,237,39,-25,1000,4293,1799,-4039,-2868,811,-195,-407,5919,1851,-5774,-2914,0,3,135,74,-157,-90
22036,12,128,-1546,-1554,-1299,408,-1416,520,59,133,-76,38,220,1000,4393,1989,-3948,-2868,784,-87,-293,5721,1791,-5533,-2765,0,3,128,28,-156,-46
22066,12,0,-1482,-1490,-1230,378,-1352,464,74,-143,252,34,-588,1000,3941,1707,-3923,-2929,758,5,-277,5520,1725,-5299,-2617,0,3,126,29,-147,-41
22096,12,0,-1417,-1424,-1173,390,-1206,410,81,229,-178,-22,-288,1000,3761,1756,-3884,-2551,737,88,-281,5321,1641,-5073,-2457,0,3,130,31,-142,-36
22126,12,0,-1348,-1357,-1161,432,-1197,417,216,66,112,20,53,1000,4011,1634,-3739,-2423,714,158,-185,5110,1555,-4842,-2300,0,3,107,27,-116,-27
22157,12,0,-1280,-1288,-1116,404,-1124,407,-34,34,-77,17,-110,1000,3798,1574,-3605,-2373,691,217,-135,4895,1462,-4612,-2142,0,3,110,13,-117,-12
22187,12,0,-1207,-1216,-1053,472,-1052,407,107,165,-206,-13,369,1000,3836,1486,-3545,-1857,673,227,-28,4666,1338,-4398,-1978,0,3,87,16,-97,-17
22217,12,0,-1135,-1144,-968,489,-1002,414,310,129,-32,-35,322,1000,3580,1289,-3450,-1561,651,213,-29,4423,1214,-4178,-1825,0,3,84,25,-89,-23
22247,12,0,-1064,-1074,-961,361,-970,423,8,-96,145,17,-21,1000,3371,1389,-3059,-1956,624,208,87,4179,1113,-3951,-1688,0,3,81,-17,-97,11
22277,12,0,-988,-997,-874,430,-869,419,222,292,-124,46,-524,1000,3195,816,-3076,-1783,607,187,59,3931,967,-3735,-1517,0,3,66,-3,-79,-1
22307,12,0,-910,-922,-893,400,-861,417,102,224,-68,16,-194,1000,3205,1090,-3041,-1741,581,169,64,3672,846,-3501,-1364,0,3,41,-28,-54,29
22337,12,0,-835,-844,-735,388,-777,392,418,202,189,19,548,1000,2937,914,-2457,-1161,554,157,31,3406,724,-3258,-1207,0,3,50,1,-53,2
22367,12,0,-703,-743,-663,422,-726,413,435,56,277,12,96,1000,2691,583,-2481,-983,501,150,89,3026,606,-2897,-1032,0,3,-43,-4,40,21
22397,12,0,-584,-639,-632,331,-637,387,209,85,242,28,-369,1000,2371,587,-2251,-1207,441,123,164,2621,497,-2517,-871,0,3,-64,-28,51,40
22427,12,0,-483,-535,-499,353,-503,351,256,302,24,-64,178,1000,1951,552,-2121,-502,382,96,15,2216,385,-2138,-707,0,3,-77,0,79,23
22458,12,64,-393,-433,-449,294,-440,300,296,340,-88,-20,-51,1000,1762,431,-1791,-605,318,69,112,1810,287,-1755,-556,0,3,-94,-19,90,39
22488,12,0,-316,-333,-399,238,-376,267,191,236,77,-11,-208,1000,1491,378,-1565,-643,255,40,81,1410,194,-1380,-412,0,3,-91,-19,90,39
22518,12,0,-252,-260,-328,230,-306,233,154,260,-49,-2,-41,1000,1337,240,-1317,-448,208,14,58,1113,127,-1101,-310,0,3,-60,-15,62,12
22548,12,0,-198,-203,-254,147,-248,182,290,238,174,-23,-416,1000,817,200,-1114,-471,168,10,-20,879,84,-873,-230,0,3,-35,-30,39,13
22578,12,0,-153,-156,-235,165,-214,157,134,264,-134,-1,-186,1000,897,111,-1005,-383,137,19,-45,696,49,-689,-160,0,3,-34,-30,44,19
22608,12,0,-113,-115,-183,146,-196,142,272,120,131,4,-70,1000,764,52,-791,-256,107,31,-30,528,25,-517,-100,0,3,-27,-31,39,29
22638,12,0,-83,-84,-144,130,-150,130,183,85,82,7,-63,1000,641,-7,-653,-183,81,39,-22,396,17,-381,-65,0,3,-22,-25,36,30
22668,12,0,-60,-60,-116,118,-115,109,76,74,-39,3,-50,1000,541,-22,-554,-105,58,45,14,288,18,-269,-44,0,3,-18,-19,31,27
22698,12,0,-43,-43,-80,89,-83,92,85,87,0,1,33,1000,419,1,-374,-25,39,29,68,200,15,-187,-35,0,3,0,-10,13,13
22728,12,0,-30,-29,-55,69,-57,73,84,93,0,-2,-4,1000,311,6,-266,18,24,0,134,128,12,-128,-34,0,3,-17,-20,14,12
22758,12,0,-20,-20,-42,50,-39,54,71,72,0,1,3,1000,241,7,-187,7,13,-44,109,70,6,-90,-42,0,3,-34,-21,24,11
22789,12,0,-15,-15,-24,35,-21,32,31,62,0,-2,40,1000,139,-9,-136,14,6,-56,-2,38,7,-63,-43,0,3,-8,-25,-2,12
22819,12,0,-13,-13,-6,5,-2,8,33,56,0,0,-15,1000,21,-7,-33,-17,2,-52,-16,26,12,-48,-44,0,3,-7,-24,-3,12
22849,12,0,-13,-13,4,-2,5,-4,13,26,0,-2,-26,1000,-33,-9,1,2,3,-49,-16,28,11,-49,-42,0,3,-4,-24,-6,12
22879,12,0,-14,-14,6,-7,8,-7,-17,9,0,-2,-4,1000,-38,7,26,8,4,-47,1,34,11,-54,-42,0,3,-2,-25,-8,11
22909,13,64,2499,18,19,-8,8,-2,72,-5,78,1,-20,1000,-69,-33,63,29,8,-128,4,-67,-95,-7,34,0,3,-205,-209,119,173
22939,13,64,2499,139,153,-24,119,0,361,308,53,-45,-320,1000,-760,-387,113,274,7,-698,-461,-540,-520,135,219,0,3,-261,-266,100,177
22969,13,64,2499,258,297,-105,254,-21,456,315,136,-102,-1625,1000,-1877,-842,52,183,8,-1593,-954,-1089,-1028,192,324,0,3,-262,-282,67,158
22999,13,64,2493,378,394,6,359,-1,325,308,34,-72,-962,1000,-1962,-1513,-9,498,14,-2493,-2018,-1630,-1549,235,438,0,3,-289,-305,79,169
23029,13,64,2470,497,466,104,434,77,387,233,190,7,-1039,1000,-2043,-2351,-112,471,29,-3394,-2901,-2151,-2091,255,567,0,3,-309,-335,76,177
23059,13,196,2419,614,568,73,490,111,492,67,457,-42,-1714,1000,-2799,-2703,-233,489,58,-4294,-3467,-2640,-2658,237,714,0,3,-294,-347,23,165
23090,13,64,2330,725,630,194,577,187,378,191,279,27,-2039,1000,-2818,-3539,-433,508,103,-5195,-4069,-3082,-3251,168,879,0,3,-304,-377,-2,157
23120,13,64,2185,827,648,206,627,257,334,276,70,-74,-1643,1000,-3171,-3466,-779,685,166,-6095,-4902,-3463,-3866,32,1053,0,3,-289,-375,-55,148
23150,13,64,1951,912,663,267,643,345,163,320,-357,-74,-1896,1000,-3452,-4000,-1242,491,250,-6996,-6069,-3761,-4490,-189,1221,0,3,-281,-394,-96,150
23180,13,64,1595,972,649,366,618,400,26,94,245,13,-1325,1000,-3197,-4581,-1453,289,354,-7896,-7290,-3951,-5100,-517,1357,0,3,-260,-415,-119,151
23210,13,197,1087,997,650,492,622,506,-292,239,416,-173,-1041,1000,-3618,-4677,-2468,677,471,-8764,-8608,-4013,-5652,-951,1432,0,3,-234,-418,-163,164
23240,13,132,431,982,570,747,501,631,-15,54,909,-94,-318,1000,-2754,-5294,-3074,764,589,-8739,-9373,-3739,-5890,-1259,1625,0,3,-86,-403,-176,244
23270,13,133,-299,930,509,955,352,754,91,-51,870,-183,894,1000,-2080,-5126,-3628,1486,697,-8126,-9391,-3237,-5867,-1483,1841,0,3,-20,-305,-164,209
23300,13,132,-993,848,297,999,210,857,-459,243,940,-96,911,1000,-1135,-4846,-3925,901,784,-7430,-9026,-2673,-5707,-1707,1959,0,3,7,-252,-156,186
23330,13,128,-1575,746,128,934,1,902,-110,101,334,-86,348,1000,-758,-4300,-4121,315,848,-6693,-8382,-2091,-5432,-1912,1987,0,3,32,-211,-155,165
23360,13,196,-2026,633,-46,776,-187,876,-755,53,549,-53,768,1000,-292,-3377,-3861,-316,885,-5914,-7925,-1513,-5059,-2074,1944,0,3,7,-200,-131,137
23390,13,196,-2313,514,-198,741,-312,810,-542,292,829,-44,310,1000,181,-2853,-4011,-714,899,-5082,-7048,-955,-4601,-2178,1851,0,3,40,-164,-118,124
23421,13,128,-2461,394,-221,716,-462,719,126,90,-84,-89,665,1000,382,-2348,-3837,-446,890,-4195,-6276,-424,-4076,-2217,1730,0,3,75,-79,-107,115
23451,13,132,-2499,278,-334,634,-539,637,-407,-47,457,-71,748,1000,801,-1702,-3632,-722,861,-3295,-5438,64,-3509,-2199,1582,0,3,137,-46,-84,105
23481,13,132,-2460,166,-402,545,-617,546,-421,16,623,-52,938,1000,1207,-1032,-3188,-766,816,-2395,-4232,506,-2916,-2129,1418,0,3,165,-20,-73,86
23511,13,132,-2389,61,-513,413,-637,494,-255,95,490,10,121,1000,1546,-461,-2828,-1304,758,-1494,-2800,908,-2307,-2016,1245,0,3,155,-12,-67,74
23541,13,128,-2322,-38,-524,393,-649,456,-110,142,276,-14,138,1000,1803,-6,-2549,-1000,692,-593,-1539,1280,-1690,-1871,1070,0,3,154,19,-60,46
23571,13,0,-2278,-134,-481,297,-608,412,241,-59,12,-26,-385,1000,1639,309,-2093,-880,620,306,-374,1631,-1069,-1704,895,0,3,172,48,-68,22
23601,13,0,-2261,-229,-579,332,-586,389,-157,-166,236,9,142,1000,2403,723,-1960,-803,546,1209,515,1973,-444,-1526,720,0,3,172,79,-42,18
23631,13,0,-2273,-323,-594,356,-543,356,-198,123,212,-5,583,1000,2742,1021,-1806,-483,472,2003,1208,2287,149,-1375,520,0,3,169,192,-49,-15
23661,13,128,-2314,-419,-659,232,-603,375,-114,-193,-157,-71,494,1000,2728,1819,-1641,-567,400,1815,2051,2366,499,-1480,73,0,3,106,131,-151,-143
23691,13,128,-2357,-519,-719,200,-588,378,-238,-195,91,-19,-393,1000,2651,1620,-1869,-1192,333,1236,1783,2366,746,-1702,-471,0,3,106,133,-182,-251
23721,13,132,-2376,-622,-816,112,-645,272,-609,43,695,118,-1430,1000,2539,1206,-2057,-2426,271,732,791,2400,1009,-1922,-996,0,3,134,157,-178,-245
23752,13,128,-2376,-725,-769,107,-755,246,382,-359,-693,-29,-159,1000,2197,1583,-2185,-1877,210,501,-27,2507,1340,-2079,-1453,0,3,187,226,-158,-247
23782,13,128,-2365,-827,-914,68,-795,166,-376,-297,171,-85,-41,1000,2408,2167,-2567,-2223,147,531,-112,2675,1736,-2166,-1845,0,3,185,241,-147,-253
23812,13,0,-2335,-929,-866,179,-848,130,20,38,-291,60,-737,1000,2668,1299,-2485,-2318,83,559,60,2835,2134,-2246,-2238,0,3,187,287,-145,-301
23842,13,0,-2299,-1029,-1020,17,-982,43,-469,-390,75,-78,607,1000,2834,2740,-2458,-2400,16,524,125,2973,2517,-2334,-2647,0,3,190,284,-151,-301
23872,13,0,-2262,-1128,-1060,11,-1040,0,-128,-199,-105,4,112,1000,3033,2566,-2410,-2776,-51,453,310,3096,2893,-2425,-3065,0,3,185,301,-160,-336
23902,13,132,-2225,-1226,-1208,-101,-1096,-44,-479,-84,460,44,-398,1000,3220,2998,-2478,-3568,-120,348,479,3207,3261,-2521,-3491,0,3,178,296,-168,-347
23932,13,132,-2183,-1324,-1316,-215,-1199,-115,-682,-198,612,-38,34,1000,3160,3764,-2634,-3866,-189,233,197,3313,3628,-2617,-3922,0,3,187,307,-169,-350
23962,13,0,-2130,-1421,-1370,-243,-1278,-190,-265,-73,167,-7,332,1000,3354,3914,-2580,-4099,-260,194,40,3431,4013,-2687,-4330,0,3,194,335,-160,-366
23992,13,129,-2067,-1515,-1499,-462,-1392,-240,-285,-212,367,-222,2034,1000,3167,5606,-2563,-4073,-335,237,-309,3555,4421,-2721,-4719,0,3,211,345,-148,-346
24022,13,64,-2001,-1604,-1453,-388,-1442,-328,17,-148,-34,-93,89,1000,3062,4610,-2705,-4473,-415,271,58,3653,4829,-2733,-5108,0,3,191,371,-145,-394
24053,13,64,-1937,-1687,-1570,-387,-1539,-397,-373,-188,65,-39,351,1000,3586,4837,-2759,-4820,-502,229,146,3706,5219,-2737,-5511,0,3,163,378,-122,-405
24083,13,64,-1868,-1762,-1620,-484,-1602,-473,-68,-104,-1,-11,124,1000,3548,5062,-2633,-5253,-596,159,168,3711,5599,-2707,-5911,0,3,137,389,-99,-419
24113,13,128,-1789,-1798,-1623,-637,-1692,-534,653,-225,-460,-106,1735,1000,3352,5958,-2223,-5061,-707,180,-277,3602,5950,-2525,-6216,0,3,15,326,45,-303
24143,13,132,-1715,-1729,-1412,-503,-1667,-597,529,33,652,-3,428,1000,2978,4620,-2060,-4721,-719,220,-60,3400,5827,-2324,-6042,0,3,84,97,-78,-113
24173,13,128,-1645,-1653,-1292,-386,-1620,-575,312,110,187,42,-185,1000,2823,3795,-2090,-4416,-702,236,-46,3231,5611,-2183,-5798,0,3,61,162,-39,-168
24203,13,128,-1575,-1584,-1322,-441,-1566,-580,-189,325,-573,43,-118,1000,2824,4016,-2002,-4580,-687,242,-17,3070,5415,-2051,-5580,0,3,51,130,-37,-138
24233,13,133,-1491,-1502,-866,-866,-1586,-613,3787,63,4286,-335,-4106,1000,-1051,3868,-1876,-4351,-693,251,-74,2839,5240,-1843,-5367,0,3,80,127,-60,-132
24263,13,128,-1429,-1439,-1214,-313,-1552,-594,-407,-33,-319,8,771,1000,2909,3752,-1931,-3762,-660,280,-82,2736,5018,-1764,-5121,0,3,15,137,9,-127
24293,13,0,-1357,-1365,-1088,-449,-1502,-572,293,131,-16,-24,-445,1000,1968,3591,-1659,-3870,-652,306,75,2557,4832,-1604,-4899,0,3,46,108,-34,-114
24323,13,0,-1287,-1296,-1104,-391,-1269,-487,112,-3,92,13,54,1000,2308,3505,-1634,-3782,-630,297,-6,2408,4616,-1494,-4671,0,3,22,106,-5,-102
24353,13,0,-1216,-1225,-1072,-367,-1117,-465,-38,80,8,36,-243,1000,2247,3246,-1629,-3766,-608,282,13,2252,4393,-1382,-4439,0,3,20,91,-6,-88
24384,13,0,-1141,-1150,-1022,-391,-1021,-392,-24,248,-280,24,-54,1000,2087,3266,-1433,-3598,-591,279,27,2080,4177,-1247,-4204,0,3,17,81,-1,-74
24414,13,0,-1063,-1073,-965,-356,-986,-364,291,106,172,28,177,1000,2051,3079,-1332,-3345,-574,285,-41,1905,3956,-1105,-3959,0,3,1,82,22,-62
24444,13,0,-989,-998,-862,-325,-905,-380,113,246,-131,-19,538,1000,1828,2988,-1175,-2799,-557,269,13,1727,3733,-972,-3724,0,3,1,85,17,-72
24474,13,0,-917,-927,-797,-339,-846,-387,304,16,376,57,-48,1000,1650,2537,-941,-2951,-532,249,40,1576,3502,-868,-3486,0,3,4,68,14,-53
24504,13,0,-831,-851,-826,-334,-756,-357,-267,298,-466,43,257,1000,1790,2709,-971,-2909,-505,216,62,1414,3252,-763,-3237,0,3,-30,-5,34,21
24534,13,0,-698,-742,-656,-343,-695,-353,445,411,2,-76,77,1000,1004,2581,-895,-2253,-457,192,53,1200,2876,-623,-2853,0,3,-30,-33,30,48
24564,13,0,-586,-636,-616,-286,-618,-334,122,178,94,20,-47,1000,1187,2085,-719,-2266,-400,172,80,1016,2487,-514,-2461,0,3,-36,-58,27,66
24594,13,128,-490,-528,-477,-138,-494,-312,241,326,132,-57,633,1000,1046,1725,-809,-1313,-347,160,-107,818,2106,-386,-2068,0,3,-58,-41,66,69
24624,13,0,-404,-422,-428,-215,-411,-251,269,375,-23,0,309,1000,813,1577,-444,-1521,-300,182,-77,624,1749,-241,-1682,0,3,-35,-54,40,76
24654,13,0,-331,-341,-355,-179,-344,-218,355,360,118,-7,390,1000,705,1373,-341,-1207,-258,195,-20,488,1463,-147,-1378,0,3,-24,-27,43,49
24684,13,0,-269,-276,-330,-204,-316,-187,126,114,-45,12,119,1000,579,1275,-221,-1275,-224,195,56,376,1229,-75,-1135,0,3,-12,-36,38,51
24715,13,0,-218,-223,-282,-189,-256,-170,78,189,-102,2,203,1000,524,1220,-102,-1028,-186,141,241,287,1001,-50,-931,0,3,-10,-37,25,34
24745,13,0,-174,-177,-233,-159,-214,-148,65,230,-180,1,45,1000,415,999,-94,-870,-153,61,262,205,794,-40,-761,0,3,-8,-30,18,18
24775,13,0,-135,-137,-187,-125,-198,-124,217,99,98,7,49,1000,338,769,-79,-717,-125,0,150,134,619,-27,-615,0,3,-21,-21,23,14
24805,13,0,-104,-105,-150,-121,-161,-117,167,50,99,-9,141,1000,228,733,-19,-554,-100,-41,136,84,476,-20,-491,0,3,-32,-18,20,6
24835,13,0,-85,-85,-119,-94,-104,-84,-95,108,-270,-7,117,1000,179,573,-29,-442,-85,-78,78,50,382,-19,-416,0,3,-34,-3,17,-8
24865,13,0,-65,-65,-99,-88,-84,-78,38,133,0,3,59,1000,114,440,-13,-444,-67,-88,-41,27,291,-17,-329,0,3,-29,-2,14,-3
24895,13,0,-50,-50,-57,-66,-63,-65,135,79,0,16,15,1000,48,234,45,-334,-53,-69,-79,18,227,-10,-257,0,3,-28,1,14,-6
24925,13,0,-39,-39,-53,-61,-50,-61,64,47,0,1,-2,1000,4,238,-4,-291,-40,-39,-105,20,180,-7,-196,0,3,-19,25,18,-26
24955,13,0,-32,-32,-30,-39,-32,-38,54,53,0,-1,47,1000,-14,146,-4,-178,-31,-6,-132,25,148,-2,-149,0,3,-5,22,11,-17
24985,13,0,-28,-27,-24,-21,-17,-21,-30,38,0,-8,21,1000,-14,110,-48,-111,-25,29,-105,34,132,2,-116,0,3,-9,7,15,2
25016,13,0,-27,-27,-7,6,-3,-6,-13,36,0,-1,-10,1000,39,18,-26,8,-22,29,56,39,122,-4,-108,0,3,-15,24,16,-24
25046,13,0,-26,-26,6,2,-1,0,60,3,0,-2,29,1000,11,11,29,52,-22,5,76,30,114,-8,-111,0,3,-18,21,11,-29
25076,13,0,-27,-27,13,8,-2,1,98,-18,0,6,36,1000,-3,-62,33,44,-22,0,-17,31,115,-11,-115,0,3,-13,27,14,-28
# end
