# rx_stall wheel=2 t=40492 SR=0x0014 CR3=0x00C1 NDTR=76 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=41100 SR=0x00D4 CR3=0x0041 NDTR=137 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=45199 SR=0x00D4 CR3=0x0041 NDTR=69 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=2 t=48725 SR=0x0014 CR3=0x00C1 NDTR=656 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=48898 SR=0x00D4 CR3=0x0041 NDTR=412 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=50093 SR=0x00D4 CR3=0x0041 NDTR=694 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=50513 SR=0x00D4 CR3=0x0041 NDTR=858 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=51498 SR=0x00D4 CR3=0x0041 NDTR=324 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=55641 SR=0x00D4 CR3=0x0041 NDTR=996 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=56035 SR=0x00D4 CR3=0x0041 NDTR=631 EN=1 RxState=0# rx_stall wheel=3 t=50545 SR=0x00D4 CR3=0x0041 NDTR=794 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=51651 SR=0x00D4 CR3=0x0041 NDTR=804 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=52209 SR=0x00D4 CR3=0x0041 NDTR=807 EN=1 RxState=0x22 Err=0x00
Robot Initialize Start
IMU Calibration loaded from flash  GyroBias[dps] X:+0.495 Y:-0.976 Z:-0.551
                      AccelBias[g]  X:-0.0147 Y:-0.0112
Robot Initialize Finish
Rock SPI stall detected (no master clock for 750ms), re-arming
# rx_stall wheel=0 t=1247 SR=0x00D4 CR3=0x0041 NDTR=488 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=2 t=1358 SR=0x0014 CR3=0x00C1 NDTR=779 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=2265 SR=0x00D4 CR3=0x0041 NDTR=820 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=2520 SR=0x00D4 CR3=0x0041 NDTR=697 EN=1 RxState=0x22 Err=0x00
t_ms,seg,t0_x100,t1_x100,t2_x100,t3_x100,w0_x100,w1_x100,w2_x100,w3_x100,v0_x100,v1_x100,v2_x100,v3_x100,s,rx
0,0,10,-11,-6,16,12,-11,-6,14,0,0,0,0,0000,4
10,0,-48,-62,38,68,11,-11,-1,2,-1,-2,1,2,1101,4
20,0,-163,-160,137,182,-28,-38,-18,2,-5,-5,4,6,1111,4
30,0,-354,-325,302,372,26,0,-14,-8,-11,-11,10,12,1111,4
40,0,-595,-532,510,612,-70,-8,68,44,-20,-18,17,20,1111,4
50,0,-899,-793,773,916,-56,-41,72,130,-30,-27,26,30,1111,4
60,0,-1312,-1148,1130,1327,-150,-126,186,204,-44,-39,38,44,1111,4
70,0,-1768,-1540,1524,1781,-375,-205,340,448,-59,-53,51,58,1111,4
80,0,-2258,-1962,1947,2270,-720,-475,716,755,-76,-68,64,73,1111,4
90,0,-2749,-2383,2371,2759,-1150,-857,1045,1121,-93,-83,78,87,1111,4
100,0,-3246,-2810,2801,3254,-1508,-1233,1444,1567,-111,-98,92,102,1111,4
110,0,-3702,-3202,3194,3708,-1893,-1595,1777,1950,-127,-112,104,116,1111,4
120,0,-4190,-3622,3616,4195,-2367,-1984,2381,2453,-144,-127,117,131,1111,4
130,0,-4606,-3979,3975,4609,-2822,-2325,2816,3017,-159,-140,127,144,1111,4
140,0,-4918,-4248,4245,4920,-3373,-2782,3133,3400,-170,-150,135,153,1111,4
150,0,-5195,-4486,4484,5196,-3855,-3173,3398,3962,-180,-158,142,162,1111,4
160,0,-5399,-4661,4661,5400,-4298,-3580,3704,4360,-187,-165,147,168,1111,4
170,0,-5461,-4714,4714,5461,-4659,-3975,3839,4794,-190,-167,149,170,1111,4
180,0,-5461,-4714,4714,5461,-5073,-4221,3677,5116,-190,-167,149,170,1111,4
190,0,-5461,-4714,4714,5461,-5437,-4426,4105,5378,-190,-167,149,170,1111,4
200,0,-5461,-4714,4714,5461,-5703,-4676,4437,5537,-190,-167,149,170,1111,4
210,0,-5461,-4714,4714,5461,-5368,-4741,4644,5248,-190,-167,149,170,1111,4
220,0,-5461,-4714,4714,5461,-5535,-4851,4781,5328,-190,-167,149,170,1111,4
230,0,-5461,-4714,4714,5461,-5398,-4962,4807,5339,-190,-167,149,170,1111,4
240,0,-5461,-4714,4714,5461,-5237,-5056,4737,5328,-190,-167,149,170,1111,4
250,0,-5461,-4714,4714,5461,-5250,-4662,4807,5312,-190,-167,149,170,1111,4
260,0,-5461,-4714,4714,5461,-5312,-4678,4811,5408,-190,-167,149,170,1111,4
270,0,-5461,-4714,4714,5461,-5333,-4603,4794,5512,-190,-167,149,170,1111,4
280,0,-5461,-4714,4714,5461,-5371,-4850,4886,5511,-190,-167,149,170,1111,4
290,0,-5461,-4714,4714,5461,-5471,-4440,4861,5653,-190,-167,149,170,1111,4
300,0,-5461,-4714,4714,5461,-5442,-4687,4690,5648,-190,-167,149,170,1111,4
310,0,-5461,-4714,4714,5461,-5816,-4695,4300,5694,-190,-167,149,170,1111,4
320,0,-5461,-4714,4714,5461,-5632,-4696,4258,5775,-190,-167,149,170,1111,4
330,0,-5461,-4714,4714,5461,-5510,-4740,4632,5246,-190,-167,149,170,1111,4
340,0,-5461,-4714,4714,5461,-5633,-4823,4667,5296,-190,-167,149,170,1111,4
350,0,-5461,-4714,4714,5461,-5356,-4862,4803,5298,-190,-167,149,170,1111,4
360,0,-5461,-4714,4714,5461,-5260,-4916,4870,5307,-190,-167,149,170,1111,4
370,0,-5461,-4714,4714,5461,-5221,-4993,4844,5350,-190,-167,149,170,1111,4
380,0,-5461,-4714,4714,5461,-5249,-4825,4752,5496,-190,-167,149,170,1111,4
390,0,-5461,-4714,4714,5461,-5226,-4795,4769,5569,-190,-167,149,170,1111,4
400,0,-5461,-4714,4714,5461,-5351,-4619,4773,5633,-190,-167,149,170,1111,4
410,0,-5461,-4714,4714,5461,-5612,-4592,4853,5611,-190,-167,149,170,1111,4
420,0,-5461,-4714,4714,5461,-5700,-4545,4799,5696,-190,-167,149,170,1111,4
430,0,-5461,-4714,4714,5461,-5781,-4492,4791,5734,-190,-167,149,170,1111,4
440,0,-5461,-4714,4714,5461,-5612,-4481,4623,5552,-190,-167,149,170,1111,4
450,0,-5461,-4714,4714,5461,-5528,-4675,4260,5327,-190,-167,149,170,1111,4
460,0,-5461,-4714,4714,5461,-5398,-4962,4333,5328,-190,-167,149,170,1111,4
470,0,-5461,-4714,4714,5461,-5233,-4760,4587,5274,-190,-167,149,170,1111,4
480,0,-5461,-4714,4714,5461,-5302,-4785,4710,5356,-190,-167,149,170,1111,4
490,0,-5461,-4714,4714,5461,-5275,-4911,4887,5434,-190,-167,149,170,1111,4
500,0,-5461,-4714,4714,5461,-5344,-4908,4793,5573,-190,-167,149,170,1111,4
510,0,-5461,-4714,4714,5461,-5362,-4982,4726,5564,-190,-167,149,170,1111,4
520,0,-5461,-4714,4714,5461,-5459,-4719,4787,5637,-190,-167,149,170,1111,4
530,0,-5461,-4714,4714,5461,-5586,-4657,4805,5623,-190,-167,149,170,1111,4
540,0,-5461,-4714,4714,5461,-5792,-4537,4860,5794,-190,-167,149,170,1111,4
550,0,-5461,-4714,4714,5461,-5503,-4543,4960,5731,-190,-167,149,170,1111,4
560,0,-5461,-4714,4714,5461,-5632,-4675,4795,5261,-190,-167,149,170,1111,4
570,0,-5461,-4714,4714,5461,-5544,-4576,4655,5346,-190,-167,149,170,1111,4
580,0,-5461,-4714,4714,5461,-5394,-4693,4294,5296,-190,-167,149,170,1111,4
590,0,-5461,-4714,4714,5461,-5299,-4678,4291,5405,-190,-167,149,170,1111,4
600,0,-5461,-4714,4714,5461,-5249,-4850,4508,5390,-190,-167,149,170,1111,4
610,0,-5461,-4714,4714,5461,-5232,-4912,4686,5416,-190,-167,149,170,1111,4
620,0,-5461,-4714,4714,5461,-5317,-4886,4799,5566,-190,-167,149,170,1111,4
630,0,-5461,-4714,4714,5461,-5444,-4989,4858,5619,-190,-167,149,170,1111,4
640,0,-5461,-4714,4714,5461,-5514,-5160,4792,5655,-190,-167,149,170,1111,4
650,0,-5461,-4714,4714,5461,-5662,-4684,4770,5624,-190,-167,149,170,1111,4
660,0,-5461,-4714,4714,5461,-5787,-4656,4719,5744,-190,-167,149,170,1111,4
670,0,-5461,-4714,4714,5461,-5503,-4603,4928,5383,-190,-167,149,170,1111,4
680,0,-5461,-4714,4714,5461,-5524,-4528,5016,5319,-190,-167,149,170,1111,4
690,0,-5461,-4714,4714,5461,-5567,-4545,4855,5359,-190,-167,149,170,1111,4
700,0,-5461,-4714,4714,5461,-5289,-4556,4711,5296,-190,-167,149,170,1111,4
710,0,-5461,-4714,4714,5461,-5390,-4596,4603,5361,-190,-167,149,170,1111,4
720,0,-5461,-4714,4714,5461,-5132,-4737,4169,5398,-190,-167,149,170,1111,4
730,0,-5461,-4714,4714,5461,-5281,-4846,4443,5469,-190,-167,149,170,1111,4
740,0,-5461,-4714,4714,5461,-5394,-4971,4612,5601,-190,-167,149,170,1111,4
750,0,-5461,-4714,4714,5461,-5465,-4867,4859,5634,-190,-167,149,170,1111,4
760,0,-5461,-4714,4714,5461,-5526,-4862,4703,5669,-190,-167,149,170,1111,4
770,0,-5461,-4714,4714,5461,-5746,-5015,4831,5699,-190,-167,149,170,1111,4
780,0,-5461,-4714,4714,5461,-5848,-4753,4803,5599,-190,-167,149,170,1111,4
790,0,-5461,-4714,4714,5461,-5594,-4953,4707,5262,-190,-167,149,170,1111,4
800,0,-5461,-4714,4714,5461,-5771,-4469,4746,5311,-190,-167,149,170,1111,4
810,0,-5461,-4714,4714,5461,-5496,-4455,4870,5325,-190,-167,149,170,1111,4
820,0,-5461,-4714,4714,5461,-5236,-4502,5032,5380,-190,-167,149,170,1111,4
830,0,-5461,-4714,4714,5461,-5265,-4553,4826,5366,-190,-167,149,170,1111,4
840,0,-5461,-4714,4714,5461,-5403,-4598,4671,5436,-190,-167,149,170,1111,4
850,0,-5461,-4714,4714,5461,-5321,-4719,4327,5583,-190,-167,149,170,1111,4
860,0,-5461,-4714,4714,5461,-5423,-4773,4251,5646,-190,-167,149,170,1111,4
870,0,-5461,-4714,4714,5461,-5505,-4862,4484,5552,-190,-167,149,170,1111,4
880,0,-5461,-4714,4714,5461,-5644,-4769,4694,5701,-190,-167,149,170,1111,4
890,0,-5461,-4714,4714,5461,-5853,-4803,4866,5706,-190,-167,149,170,1111,4
900,0,-5461,-4714,4714,5461,-5507,-4987,4893,5401,-190,-167,149,170,1111,4
910,0,-5461,-4714,4714,5461,-5739,-5031,4819,5282,-190,-167,149,170,1111,4
920,0,-5461,-4714,4714,5461,-5268,-4671,4758,5391,-190,-167,149,170,1111,4
930,0,-5461,-4714,4714,5461,-5367,-4665,4736,5269,-190,-167,149,170,1111,4
940,0,-5461,-4714,4714,5461,-5194,-4518,4865,5344,-190,-167,149,170,1111,4
950,0,-5461,-4714,4714,5461,-5351,-4477,4928,5402,-190,-167,149,170,1111,4
960,0,-5461,-4714,4714,5461,-5350,-4565,4871,5460,-190,-167,149,170,1111,4
970,0,-5461,-4714,4714,5461,-5355,-4634,4776,5605,-190,-167,149,170,1111,4
980,0,-5461,-4714,4714,5461,-5477,-4728,4483,5634,-190,-167,149,170,1111,4
990,0,-5461,-4714,4714,5461,-5576,-4749,4243,5652,-190,-167,149,170,1111,4
1000,0,-5461,-4714,4714,5461,-5683,-4802,4437,5599,-190,-167,149,170,1111,4
1010,0,-5461,-4714,4714,5461,-5851,-4856,4641,5309,-190,-167,149,170,1111,4
1020,0,-5461,-4714,4714,5461,-5751,-4907,4695,4857,-190,-167,149,170,1111,4
1030,0,-5461,-4714,4714,5461,-5623,-5060,4941,5008,-190,-167,149,170,1111,4
1040,0,-5461,-4714,4714,5461,-5468,-4981,4871,5144,-190,-167,149,170,1111,4
1050,0,-5461,-4714,4714,5461,-5144,-4621,4758,5169,-190,-167,149,170,1111,4
1060,0,-5461,-4714,4714,5461,-5161,-4641,4737,5271,-190,-167,149,170,1111,4
1070,0,-5461,-4714,4714,5461,-5159,-4519,4745,5396,-190,-167,149,170,1111,4
1080,0,-5461,-4714,4714,5461,-5315,-4556,4870,5581,-190,-167,149,170,1111,4
1090,0,-5461,-4714,4714,5461,-5394,-4571,4885,5578,-190,-167,149,170,1111,4
1100,0,-5461,-4714,4714,5461,-5439,-4656,4748,5651,-190,-167,149,170,1111,4
1110,0,-5461,-4714,4714,5461,-5596,-4676,4637,5619,-190,-167,149,170,1111,4
1120,0,-5461,-4714,4714,5461,-5801,-4780,4239,5676,-190,-167,149,170,1111,4
1130,0,-5461,-4714,4714,5461,-5671,-4661,4326,5789,-190,-167,149,170,1111,4
1140,0,-5461,-4714,4714,5461,-5627,-4827,4526,5253,-190,-167,149,170,1111,4
1150,0,-5461,-4714,4714,5461,-5487,-4865,4695,5357,-190,-167,149,170,1111,4
1160,0,-5461,-4714,4714,5461,-5436,-5083,4821,5352,-190,-167,149,170,1111,4
1170,0,-5461,-4714,4714,5461,-5259,-4941,4794,5366,-190,-167,149,170,1111,4
1180,0,-5461,-4714,4714,5461,-5233,-4723,4780,5358,-190,-167,149,170,1111,4
1190,0,-5461,-4714,4714,5461,-5178,-4649,4821,5474,-190,-167,149,170,1111,4
1200,0,-5461,-4714,4714,5461,-5318,-4723,4786,5564,-190,-167,149,170,1111,4
1210,0,-5461,-4714,4714,5461,-5444,-4498,4861,5524,-190,-167,149,170,1111,4
1220,0,-5461,-4714,4714,5461,-5542,-4568,4912,5761,-190,-167,149,170,1111,4
1230,0,-5461,-4714,4714,5461,-5621,-4646,4776,5703,-190,-167,149,170,1111,4
1240,0,-5461,-4714,4714,5461,-5746,-4683,4684,5761,-190,-167,149,170,1111,4
1250,0,-5461,-4714,4714,5461,-5408,-4621,4632,5381,-190,-167,149,170,1111,4
1260,0,-5461,-4714,4714,5461,-5608,-4675,4140,5258,-190,-167,149,170,1111,4
1270,0,-5461,-4714,4714,5461,-5466,-4758,4319,5353,-190,-167,149,170,1111,4
1280,0,-5461,-4714,4714,5461,-5282,-5178,4705,5346,-190,-167,149,170,1111,4
1290,0,-5461,-4714,4714,5461,-5184,-4786,4870,5362,-190,-167,149,170,1111,4
1300,0,-5461,-4714,4714,5461,-5281,-4865,4837,5392,-190,-167,149,170,1111,4
1310,0,-5461,-4714,4714,5461,-5318,-4850,4839,5528,-190,-167,149,170,1111,4
1320,0,-5461,-4714,4714,5461,-5401,-4655,4712,5578,-190,-167,149,170,1111,4
1330,0,-5461,-4714,4714,5461,-5480,-4692,4751,5668,-190,-167,149,170,1111,4
1340,0,-5461,-4714,4714,5461,-5506,-4589,4828,5678,-190,-167,149,170,1111,4
1350,0,-5461,-4714,4714,5461,-5742,-4778,4907,5748,-190,-167,149,170,1111,4
1360,0,-5461,-4714,4714,5461,-5626,-4427,4851,5712,-190,-167,149,170,1111,4
1370,0,-5461,-4714,4714,5461,-5664,-4637,4790,5251,-190,-167,149,170,1111,4
1380,0,-5461,-4714,4714,5461,-5549,-4589,4615,5266,-190,-167,149,170,1111,4
1390,0,-5461,-4714,4714,5461,-5275,-4698,4195,5265,-190,-167,149,170,1111,4
1400,0,-5461,-4714,4714,5461,-5257,-4848,4333,5318,-190,-167,149,170,1111,4
1410,0,-5461,-4714,4714,5461,-5118,-4821,4596,5398,-190,-167,149,170,1111,4
1420,0,-5461,-4714,4714,5461,-5253,-4867,4773,5484,-190,-167,149,170,1111,4
1430,0,-5461,-4714,4714,5461,-5324,-5045,4836,5524,-190,-167,149,170,1111,4
1440,0,-5461,-4714,4714,5461,-5462,-5066,4796,5668,-190,-167,149,170,1111,4
1450,0,-5461,-4714,4714,5461,-5369,-4671,4808,5685,-190,-167,149,170,1111,4
1460,0,-5461,-4714,4714,5461,-5651,-4596,4741,5712,-190,-167,149,170,1111,4
1470,0,-5461,-4714,4714,5461,-5887,-4534,4793,5730,-190,-167,149,170,1111,4
1480,0,-5461,-4714,4714,5461,-5569,-4521,4860,5428,-190,-167,149,170,1111,4
1490,0,-5461,-4714,4714,5461,-5603,-4527,4877,5308,-190,-167,149,170,1111,4
1500,0,-5461,-4714,4714,5461,-5457,-4665,4839,5296,-190,-167,149,170,1111,4
1510,0,-5461,-4714,4714,5461,-5218,-4642,4703,5298,-190,-167,149,170,1111,4
1520,0,-5461,-4714,4714,5461,-5241,-4687,4415,5393,-190,-167,149,170,1111,4
1530,0,-5461,-4714,4714,5461,-5199,-4827,4224,5412,-190,-167,149,170,1111,4
1540,0,-5461,-4714,4714,5461,-5356,-4787,4520,5537,-190,-167,149,170,1111,4
1550,0,-5461,-4714,4714,5461,-5405,-4899,4640,5524,-190,-167,149,170,1111,4
1560,0,-5461,-4714,4714,5461,-5469,-4970,4828,5612,-190,-167,149,170,1111,4
1570,0,-5461,-4714,4714,5461,-5580,-5105,4895,5684,-190,-167,149,170,1111,4
1580,0,-5461,-4714,4714,5461,-5719,-4749,4700,5718,-190,-167,149,170,1111,4
1590,0,-5461,-4714,4714,5461,-5819,-4720,4871,5696,-190,-167,149,170,1111,4
1600,0,-5461,-4714,4714,5461,-5669,-4505,4691,5362,-190,-167,149,170,1111,4
1610,0,-5461,-4714,4714,5461,-5600,-4550,4796,5334,-190,-167,149,170,1111,4
1620,0,-5461,-4714,4714,5461,-5450,-4542,4889,5343,-190,-167,149,170,1111,4
1630,0,-5461,-4714,4714,5461,-5343,-4624,4853,5328,-190,-167,149,170,1111,4
1640,0,-5461,-4714,4714,5461,-5362,-4619,4789,5434,-190,-167,149,170,1111,4
1650,0,-5461,-4714,4714,5461,-5284,-4718,4621,5502,-190,-167,149,170,1111,4
1660,0,-5461,-4714,4714,5461,-5362,-4990,4182,5487,-190,-167,149,170,1111,4
1670,0,-5461,-4714,4714,5461,-5387,-4791,4393,5612,-190,-167,149,170,1111,4
1680,0,-5461,-4714,4714,5461,-5442,-4880,4787,5712,-190,-167,149,170,1111,4
1690,0,-5461,-4714,4714,5461,-5594,-5045,4769,5651,-190,-167,149,170,1111,4
1700,0,-5461,-4714,4714,5461,-5899,-5101,4749,5723,-190,-167,149,170,1111,4
1710,0,-5461,-4714,4714,5461,-5558,-4793,4785,5409,-190,-167,149,170,1111,4
1720,0,-5461,-4714,4714,5461,-5639,-4616,4765,5303,-190,-167,149,170,1111,4
1730,0,-5461,-4714,4714,5461,-5524,-4614,4727,5328,-190,-167,149,170,1111,4
1740,0,-5461,-4714,4714,5461,-5330,-4569,4792,5321,-190,-167,149,170,1111,4
1750,0,-5461,-4714,4714,5461,-5218,-4527,4857,5371,-190,-167,149,170,1111,4
1760,0,-5461,-4714,4714,5461,-5225,-4627,4895,5474,-190,-167,149,170,1111,4
1770,0,-5461,-4714,4714,5461,-5174,-4674,4798,5514,-190,-167,149,170,1111,4
1781,0,-5461,-4714,4714,5461,-5387,-4627,4687,5589,-190,-167,149,170,1111,4
1791,0,-5461,-4714,4714,5461,-5532,-4806,4293,5633,-190,-167,149,170,1111,4
1801,0,-5461,-4714,4714,5461,-5549,-4926,4210,5737,-190,-167,149,170,1111,4
1811,0,-5461,-4714,4714,5461,-5714,-4866,4471,5774,-190,-167,149,170,1111,4
1821,0,-5461,-4714,4714,5461,-5887,-4968,4774,5427,-190,-167,149,170,1111,4
1831,0,-5461,-4714,4714,5461,-5601,-5034,4792,5210,-190,-167,149,170,1111,4
1841,0,-5461,-4714,4714,5461,-5493,-4945,4696,5251,-190,-167,149,170,1111,4
1851,0,-5461,-4714,4714,5461,-5460,-4721,4712,5306,-190,-167,149,170,1111,4
1861,0,-5461,-4714,4714,5461,-5303,-4496,4796,5293,-190,-167,149,170,1111,4
1871,0,-5461,-4714,4714,5461,-5155,-4568,4770,5353,-190,-167,149,170,1111,4
1881,0,-5461,-4714,4714,5461,-5310,-4369,4798,5494,-190,-167,149,170,1111,4
1891,0,-5461,-4714,4714,5461,-5394,-4570,4843,5534,-190,-167,149,170,1111,4
1901,0,-5461,-4714,4714,5461,-5378,-4645,4871,5546,-190,-167,149,170,1111,4
1911,0,-5461,-4714,4714,5461,-5462,-4696,4794,5681,-190,-167,149,170,1111,4
1921,0,-5461,-4714,4714,5461,-5558,-4721,4550,5712,-190,-167,149,170,1111,4
1931,0,-5461,-4714,4714,5461,-5783,-4816,4185,5760,-190,-167,149,170,1111,4
1941,0,-5461,-4714,4714,5461,-5667,-5025,4346,5189,-190,-167,149,170,1111,4
1951,0,-5461,-4714,4714,5461,-5702,-4784,4611,5242,-190,-167,149,170,1111,4
1961,0,-5461,-4714,4714,5461,-5511,-5027,4793,5340,-190,-167,149,170,1111,4
1971,0,-5461,-4714,4714,5461,-5331,-5168,4800,5308,-190,-167,149,170,1111,4
1981,0,-5461,-4714,4714,5461,-5231,-4660,4874,5344,-190,-167,149,170,1111,4
1991,0,-5461,-4714,4714,5461,-5307,-4705,4721,5450,-190,-167,149,170,1111,4
2001,0,-5461,-4714,4714,5461,-5353,-4628,4721,5498,-190,-167,149,170,1111,4
2011,0,-5461,-4714,4714,5461,-5219,-4541,4816,5550,-190,-167,149,170,1111,4
2021,0,-5461,-4714,4714,5461,-5328,-4546,4921,5653,-190,-167,149,170,1111,4
2031,0,-5461,-4714,4714,5461,-5539,-4598,4927,5690,-190,-167,149,170,1111,4
2041,0,-5461,-4714,4714,5461,-5731,-4657,4821,5791,-190,-167,149,170,1111,4
2051,0,-5461,-4714,4714,5461,-5717,-4746,4683,5715,-190,-167,149,170,1111,4
2061,0,-5461,-4714,4714,5461,-5603,-4802,4261,5244,-190,-167,149,170,1111,4
2071,0,-5461,-4714,4714,5461,-5512,-4805,4196,5282,-190,-167,149,170,1111,4
2081,0,-5461,-4714,4714,5461,-5505,-4712,4441,5349,-190,-167,149,170,1111,4
2091,0,-5461,-4714,4714,5461,-5286,-5053,4667,5301,-190,-167,149,170,1111,4
2101,0,-5461,-4714,4714,5461,-5164,-5176,4780,5359,-190,-167,149,170,1111,4
2111,0,-5461,-4714,4714,5461,-5457,-4801,4876,5473,-190,-167,149,170,1111,4
2121,0,-5461,-4714,4714,5461,-5421,-4633,4814,5616,-190,-167,149,170,1111,4
2131,0,-5461,-4714,4714,5461,-5355,-4649,4739,5614,-190,-167,149,170,1111,4
2141,0,-5461,-4714,4714,5461,-5406,-4481,4757,5664,-190,-167,149,170,1111,4
2151,0,-5461,-4714,4714,5461,-5527,-4360,4811,5703,-190,-167,149,170,1111,4
2161,0,-5461,-4714,4714,5461,-5860,-4521,4926,5741,-190,-167,149,170,1111,4
2171,0,-5461,-4714,4714,5461,-5591,-4539,4955,5262,-190,-167,149,170,1111,4
2181,0,-5461,-4714,4714,5461,-5475,-4758,4823,5390,-190,-167,149,170,1111,4
2191,0,-5461,-4714,4714,5461,-5396,-5053,4496,5344,-190,-167,149,170,1111,4
2201,0,-5461,-4714,4714,5461,-5419,-4711,4140,5215,-190,-167,149,170,1111,4
2211,0,-5461,-4714,4714,5461,-5292,-4831,4364,5411,-190,-167,149,170,1111,4
2221,0,-5461,-4714,4714,5461,-5205,-4912,4698,5498,-190,-167,149,170,1111,4
2231,0,-5461,-4714,4714,5461,-5292,-4951,4741,5506,-190,-167,149,170,1111,4
2241,0,-5461,-4714,4714,5461,-5355,-4996,4815,5603,-190,-167,149,170,1111,4
2251,0,-5461,-4714,4714,5461,-5407,-4732,4821,5623,-190,-167,149,170,1111,4
2261,0,-5461,-4714,4714,5461,-5539,-4584,4712,5677,-190,-167,149,170,1111,4
2271,0,-5461,-4714,4714,5461,-5619,-4517,4811,5801,-190,-167,149,170,1111,4
2281,0,-5461,-4714,4714,5461,-5849,-4542,4878,5794,-190,-167,149,170,1111,4
2291,0,-5461,-4714,4714,5461,-5560,-4499,4884,5316,-190,-167,149,170,1111,4
2301,0,-5461,-4714,4714,5461,-5400,-4631,4886,5378,-190,-167,149,170,1111,4
2311,0,-5461,-4714,4714,5461,-5411,-4627,4793,5253,-190,-167,149,170,1111,4
2321,0,-5461,-4714,4714,5461,-5305,-4703,4544,5257,-190,-167,149,170,1111,4
2331,0,-5461,-4714,4714,5461,-5306,-4852,4156,5384,-190,-167,149,170,1111,4
2341,0,-5461,-4714,4714,5461,-5341,-4808,4337,5512,-190,-167,149,170,1111,4
2351,0,-5461,-4714,4714,5461,-5299,-4933,4517,5567,-190,-167,149,170,1111,4
2361,0,-5461,-4714,4714,5461,-5244,-4953,4711,5666,-190,-167,149,170,1111,4
2371,0,-5461,-4714,4714,5461,-5369,-5037,4737,5628,-190,-167,149,170,1111,4
2381,0,-5461,-4714,4714,5461,-5553,-4646,4845,5671,-190,-167,149,170,1111,4
2391,0,-5461,-4714,4714,5461,-5683,-4848,4735,5760,-190,-167,149,170,1111,4
2401,0,-5461,-4714,4714,5461,-5905,-4532,4803,5319,-190,-167,149,170,1111,4
2411,0,-5461,-4714,4714,5461,-5396,-4570,4849,5346,-190,-167,149,170,1111,4
2421,0,-5461,-4714,4714,5461,-5553,-4501,4830,5332,-190,-167,149,170,1111,4
2431,0,-5461,-4714,4714,5461,-5592,-4499,4840,5316,-190,-167,149,170,1111,4
2441,0,-5461,-4714,4714,5461,-5228,-4549,4845,5383,-190,-167,149,170,1111,4
2451,0,-5461,-4714,4714,5461,-5199,-4818,4716,5412,-190,-167,149,170,1111,4
2461,0,-5461,-4714,4714,5461,-5294,-4867,4621,5519,-190,-167,149,170,1111,4
2471,0,-5461,-4714,4714,5461,-5394,-4752,4156,5621,-190,-167,149,170,1111,4
2481,0,-5461,-4714,4714,5461,-5473,-4811,4336,5626,-190,-167,149,170,1111,4
2491,0,-5461,-4714,4714,5461,-5681,-4964,4617,5718,-190,-167,149,170,1111,4
2501,0,-5461,-4714,4714,5461,-5521,-5069,4800,5768,-190,-167,149,170,1111,4
2511,0,-5461,-4714,4714,5461,-5759,-4732,4844,5773,-190,-167,149,170,1111,4
2521,0,-5461,-4714,4714,5461,-5482,-4703,4800,5212,-190,-167,149,170,1111,4
2531,0,-5461,-4714,4714,5461,-5552,-4534,4828,5291,-190,-167,149,170,1111,4
2541,0,-5461,-4714,4714,5461,-5596,-4637,4731,5303,-190,-167,149,170,1111,4
2551,0,-5461,-4714,4714,5461,-5364,-4465,4789,5327,-190,-167,149,170,1111,4
2561,0,-5461,-4714,4714,5461,-5200,-4581,4811,5362,-190,-167,149,170,1111,4
2571,0,-5461,-4714,4714,5461,-5276,-4828,4928,5494,-190,-167,149,170,1111,4
2581,0,-5461,-4714,4714,5461,-5323,-4645,4834,5512,-190,-167,149,170,1111,4
2591,0,-5461,-4714,4714,5461,-5301,-4715,4617,5625,-190,-167,149,170,1111,4
2601,0,-5461,-4714,4714,5461,-5389,-4803,4158,5627,-190,-167,149,170,1111,4
2611,0,-5461,-4714,4714,5461,-5469,-4746,4402,5707,-190,-167,149,170,1111,4
2621,0,-5461,-4714,4714,5461,-5732,-4928,4556,5731,-190,-167,149,170,1111,4
2631,0,-5461,-4714,4714,5461,-5957,-4990,4744,5453,-190,-167,149,170,1111,4
2641,0,-5461,-4714,4714,5461,-5567,-4770,4851,5283,-190,-167,149,170,1111,4
2651,0,-5461,-4714,4714,5461,-5600,-4798,4817,5384,-190,-167,149,170,1111,4
2661,0,-5461,-4714,4714,5461,-5478,-4812,4869,5342,-190,-167,149,170,1111,4
2671,0,-5461,-4714,4714,5461,-5428,-4602,4718,5311,-190,-167,149,170,1111,4
2681,0,-5461,-4714,4714,5461,-5194,-4548,4739,5387,-190,-167,149,170,1111,4
