# rx_stall wheel=2 t=40492 SR=0x0014 CR3=0x00C1 NDTR=76 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=41100 SR=0x00D4 CR3=0x0041 NDTR=137 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=45199 SR=0x00D4 CR3=0x0041 NDTR=69 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=2 t=48725 SR=0x0014 CR3=0x00C1 NDTR=656 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=48898 SR=0x00D4 CR3=0x0041 NDTR=412 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=50093 SR=0x00D4 CR3=0x0041 NDTR=694 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=50513 SR=0x00D4 CR3=0x0041 NDTR=858 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=51498 SR=0x00D4 CR3=0x0041 NDTR=324 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=55641 SR=0x00D4 CR3=0x0041 NDTR=996 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=56035 SR=0x00D4 CR3=0x0041 NDTR=631 EN=1 RxState=0# rx_stall wheel=3 t=50545 SR=0x00D4 CR3=0x0041 NDTR=794 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=51651 SR=0x00D4 CR3=0x0041 NDTR=804 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=52209 SR=0x00D4 CR3=0x0041 NDTR=807 EN=1 RxState=0x22 Err=0x00
Robot Initialize Start
IMU Calibration loaded from flash  GyroBias[dps] X:+0.495 Y:-0.976 Z:-0.551
                      AccelBias[g]  X:-0.0147 Y:-0.0112
Robot Initialize Finish
Rock SPI stall detected (no master clock for 750ms), re-arming
# rx_stall wheel=0 t=1247 SR=0x00D4 CR3=0x0041 NDTR=488 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=2 t=1358 SR=0x0014 CR3=0x00C1 NDTR=779 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=2265 SR=0x00D4 CR3=0x0041 NDTR=820 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=2520 SR=0x00D4 CR3=0x0041 NDTR=697 EN=1 RxState=0x22 Err=0x00
t_ms,seg,t0_x100,t1_x100,t2_x100,t3_x100,w0_x100,w1_x100,w2_x100,w3_x100,v0_x100,v1_x100,v2_x100,v3_x100,s,rx
12288,6,-2867,3535,3535,-2867,-3142,3598,3373,-2734,-97,113,114,-91,1111,5
12298,6,-2867,3535,3535,-2867,-3166,3664,3334,-2813,-97,113,114,-91,1111,5
12308,6,-2867,3535,3535,-2867,-3113,3552,3291,-2814,-97,113,114,-91,1111,5
12318,6,-2867,3535,3535,-2867,-2666,3546,3047,-2818,-97,113,114,-91,1111,5
12328,6,-2867,3535,3535,-2867,-2872,3398,3192,-2912,-97,113,114,-91,1111,5
12338,6,-2867,3535,3535,-2867,-2754,3695,3436,-2940,-97,113,114,-91,1111,5
12348,6,-2867,3535,3535,-2867,-2799,3698,3614,-2942,-97,113,114,-91,1111,5
12358,6,-2867,3535,3535,-2867,-2665,3591,3654,-2992,-97,113,114,-91,1111,5
12368,6,-2867,3535,3535,-2867,-2668,3586,3716,-2997,-97,113,114,-91,1111,5
12379,6,-2867,3535,3535,-2867,-2758,3532,3782,-3003,-97,113,114,-91,1111,5
12389,6,-2867,3535,3535,-2867,-2663,3511,3548,-2987,-97,113,114,-91,1111,5
12399,6,-2867,3535,3535,-2867,-2743,3491,3534,-2909,-97,113,114,-91,1111,5
12409,6,-2867,3535,3535,-2867,-2651,2979,3521,-2917,-97,113,114,-91,1111,5
12419,6,-2867,3535,3535,-2867,-2607,3273,3639,-2968,-97,113,114,-91,1111,5
12429,6,-2867,3535,3535,-2867,-2801,3457,3604,-2556,-97,113,114,-91,1111,5
12439,6,-2867,3535,3535,-2867,-2795,3545,3555,-2643,-97,113,114,-91,1111,5
12449,6,-2867,3535,3535,-2867,-2845,3632,3739,-2696,-97,113,114,-91,1111,5
12459,6,-2867,3535,3535,-2867,-2843,3570,3666,-2707,-97,113,114,-91,1111,5
12469,6,-2867,3535,3535,-2867,-2924,3618,3480,-2662,-97,113,114,-91,1111,5
12479,6,-2867,3535,3535,-2867,-2934,3664,3470,-2747,-97,113,114,-91,1111,5
12489,6,-2867,3535,3535,-2867,-2908,3595,2972,-2598,-97,113,114,-91,1111,5
12499,6,-2867,3535,3535,-2867,-2979,3525,2980,-2764,-97,113,114,-91,1111,5
12509,6,-2867,3535,3535,-2867,-3074,3582,3298,-2757,-97,113,114,-91,1111,5
12519,6,-2867,3535,3535,-2867,-3075,3578,3463,-2760,-97,113,114,-91,1111,5
12529,6,-2867,3535,3535,-2867,-3110,3725,3623,-2792,-97,113,114,-91,1111,5
12539,6,-2867,3535,3535,-2867,-2834,3684,3666,-2820,-97,113,114,-91,1111,5
12549,6,-2867,3535,3535,-2867,-2754,3407,3721,-2893,-97,113,114,-91,1111,5
12559,6,-2867,3535,3535,-2867,-2843,3600,3718,-2926,-97,113,114,-91,1111,5
12569,6,-2867,3535,3535,-2867,-2682,3457,3512,-2999,-97,113,114,-91,1111,5
12579,6,-2867,3535,3535,-2867,-2706,3288,3546,-2934,-97,113,114,-91,1111,5
12589,6,-2867,3535,3535,-2867,-2759,3048,3578,-2978,-97,113,114,-91,1111,5
12599,6,-2867,3535,3535,-2867,-2713,3252,3575,-3009,-97,113,114,-91,1111,5
12609,6,-2867,3535,3535,-2867,-2664,3405,3664,-2984,-97,113,114,-91,1111,5
12619,6,-2867,3535,3535,-2867,-2651,3514,3679,-2898,-97,113,114,-91,1111,5
12629,6,-2867,3535,3535,-2867,-2731,3471,3680,-2930,-97,113,114,-91,1111,5
12639,6,-2867,3535,3535,-2867,-2776,3695,3613,-2957,-97,113,114,-91,1111,5
12649,6,-2867,3535,3535,-2867,-2874,3589,3587,-2806,-97,113,114,-91,1111,5
12659,6,-2867,3535,3535,-2867,-2712,3616,3312,-2590,-97,113,114,-91,1111,5
12669,6,-2867,3535,3535,-2867,-2823,3629,3151,-2695,-97,113,114,-91,1111,5
12679,6,-2867,3535,3535,-2867,-2815,3559,3049,-2696,-97,113,114,-91,1111,5
12689,6,-2867,3535,3535,-2867,-2756,3611,3062,-2751,-97,113,114,-91,1111,5
12699,6,-2867,3535,3535,-2867,-2887,3638,3607,-2653,-97,113,114,-91,1111,5
12709,6,-2867,3535,3535,-2867,-2898,3630,3809,-2773,-97,113,114,-91,1111,5
12719,6,-2867,3535,3535,-2867,-2932,3616,3771,-2716,-97,113,114,-91,1111,5
12729,6,-2867,3535,3535,-2867,-3092,3625,3554,-2757,-97,113,114,-91,1111,5
12739,6,-2867,3535,3535,-2867,-3037,3523,3539,-2803,-97,113,114,-91,1111,5
12749,6,-2867,3535,3535,-2867,-3113,3466,3489,-2743,-97,113,114,-91,1111,5
12759,6,-2867,3535,3535,-2867,-2878,3418,3568,-2810,-97,113,114,-91,1111,5
12769,6,-2867,3535,3535,-2867,-2884,3034,3607,-2876,-97,113,114,-91,1111,5
12779,6,-2867,3535,3535,-2867,-2796,3146,3614,-2904,-97,113,114,-91,1111,5
12789,6,-2867,3535,3535,-2867,-2797,3462,3652,-2963,-97,113,114,-91,1111,5
12799,6,-2867,3535,3535,-2867,-2743,3654,3627,-2953,-97,113,114,-91,1111,5
12809,6,-2867,3535,3535,-2867,-2734,3662,3675,-2984,-97,113,114,-91,1111,5
12819,6,-2867,3535,3535,-2867,-2645,3612,3471,-2967,-97,113,114,-91,1111,5
12829,6,-2867,3535,3535,-2867,-2675,3568,3557,-2934,-97,113,114,-91,1111,5
12839,6,-2867,3535,3535,-2867,-2701,3525,3455,-2934,-97,113,114,-91,1111,5
12849,6,-2867,3535,3535,-2867,-2834,3482,2535,-2967,-97,113,114,-91,1111,5
12859,6,-2867,3535,3535,-2867,-2749,3623,3221,-2958,-97,113,114,-91,1111,5
12869,6,-2867,3535,3535,-2867,-2703,3713,3370,-2956,-97,113,114,-91,1111,5
12879,6,-2867,3535,3535,-2867,-3007,3664,3493,-2509,-97,113,114,-91,1111,5
12889,6,-2867,3535,3535,-2867,-2730,3589,3582,-2709,-97,113,114,-91,1111,5
12899,6,-2867,3535,3535,-2867,-2818,3630,3584,-2699,-97,113,114,-91,1111,5
12909,6,-2867,3535,3535,-2867,-2835,3596,3737,-2676,-97,113,114,-91,1111,5
12919,6,-2867,3535,3535,-2867,-2851,3557,3630,-2671,-97,113,114,-91,1111,5
12929,6,-2867,3535,3535,-2867,-2904,3543,3600,-2739,-97,113,114,-91,1111,5
12939,6,-2867,3535,3535,-2867,-2922,3352,3566,-2746,-97,113,114,-91,1111,5
12949,6,-2867,3535,3535,-2867,-2990,3023,3488,-2760,-97,113,114,-91,1111,5
12959,6,-2867,3535,3535,-2867,-3018,3218,3738,-2755,-97,113,114,-91,1111,5
12969,6,-2867,3535,3535,-2867,-3091,3534,3693,-2784,-97,113,114,-91,1111,5
12979,6,-2867,3535,3535,-2867,-3198,3541,3548,-2754,-97,113,114,-91,1111,5
12989,6,-2867,3535,3535,-2867,-2701,3525,3607,-2807,-97,113,114,-91,1111,5
12999,6,-2867,3535,3535,-2867,-2749,3698,3673,-2900,-97,113,114,-91,1111,5
13009,6,-2867,3535,3535,-2867,-2871,3571,3571,-2945,-97,113,114,-91,1111,5
13019,6,-2867,3535,3535,-2867,-2788,3639,3279,-2982,-97,113,114,-91,1111,5
13029,6,-2867,3535,3535,-2867,-2713,3595,3067,-2991,-97,113,114,-91,1111,5
13039,6,-2867,3535,3535,-2867,-2775,3559,2981,-2984,-97,113,114,-91,1111,5
13049,6,-2867,3535,3535,-2867,-2682,3637,3261,-2970,-97,113,114,-91,1111,5
13059,6,-2867,3535,3535,-2867,-2674,3589,3512,-2926,-97,113,114,-91,1111,5
13069,6,-2867,3535,3535,-2867,-2617,3673,3605,-2955,-97,113,114,-91,1111,5
13079,6,-2867,3535,3535,-2867,-2623,3568,3705,-2933,-97,113,114,-91,1111,5
13089,6,-2867,3535,3535,-2867,-2688,3393,3691,-2945,-97,113,114,-91,1111,5
13099,6,-2867,3535,3535,-2867,-2857,3612,3714,-2498,-97,113,114,-91,1111,5
13109,6,-2867,3535,3535,-2867,-2851,3613,3545,-2628,-97,113,114,-91,1111,5
13119,6,-2867,3535,3535,-2867,-2821,3337,3450,-2668,-97,113,114,-91,1111,5
13129,6,-2867,3535,3535,-2867,-2665,2990,3514,-2693,-97,113,114,-91,1111,5
13139,6,-2867,3535,3535,-2867,-2923,3346,3595,-2733,-97,113,114,-91,1111,5
13149,6,-2867,3535,3535,-2867,-2884,3404,3666,-2696,-97,113,114,-91,1111,5
13159,6,-2867,3535,3535,-2867,-3000,3607,3621,-2723,-97,113,114,-91,1111,5
13169,6,-2867,3535,3535,-2867,-2979,3620,3766,-2767,-97,113,114,-91,1111,5
13179,6,-2867,3535,3535,-2867,-2989,3609,3566,-2726,-97,113,114,-91,1111,5
13189,6,-2867,3535,3535,-2867,-3034,3648,3498,-2745,-97,113,114,-91,1111,5
13199,6,-2867,3535,3535,-2867,-3053,3584,3337,-2830,-97,113,114,-91,1111,5
13209,6,-2867,3535,3535,-2867,-2688,3496,3098,-2840,-97,113,114,-91,1111,5
13219,6,-2867,3535,3535,-2867,-2759,3664,3026,-2857,-97,113,114,-91,1111,5
13229,6,-2867,3535,3535,-2867,-2793,3584,3316,-2942,-97,113,114,-91,1111,5
13239,6,-2867,3535,3535,-2867,-2831,3568,3541,-2930,-97,113,114,-91,1111,5
13249,6,-2867,3535,3535,-2867,-2884,3639,3807,-2964,-97,113,114,-91,1111,5
13259,6,-2867,3535,3535,-2867,-2721,3668,3605,-2881,-97,113,114,-91,1111,5
13269,6,-2867,3535,3535,-2867,-2730,3596,3657,-3023,-97,113,114,-91,1111,5
13279,6,-2867,3535,3535,-2867,-2634,3534,3675,-2984,-97,113,114,-91,1111,5
13289,6,-2867,3535,3535,-2867,-2584,3446,3496,-2981,-97,113,114,-91,1111,5
13299,6,-2867,3535,3535,-2867,-2753,3391,3554,-2939,-97,113,114,-91,1111,5
13309,6,-2867,3535,3535,-2867,-2845,2993,3598,-2959,-97,113,114,-91,1111,5
13319,6,-2867,3535,3535,-2867,-2773,3277,3575,-2779,-97,113,114,-91,1111,5
13329,6,-2867,3535,3535,-2867,-2791,3475,3834,-2518,-97,113,114,-91,1111,5
13339,6,-2867,3535,3535,-2867,-2800,3600,3634,-2649,-97,113,114,-91,1111,5
13349,6,-2867,3535,3535,-2867,-2868,3636,3596,-2654,-97,113,114,-91,1111,5
13359,6,-2867,3535,3535,-2867,-2885,3521,3577,-2684,-97,113,114,-91,1111,5
13369,6,-2867,3535,3535,-2867,-2920,3611,3516,-2718,-97,113,114,-91,1111,5
13379,6,-2867,3535,3535,-2867,-2914,3650,3384,-2743,-97,113,114,-91,1111,5
13389,6,-2867,3535,3535,-2867,-2890,3368,3203,-2717,-97,113,114,-91,1111,5
13399,6,-2867,3535,3535,-2867,-2965,3691,2943,-2749,-97,113,114,-91,1111,5
13409,6,-2867,3535,3535,-2867,-3115,3657,3191,-2763,-97,113,114,-91,1111,5
13419,6,-2867,3535,3535,-2867,-3087,3543,3396,-2756,-97,113,114,-91,1111,5
13429,6,-2867,3535,3535,-2867,-2948,3609,3607,-2828,-97,113,114,-91,1111,5
13439,6,-2867,3535,3535,-2867,-2664,3600,3611,-2803,-97,113,114,-91,1111,5
13449,6,-2867,3535,3535,-2867,-2845,3627,3693,-2909,-97,113,114,-91,1111,5
13459,6,-2867,3535,3535,-2867,-2979,3536,3666,-2879,-97,113,114,-91,1111,5
13469,6,-2867,3535,3535,-2867,-2805,3459,3591,-2958,-97,113,114,-91,1111,5
13479,6,-2867,3535,3535,-2867,-2716,3414,3545,-3001,-97,113,114,-91,1111,5
13489,6,-2867,3535,3535,-2867,-2578,3041,3543,-2967,-97,113,114,-91,1111,5
13499,6,-2867,3535,3535,-2867,-2701,3318,3498,-2962,-97,113,114,-91,1111,5
13509,6,-2867,3535,3535,-2867,-2722,3504,3698,-2957,-97,113,114,-91,1111,5
13519,6,-2867,3535,3535,-2867,-2691,3566,3682,-2901,-97,113,114,-91,1111,5
13529,6,-2867,3535,3535,-2867,-2735,3600,3666,-2965,-97,113,114,-91,1111,5
13539,6,-2867,3535,3535,-2867,-2759,3591,3643,-2960,-97,113,114,-91,1111,5
13549,6,-2867,3535,3535,-2867,-2833,3600,3459,-2556,-97,113,114,-91,1111,5
13559,6,-2867,3535,3535,-2867,-2883,3607,3425,-2618,-97,113,114,-91,1111,5
13569,6,-2867,3535,3535,-2867,-2792,3564,3232,-2682,-97,113,114,-91,1111,5
13579,6,-2867,3535,3535,-2867,-2884,3589,2901,-2668,-97,113,114,-91,1111,5
13589,6,-2867,3535,3535,-2867,-2822,3725,3042,-2714,-97,113,114,-91,1111,5
13599,6,-2867,3535,3535,-2867,-2759,3573,3543,-2691,-97,113,114,-91,1111,5
13609,6,-2867,3535,3535,-2867,-2909,3587,3459,-2689,-97,113,114,-91,1111,5
13619,6,-2867,3535,3535,-2867,-2951,3407,3682,-2780,-97,113,114,-91,1111,5
13629,6,-2867,3535,3535,-2867,-3009,3616,3630,-2771,-97,113,114,-91,1111,5
13639,6,-2867,3535,3535,-2867,-3126,3618,3702,-2770,-97,113,114,-91,1111,5
13649,6,-2867,3535,3535,-2867,-3115,3493,3612,-2883,-97,113,114,-91,1111,5
13659,6,-2867,3535,3535,-2867,-2776,3216,3548,-2825,-97,113,114,-91,1111,5
13669,6,-2867,3535,3535,-2867,-2860,3080,3504,-2813,-97,113,114,-91,1111,5
13679,6,-2867,3535,3535,-2867,-2856,3313,3539,-2856,-97,113,114,-91,1111,5
13689,6,-2867,3535,3535,-2867,-2785,3373,3693,-2971,-97,113,114,-91,1111,5
13699,6,-2867,3535,3535,-2867,-2800,3539,3673,-2990,-97,113,114,-91,1111,5
13709,6,-2867,3535,3535,-2867,-2601,3684,3607,-2984,-97,113,114,-91,1111,5
13719,6,-2867,3535,3535,-2867,-2765,3600,3559,-2995,-97,113,114,-91,1111,5
13729,6,-2867,3535,3535,-2867,-2621,3609,3563,-2985,-97,113,114,-91,1111,5
13739,6,-2867,3535,3535,-2867,-2710,3584,3345,-2891,-97,113,114,-91,1111,5
13750,6,-2867,3535,3535,-2867,-2657,3593,3092,-2985,-97,113,114,-91,1111,5
13760,6,-2867,3535,3535,-2867,-2701,3616,3067,-2951,-97,113,114,-91,1111,5
13770,6,-2867,3535,3535,-2867,-2798,3659,3234,-2576,-97,113,114,-91,1111,5
13780,6,-2867,3535,3535,-2867,-2935,3687,3548,-2559,-97,113,114,-91,1111,5
13790,6,-2867,3535,3535,-2867,-2822,3314,3602,-2634,-97,113,114,-91,1111,5
13800,6,-2867,3535,3535,-2867,-2830,3666,3605,-2764,-97,113,114,-91,1111,5
13810,6,-2867,3535,3535,-2867,-2909,3589,3682,-2754,-97,113,114,-91,1111,5
13820,6,-2867,3535,3535,-2867,-2937,3521,3664,-2692,-97,113,114,-91,1111,5
13830,6,-2867,3535,3535,-2867,-2932,3443,3607,-2678,-97,113,114,-91,1111,5
13840,6,-2867,3535,3535,-2867,-2972,3304,3607,-2737,-97,113,114,-91,1111,5
13850,6,-2867,3535,3535,-2867,-2917,3059,3468,-2784,-97,113,114,-91,1111,5
13860,6,-2867,3535,3535,-2867,-3225,3362,3520,-2718,-97,113,114,-91,1111,5
13870,6,-2867,3535,3535,-2867,-3163,3566,3557,-2663,-97,113,114,-91,1111,5
13880,6,-2867,3535,3535,-2867,-2614,3587,3682,-2856,-97,113,114,-91,1111,5
13890,6,-2867,3535,3535,-2867,-2667,3596,3573,-2896,-97,113,114,-91,1111,5
13900,6,-2867,3535,3535,-2867,-2880,3555,3605,-2868,-97,113,114,-91,1111,5
13910,6,-2867,3535,3535,-2867,-2834,3625,3584,-2967,-97,113,114,-91,1111,5
13920,6,-2867,3535,3535,-2867,-2832,3605,3409,-2932,-97,113,114,-91,1111,5
13930,6,-2867,3535,3535,-2867,-2779,3625,3237,-2991,-97,113,114,-91,1111,5
13940,6,-2867,3535,3535,-2867,-2651,3525,2966,-2916,-97,113,114,-91,1111,5
13950,6,-2867,3535,3535,-2867,-2580,3527,3254,-2950,-97,113,114,-91,1111,5
13960,6,-2867,3535,3535,-2867,-2749,3612,3455,-2955,-97,113,114,-91,1111,5
13970,6,-2867,3535,3535,-2867,-2623,3655,3598,-2992,-97,113,114,-91,1111,5
13980,6,-2867,3535,3535,-2867,-2742,3566,3609,-2995,-97,113,114,-91,1111,5
13990,6,-2867,3535,3535,-2867,-2630,3577,3650,-2950,-97,113,114,-91,1111,5
14000,6,-2867,3535,3535,-2867,-2825,3523,3602,-2480,-97,113,114,-91,1111,5
14010,6,-2867,3535,3535,-2867,-2808,3488,3628,-2682,-97,113,114,-91,1111,5
14020,6,-2867,3535,3535,-2867,-2909,3241,3568,-2695,-97,113,114,-91,1111,5
14030,6,-2867,3535,3535,-2867,-2882,3063,3573,-2723,-97,113,114,-91,1111,5
14040,6,-2867,3535,3535,-2867,-2898,3307,3545,-2691,-97,113,114,-91,1111,5
14050,6,-2867,3535,3535,-2867,-2750,3493,3584,-2748,-97,113,114,-91,1111,5
14060,6,-2867,3535,3535,-2867,-2996,3553,3596,-2716,-97,113,114,-91,1111,5
14070,6,-2867,3535,3535,-2867,-2817,3668,3755,-2750,-97,113,114,-91,1111,5
14080,6,-2867,3535,3535,-2867,-3126,3578,3605,-2818,-97,113,114,-91,1111,5
14090,6,-2867,3535,3535,-2867,-3051,3578,3457,-2751,-97,113,114,-91,1111,5
14100,6,-2867,3535,3535,-2867,-2983,3559,3452,-2791,-97,113,114,-91,1111,5
14110,6,-2867,3535,3535,-2867,-2809,3471,3202,-2876,-97,113,114,-91,1111,5
14120,6,-2867,3535,3535,-2867,-2715,3630,3025,-2897,-97,113,114,-91,1111,5
14130,6,-2867,3535,3535,-2867,-2716,3675,3128,-2904,-97,113,114,-91,1111,5
14140,6,-2867,3535,3535,-2867,-2737,3655,3411,-2930,-97,113,114,-91,1111,5
14150,6,-2867,3535,3535,-2867,-2510,3700,3661,-2951,-97,113,114,-91,1111,5
14160,6,-2867,3535,3535,-2867,-2693,3339,3671,-3037,-97,113,114,-91,1111,5
14170,6,-2867,3535,3535,-2867,-2753,3637,3789,-2951,-97,113,114,-91,1111,5
14180,6,-2867,3535,3535,-2867,-2718,3580,3614,-2950,-97,113,114,-91,1111,5
14190,6,-2867,3535,3535,-2867,-2710,3470,3603,-2934,-97,113,114,-91,1111,5
14201,6,-2867,3535,3535,-2867,-2663,3129,3541,-2937,-97,113,114,-91,1111,5
14211,6,-2867,3535,3535,-2867,-2845,3021,3536,-2976,-97,113,114,-91,1111,5
14221,6,-2867,3535,3535,-2867,-2843,3323,3552,-2476,-97,113,114,-91,1111,5
14231,6,-2867,3535,3535,-2867,-2849,3595,3671,-2612,-97,113,114,-91,1111,5
14241,6,-2867,3535,3535,-2867,-2843,3545,3627,-2692,-97,113,114,-91,1111,5
14251,6,-2867,3535,3535,-2867,-2907,3571,3682,-2759,-97,113,114,-91,1111,5
14261,6,-2867,3535,3535,-2867,-2884,3639,3555,-2649,-97,113,114,-91,1111,5
14271,6,-2867,3535,3535,-2867,-2906,3591,3507,-2708,-97,113,114,-91,1111,5
14281,6,-2867,3535,3535,-2867,-2949,3562,3298,-2710,-97,113,114,-91,1111,5
14291,6,-2867,3535,3535,-2867,-3034,3589,3151,-2728,-97,113,114,-91,1111,5
14301,6,-2867,3535,3535,-2867,-3098,3691,3065,-2746,-97,113,114,-91,1111,5
14312,6,-2867,3535,3535,-2867,-3199,3516,3314,-2728,-97,113,114,-91,1111,5
14322,6,-2867,3535,3535,-2867,-3153,3630,3511,-2818,-97,113,114,-91,1111,5
14332,6,-2867,3535,3535,-2867,-2800,3605,3630,-2818,-97,113,114,-91,1111,5
14342,6,-2867,3535,3535,-2867,-2634,3588,3646,-2868,-97,113,114,-91,1111,5
14352,6,-2867,3535,3535,-2867,-2762,3555,3698,-2924,-97,113,114,-91,1111,5
14362,6,-2867,3535,3535,-2867,-2779,3489,3646,-2935,-97,113,114,-91,1111,5
14372,6,-2867,3535,3535,-2867,-2726,3452,3552,-2997,-97,113,114,-91,1111,5
14382,6,-2867,3535,3535,-2867,-2795,3239,3545,-2995,-97,113,114,-91,1111,5
14392,6,-2867,3535,3535,-2867,-2543,3093,3612,-2990,-97,113,114,-91,1111,5
14402,6,-2867,3535,3535,-2867,-2633,3304,3728,-3028,-97,113,114,-91,1111,5
14412,6,-2867,3535,3535,-2867,-2745,3520,3395,-2924,-97,113,114,-91,1111,5
14422,6,-2867,3535,3535,-2867,-2831,3582,3659,-2967,-97,113,114,-91,1111,5
14432,6,-2867,3535,3535,-2867,-2695,3611,3809,-2908,-97,113,114,-91,1111,5
14442,6,-2867,3535,3535,-2867,-2881,3573,3502,-2659,-97,113,114,-91,1111,5
14452,6,-2867,3535,3535,-2867,-2809,3441,3416,-2306,-97,113,114,-91,1111,5
14462,6,-2867,3535,3535,-2867,-2834,3707,3407,-2714,-97,113,114,-91,1111,5
14472,6,-2867,3535,3535,-2867,-2823,3677,9680,-2725,-97,113,114,-91,1111,5
14482,6,-2867,3535,3535,-2867,-2967,3662,1104,-2696,-97,113,114,-91,1111,5
14492,6,-2867,3535,3535,-2867,-2925,3634,1671,-2709,-97,113,114,-91,1111,5
14502,6,-2867,3535,3535,-2867,-2951,3618,2723,-2699,-97,113,114,-91,1111,5
14512,6,-2867,3535,3535,-2867,-3017,3773,3085,-2722,-97,113,114,-91,1111,5
14522,6,-2867,3535,3535,-2867,-3050,3641,3521,-2731,-97,113,114,-91,1111,5
14532,6,-2867,3535,3535,-2867,-3106,3282,3553,-2749,-97,113,114,-91,1111,5
14542,6,-2867,3535,3535,-2867,-3112,3516,3746,-2787,-97,113,114,-91,1111,5
14552,6,-2867,3535,3535,-2867,-2780,3550,3616,-2782,-97,113,114,-91,1111,5
14562,6,-2867,3535,3535,-2867,-2933,3064,3555,-2862,-97,113,114,-91,1111,5
14572,6,-2867,3535,3535,-2867,-2813,3076,3550,-2856,-97,113,114,-91,1111,5
14582,6,-2867,3535,3535,-2867,-2804,3305,3591,-2959,-97,113,114,-91,1111,5
14592,6,-2867,3535,3535,-2867,-2688,3500,3618,-2979,-97,113,114,-91,1111,5
14602,6,-2867,3535,3535,-2867,-2656,3607,3653,-2995,-97,113,114,-91,1111,5
14612,6,-2867,3535,3535,-2867,-2685,3657,3709,-2962,-97,113,114,-91,1111,5
14622,6,-2867,3535,3535,-2867,-2688,3502,3646,-3026,-97,113,114,-91,1111,5
14632,6,-2867,3535,3535,-2867,-2755,3628,3568,-3017,-97,113,114,-91,1111,5
14642,6,-2867,3535,3535,-2867,-2691,3578,3330,-2946,-97,113,114,-91,1111,5
14652,6,-2867,3535,3535,-2867,-2643,3575,3348,-2963,-97,113,114,-91,1111,5
14662,6,-2867,3535,3535,-2867,-2746,3564,2909,-2899,-97,113,114,-91,1111,5
14672,6,-2867,3535,3535,-2867,-2826,3575,3112,-2475,-97,113,114,-91,1111,5
14682,6,-2867,3535,3535,-2867,-2884,3659,3448,-2609,-97,113,114,-91,1111,5
14692,6,-2867,3535,3535,-2867,-2728,3598,3511,-2712,-97,113,114,-91,1111,5
14702,6,-2867,3535,3535,-2867,-2849,3579,3712,-2687,-97,113,114,-91,1111,5
14712,6,-2867,3535,3535,-2867,-2951,3673,3700,-2665,-97,113,114,-91,1111,5
14722,6,-2867,3535,3535,-2867,-2975,3559,3579,-2701,-97,113,114,-91,1111,5
14732,6,-2867,3535,3535,-2867,-2984,3493,3616,-2703,-97,113,114,-91,1111,5
14742,6,-2867,3535,3535,-2867,-2985,3000,3500,-2734,-97,113,114,-91,1111,5
14752,6,-2867,3535,3535,-2867,-3097,3080,3596,-2762,-97,113,114,-91,1111,5
14762,6,-2867,3535,3535,-2867,-3158,3355,3607,-2743,-97,113,114,-91,1111,5
14772,6,-2867,3535,3535,-2867,-2726,3536,3632,-2793,-97,113,114,-91,1111,5
14782,6,-2867,3535,3535,-2867,-2662,3529,3743,-2881,-97,113,114,-91,1111,5
14792,6,-2867,3535,3535,-2867,-2854,3707,3693,-2867,-97,113,114,-91,1111,5
14802,6,-2867,3535,3535,-2867,-2756,3641,3625,-2922,-97,113,114,-91,1111,5
14812,6,-2867,3535,3535,-2867,-2868,3623,3425,-2917,-97,113,114,-91,1111,5
14822,6,-2867,3535,3535,-2867,-2659,3575,3459,-2939,-97,113,114,-91,1111,5
14832,6,-2867,3535,3535,-2867,-2620,3573,3334,-2971,-97,113,114,-91,1111,5
14842,6,-2867,3535,3535,-2867,-2696,3607,2912,-2987,-97,113,114,-91,1111,5
14852,6,-2867,3535,3535,-2867,-2693,3653,3213,-2987,-97,113,114,-91,1111,5
14862,6,-2867,3535,3535,-2867,-2835,3657,3421,-2959,-97,113,114,-91,1111,5
14872,6,-2867,3535,3535,-2867,-2718,3589,3614,-2833,-97,113,114,-91,1111,5
14882,6,-2867,3535,3535,-2867,-2842,3612,3588,-2957,-97,113,114,-91,1111,5
14892,6,-2867,3535,3535,-2867,-2737,3521,3618,-2631,-97,113,114,-91,1111,5
14902,6,-2867,3535,3535,-2867,-2790,3527,3677,-2578,-97,113,114,-91,1111,5
14912,6,-2867,3535,3535,-2867,-2917,3484,3620,-2693,-97,113,114,-91,1111,5
14922,6,-2867,3535,3535,-2867,-2913,3303,3593,-2710,-97,113,114,-91,1111,5
14932,6,-2867,3535,3535,-2867,-2824,3031,3723,-2657,-97,113,114,-91,1111,5
