# rx_stall wheel=1 t=47849 SR=0x00D4 CR3=0x0041 NDTR=703 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=48283 SR=0x00D4 CR3=0x0041 NDTR=839 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=2 t=50953 SR=0x0014 CR3=0x00C1 NDTR=862 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=51131 SR=0x00D4 CR3=0x0041 NDTR=127 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=52440 SR=0x00D4 CR3=0x0041 NDTR=796 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=52520 SR=0x00D4 CR3=0x0041 NDTR=643 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=52524 SR=0x00D6 CR3=0x0041 NDTR=670 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=53136 SR=0x00D4 CR3=0x0041 NDTR=261 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=53944 SR=0x00D4 CR3=0x0041 NDTR=972 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=2 t=54014 SR=0x0014 CR3=0x00C1 NDTR=933 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=2 t=55024 SR=0x0014 CR3=0x00C1 NDTR=598 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=57551 SR=0x00D4 CR3=0x0041 NDTR=746 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=59259 SR=0x00D4 CR3=0x0041 NDTR=299 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=60684 SR=0x00D4 CR3=0x0041 NDTR=322 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=60922 SR=0x00D4 CR3=0x0041 NDTR=227 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=61364 SR=0x00D4 CR3=0x0041 NDTR=709 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=61464 SR=0x00D4 CR3=0x0041 NDTR=943 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=62009 SR=0x00D4 CR3=0x0041 NDTR=490 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=62136 SR=0x00D4 CR3=0x0041 NDTR=23 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=2 t=62507 SR=0x0014 CR3=0x00C1 NDTR=734 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=62899 SR=0x00D4 CR3=0x0041 NDTR=546 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=64347 SR=0x00D4 CR3=0x0041 NDTR=858 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=65002 SR=0x00D4 CR3=0x0041 NDTR=559 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=66173 SR=0x00D4 CR3=0x0041 NDTR=210 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=2 t=67019 SR=0x0014 CR3=0x00C1 NDTR=783 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=2 t=67296 SR=0x0014 CR3=0x00C1 NDTR=369 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=67513 SR=0x00D4 CR3=0x0041 NDTR=743 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=71095 SR=0x00D4 CR3=0x0041 NDTR=225 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=71985 SR=0x00D4 CR3=0x0041 NDTR=904 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=72573 SR=0x00D4 CR3=0x0041 NDTR=391 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=74508 SR=0x00D4 CR3=0x0041 NDTR=497 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=74560 SR=0x00D4 CR3=0x0041 NDTR=947 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=74591 SR=0x00C4 CR3=0x0041 NDTR=346 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=74665 SR=0x00D4 CR3=0x0041 NDTR=316 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=74886 SR=0x00D4 CR3=0x0041 NDTR=797 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=75606 SR=0x00D4 CR3=0x0041 NDTR=749 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=75672 SR=0x00D4 CR3=0x0041 NDTR=168 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=75730 SR=0x00D4 CR3=0x0041 NDTR=691 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=75734 SR=0x00D4 CR3=0x0041 NDTR=1018 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=75782 SR=0x00D0 CR3=0x0041 NDTR=331 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=75796 SR=0x00C4 CR3=0x0041 NDTR=507 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=75819 SR=0x00D4 CR3=0x0041 NDTR=194 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=75852 SR=0x00D4 CR3=0x0041 NDTR=741 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=75919 SR=0x00D4 CR3=0x0041 NDTR=495 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=76080 SR=0x00D4 CR3=0x0041 NDTR=824 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=76185 SR=0x00D4 CR3=0x0041 NDTR=706 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=76864 SR=0x00D4 CR3=0x0041 NDTR=760 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=78088 SR=0x00D4 CR3=0x0041 NDTR=778 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=78653 SR=0x00D4 CR3=0x0041 NDTR=804 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=78693 SR=0x00D4 CR3=0x0041 NDTR=127 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=78959 SR=0x00D4 CR3=0x0041 NDTR=690 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=79078 SR=0x00D4 CR3=0x0041 NDTR=216 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=79485 SR=0x00D4 CR3=0x0041 NDTR=166 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=79521 SR=0x00D4 CR3=0x0041 NDTR=683 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=79725 SR=0x00D4 CR3=0x0041 NDTR=334 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=79944 SR=0x00D4 CR3=0x0041 NDTR=232 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=2 t=80064 SR=0x0014 CR3=0x00C1 NDTR=308 EN=1 RxState=0x22 Err=0x00
# TCS log: max_accel=1800 jerk=25000 accel_th=400 geom_th=1500 rot_th=450 [x100] margin=150 exit=100 [mm/s] n=997
t_ms,tcs_on,slip,target_vx,cmd_vx,odom_vx,odom_vy,ground_vx,ground_vy,a_odom_x_cm,a_imu_x_cm,accel_res_cm,geom_res_x10,rot_res_mrad,accel_gain_x1000,w0_x100,w1_x100,w2_x100,w3_x100,cmd_vy,cmd_w_mrad,gyro_mrad,t0_x100,t1_x100,t2_x100,t3_x100,rx_stall,rx_restart
3088,1,129,2000,403,393,193,360,101,781,722,59,-207,1333,250,-900,-627,204,2133,0,1052,-350,-839,-688,1215,1366,0,0
3098,1,129,2000,448,457,112,428,137,651,689,-37,-224,840,250,-1379,-652,390,2077,0,1041,-305,-965,-797,1318,1486,0,0
3108,1,128,2000,494,375,43,469,166,-238,514,-752,-4,-730,250,-1135,-1157,587,934,0,1038,-1,-1089,-904,1423,1608,0,0
3118,1,128,2000,539,321,41,515,188,-385,485,-870,38,-608,250,-822,-1058,652,769,0,978,185,-1227,-1026,1515,1716,0,0
3128,1,128,2000,584,397,68,564,204,352,487,-134,-6,-123,250,-920,-1035,807,1281,0,922,317,-1364,-1146,1607,1825,0,0
3138,1,132,2000,629,575,16,624,215,1219,553,665,-94,90,250,-1614,-1034,1209,1934,0,885,420,-1496,-1261,1704,1939,0,0
3148,1,132,2000,674,662,42,667,243,915,452,463,2,-1127,250,-1861,-1808,1328,1748,0,855,571,-1626,-1375,1802,2054,0,0
3158,1,128,2000,719,553,62,716,244,-316,483,-799,104,-333,250,-1041,-1582,1544,1533,0,806,842,-1762,-1493,1896,2165,0,0
3168,1,128,2000,764,586,12,761,252,167,437,-269,71,-253,250,-1286,-1446,1671,1615,0,755,818,-1897,-1612,1990,2275,0,0
3178,1,128,2000,809,679,-22,799,257,588,388,199,63,143,250,-1488,-1427,2090,1954,0,721,966,-2029,-1726,2087,2389,0,0
3188,1,132,2000,854,777,-25,843,250,854,411,443,37,-259,250,-1898,-1670,2182,2190,0,671,1039,-2164,-1845,2181,2500,0,0
3198,1,128,2000,899,846,-33,893,268,768,451,316,12,-620,250,-2220,-1816,2235,2353,0,627,1143,-2298,-1962,2276,2612,0,0
3208,1,128,2000,944,920,-15,947,278,707,481,226,-17,-47,250,-2265,-1774,2476,2834,0,580,1305,-2433,-2080,2370,2723,0,0
3218,1,132,2000,989,1002,147,989,242,816,405,411,-46,1915,250,-1796,-1839,2658,3875,0,530,1112,-2568,-2199,2464,2833,0,0
# rx_stall wheel=0 t=82190 SR=0x00D4 CR3=0x0041 NDTR=170 EN=1 RxState=0x22 Err=0x00
3229,1,128,2000,1034,1087,60,1025,220,739,389,350,52,2011,250,-1984,-2077,3309,3734,0,535,1026,-2690,-2304,2571,2958,0,0
3239,1,128,2000,1079,1059,54,1075,231,400,423,-23,30,450,250,-2322,-2300,2846,3334,0,519,1156,-2817,-2414,2673,3077,0,0
3249,1,128,2000,1124,1171,114,1112,228,739,380,359,104,293,250,-2382,-2914,3122,3568,0,468,1203,-2952,-2532,2767,3187,0,0
3259,1,0,2000,1172,1145,126,1156,199,122,391,-269,77,369,292,-2338,-2805,2976,3588,0,436,1164,-3092,-2654,2872,3310,0,0
3269,1,0,2000,1230,1184,82,1192,173,377,401,-24,37,-214,352,-2737,-2818,2951,3573,0,403,1256,-3260,-2800,3002,3462,0,0
3279,1,133,2000,1292,1382,95,1230,152,1364,350,1014,151,1311,250,-2665,-3257,4012,4237,0,361,1103,-3439,-2956,3137,3620,0,0
3289,1,132,2000,1338,1615,167,1263,108,1863,329,1533,67,2116,250,-3192,-3614,4337,5343,0,366,906,-3563,-3063,3246,3746,0,0
3299,1,128,2000,1383,1506,164,1302,122,12,372,-359,76,543,250,-3246,-3741,3739,4652,0,376,1005,-3684,-3167,3355,3872,0,0
3309,1,0,2000,1431,1392,42,1364,104,-543,456,-1000,99,538,286,-3183,-3298,3755,3998,0,334,769,-3824,-3290,3457,3992,0,0
3319,1,133,2000,1481,1586,45,1367,24,1007,152,855,162,1619,250,-3348,-3696,4584,4621,0,338,581,-3961,-3408,3577,4131,0,0
3329,1,132,2000,1526,1713,142,1403,23,1014,296,718,5,1283,250,-3902,-3896,4207,5428,0,384,680,-4073,-3502,3695,4265,0,0
3339,1,129,2000,1571,1687,112,1502,26,223,710,-487,-185,552,250,-4482,-3475,3563,5527,0,381,680,-4195,-3609,3799,4386,0,0
3349,1,133,2000,1616,1812,1,1495,46,892,242,649,205,-553,250,-4496,-4775,4786,4521,0,347,591,-4327,-3723,3897,4501,0,0
3359,1,129,2000,1643,1822,-80,1493,0,389,88,0,274,49,250,-4348,-4587,5360,4433,0,306,736,-4412,-3798,3951,4565,0,0
3369,1,128,2000,1657,1876,43,1563,18,405,448,-43,-10,430,250,-4809,-4242,4551,5487,0,303,594,-4450,-3831,3983,4602,0,0
3379,1,128,2000,1695,1933,200,1627,-9,511,559,-47,-110,2254,250,-4434,-4057,4512,6599,0,309,543,-4552,-3919,4074,4707,0,0
3389,1,128,2000,1740,1978,135,1634,-36,435,256,178,35,2717,250,-4346,-4351,5152,6305,0,323,163,-4672,-4022,4184,4834,0,0
3399,1,128,2000,1785,1876,10,1683,-9,-422,407,-830,102,183,250,-4805,-4620,4730,5005,0,377,135,-4781,-4114,4303,4970,0,0
3409,1,128,2000,1830,1852,-99,1713,-2,-297,340,-638,108,-130,250,-4965,-4349,4925,4689,0,381,341,-4903,-4219,4410,5094,0,0
3419,1,0,2000,1876,1869,-113,1753,-7,55,333,-278,91,637,268,-4876,-4115,5148,4942,0,333,360,-5040,-4339,4506,5207,0,0
3429,1,0,2000,1930,1926,-201,1850,-57,164,481,-316,37,-511,328,-5573,-4165,5103,4787,0,289,484,-5199,-4478,4623,5344,0,0
3439,1,129,2000,1978,1957,-242,1869,-88,454,230,223,211,266,250,-5144,-4354,5919,4642,0,254,581,-5338,-4599,4726,5465,0,0
3449,1,129,2000,1977,2286,-404,1827,-61,2058,-177,0,392,353,250,-5910,-5135,7582,4900,0,218,723,-5345,-4607,4716,5455,0,0
3459,1,132,2000,1967,2408,-369,1894,-71,1324,421,902,40,100,250,-6982,-4694,6858,5996,0,183,749,-5326,-4591,4683,5418,0,0
3469,1,129,2000,1993,2397,-297,1983,-92,521,677,-156,-238,-358,250,-7508,-4242,5882,6604,0,151,829,-5405,-4660,4736,5480,0,0
3479,1,128,2000,2000,2334,-287,1986,-75,-224,224,0,86,-1182,250,-6785,-5087,6346,5591,0,112,993,-5432,-4686,4742,5489,0,0
3489,1,129,2000,2000,2363,-196,1930,-89,88,-247,0,427,207,250,-5585,-5833,7422,5498,0,56,1120,-5446,-4699,4728,5475,0,0
3499,1,128,2000,2000,2279,36,1986,-122,-489,356,0,123,1592,250,-5258,-5133,6226,6665,0,23,940,-5455,-4708,4720,5466,0,0
3509,1,129,2000,2000,2352,147,2093,-118,330,762,0,-183,1699,250,-5942,-4849,5336,7689,0,49,665,-5448,-4701,4726,5473,0,0
3519,1,129,2000,2000,2543,203,2097,-147,1364,221,0,182,1987,250,-5537,-6296,6594,7572,0,93,528,-5437,-4690,4737,5484,0,0
3529,1,129,2000,2000,2706,131,2020,-190,1411,-353,0,800,-133,250,-5353,-8593,8125,6012,0,91,442,-5438,-4691,4736,5483,0,0
3539,1,129,2000,2000,2576,263,2027,-154,-249,6,0,734,-3700,250,-5698,-9245,6533,5236,0,80,760,-5440,-4694,4734,5481,0,0
3549,1,129,2000,2000,2255,152,2103,-147,-1958,446,0,194,-1145,250,-5612,-6316,5278,5877,0,21,509,-5455,-4708,4719,5466,0,0
3560,1,128,2000,2000,2304,51,2131,-200,-265,292,0,129,60,250,-5855,-5809,5694,6177,0,9,192,-5458,-4711,4716,5463,0,0
3570,1,129,2000,2000,2389,-32,2136,-182,189,202,0,224,-1480,250,-6368,-6375,6003,5723,0,49,435,-5448,-4701,4726,5473,0,0
3580,1,0,2000,2000,2227,-91,2178,-155,-821,318,0,119,-1188,256,-6202,-5532,5561,5453,0,49,388,-5448,-4701,4726,5473,0,0
3590,1,0,2000,2000,2250,-48,2200,-136,-71,201,0,129,494,316,-5791,-5342,5909,5946,0,45,184,-5449,-4702,4725,5472,0,0
3600,1,0,2000,2000,2470,7,2255,-129,1293,169,0,108,398,376,-6390,-6003,6183,6636,0,79,35,-5441,-4694,4733,5480,0,0
3610,1,0,2000,2000,2434,88,2356,-56,99,355,0,96,-1025,436,-6468,-6384,5569,6414,0,113,235,-5432,-4685,4742,5489,0,0
3620,1,129,2000,2000,2273,59,2384,-22,-840,335,0,154,-770,484,-5932,-6048,5436,5825,0,92,103,-5437,-4691,4737,5484,0,0
3630,1,129,2000,2000,2325,108,2359,-57,0,22,0,248,-773,484,-5773,-6511,5677,5864,0,86,125,-5439,-4692,4735,5482,0,0
3640,1,129,2000,2000,2383,137,2398,-15,343,252,0,316,-2602,484,-6130,-7285,5515,5537,0,77,362,-5441,-4694,4733,5480,0,0
3650,1,129,2000,2000,2392,121,2451,-5,83,400,0,186,-640,484,-6021,-6508,5691,6244,0,33,156,-5452,-4705,4722,5469,0,0
3660,1,128,2000,2000,2289,66,2457,-59,-593,191,0,69,559,484,-5846,-5596,5541,6358,0,24,-44,-5454,-4708,4720,5467,0,0
3670,1,128,2000,2000,2230,69,2433,-13,-503,-54,0,52,-764,484,-6024,-5730,5044,5930,0,73,46,-5442,-4695,4732,5479,0,0
3680,1,128,2000,2000,2306,-1,2443,8,354,34,0,116,-634,484,-6196,-5868,5578,5899,0,82,46,-5440,-4693,4734,5481,0,0
3690,1,129,2000,2000,2117,266,2449,-36,-1705,151,0,344,3161,520,-3750,-5685,6001,6343,0,95,-16,-5437,-4690,4737,5484,0,0
3700,1,128,2000,2000,2407,-72,2504,4,1541,388,0,12,-678,520,-6915,-5767,5648,6178,0,127,-243,-5429,-4682,4745,5492,0,0
3710,1,128,2000,2000,2331,-33,2538,64,51,360,0,67,-1125,520,-6610,-5905,5418,5835,0,135,-166,-5427,-4680,4747,5494,0,0
3720,1,128,2000,2000,2310,-5,2516,26,-115,-1,0,121,-113,520,-6123,-5796,5696,5974,0,133,-139,-5427,-4680,4747,5494,0,0
3730,1,129,2000,2000,2357,45,2527,53,208,76,0,183,-174,520,-6048,-6208,5812,6041,0,147,-187,-5424,-4677,4750,5497,0,0
# rx_stall wheel=3 t=82483 SR=0x00D4 CR3=0x0041 NDTR=828 EN=1 RxState=0x22 Err=0x00
3740,1,129,2000,2000,2331,65,2547,90,-64,151,0,170,-542,520,-6027,-6221,5615,5976,0,125,-57,-5429,-4682,4745,5492,0,0
3750,1,129,2000,2000,2373,118,2536,44,258,-13,0,234,-978,520,-6015,-6717,5633,5946,0,127,-68,-5429,-4682,4745,5492,0,0
3760,1,128,2000,2000,2347,156,2564,74,-83,186,0,124,-563,520,-6007,-6375,5309,6278,0,134,-90,-5427,-4680,4747,5494,0,0
3770,1,129,2000,2000,2358,142,2562,71,-30,39,0,153,-681,520,-6024,-6458,5416,6200,0,129,-57,-5428,-4681,4746,5493,0,0
3780,1,128,2000,2000,2306,105,2572,70,-315,89,0,41,-1006,520,-6275,-6055,5026,6144,0,131,-60,-5428,-4681,4746,5493,0,0
3790,1,128,2000,2000,2300,27,2583,79,-105,94,0,54,-537,520,-6259,-5771,5342,6069,0,131,-56,-5428,-4681,4746,5493,0,0
3800,1,128,2000,2000,2318,8,2598,64,4,139,0,97,46,520,-6108,-5725,5684,6135,0,132,-52,-5428,-4681,4747,5494,0,0
3810,1,128,2000,2000,2303,11,2616,93,-70,161,0,113,317,520,-5984,-5694,5725,6108,0,151,-154,-5423,-4676,4751,5498,0,0
3820,1,129,2000,2000,2303,21,2621,133,-30,79,0,151,52,520,-5949,-5876,5733,5985,0,156,-139,-5422,-4675,4753,5500,0,0
3830,1,128,2000,2000,2293,31,2632,110,-45,117,0,101,368,520,-5943,-5687,5627,6151,0,170,-193,-5418,-4671,4756,5503,0,0
3840,1,128,2000,2000,2265,57,2675,111,-210,323,0,95,177,520,-5903,-5741,5410,6060,0,185,-299,-5414,-4667,4760,5507,0,0
3850,1,129,2000,2000,2266,30,2687,160,-2,149,0,219,-882,520,-5942,-6235,5532,5498,0,203,-238,-5410,-4663,4764,5511,0,0
3860,1,129,2000,2000,2464,44,2631,148,1184,-303,0,272,-975,520,-6337,-6861,6105,5960,0,190,-117,-5413,-4666,4761,5508,0,0
3870,1,129,2000,2000,2393,170,2622,160,-16,-77,0,218,-614,520,-5910,-6751,5611,6227,0,164,-57,-5420,-4673,4755,5502,0,0
3881,1,128,2000,2000,2311,95,2666,165,-484,197,0,100,-223,520,-5978,-5989,5407,6214,0,161,-36,-5420,-4673,4754,5501,0,0
3891,1,128,2000,2000,2296,100,2673,108,-226,103,0,24,-172,520,-6106,-5789,5159,6331,0,168,-143,-5419,-4672,4756,5503,0,0
3901,1,128,2000,2000,2367,100,2648,135,293,-124,0,95,-730,520,-6273,-6260,5374,6244,0,187,-94,-5414,-4667,4760,5507,0,0
3911,1,128,2000,2000,2292,82,2640,165,-290,-45,0,96,-100,520,-5931,-5874,5412,6178,0,172,-39,-5417,-4670,4757,5504,0,0
3921,1,128,2000,2000,2255,37,2677,147,-313,195,0,75,227,520,-5885,-5553,5453,6109,0,172,-69,-5417,-4670,4757,5504,0,0
3931,1,0,2000,2000,2266,73,2651,144,-17,114,0,112,20,544,-5819,-5803,5435,6078,0,176,-63,-5417,-4670,4758,5505,0,0
3941,1,0,2000,2000,2276,129,2532,132,83,-66,0,149,-225,604,-5712,-6106,5365,6081,0,173,-31,-5417,-4670,4757,5504,0,0
3951,1,128,2000,2000,2193,16,2528,160,-514,20,0,109,-862,604,-5935,-5694,5189,5574,0,170,9,-5418,-4671,4756,5503,0,0
3961,1,128,2000,2000,2212,7,2569,170,33,218,0,73,-379,604,-5969,-5515,5280,5796,0,164,-22,-5419,-4672,4755,5502,0,0
3971,1,128,2000,2000,2259,10,2545,122,265,-60,0,99,482,604,-5835,-5496,5648,6081,0,171,-75,-5418,-4671,4756,5503,0,0
3981,1,128,2000,2000,2265,66,2509,139,115,-237,0,104,236,604,-5773,-5692,5503,6155,0,182,16,-5415,-4668,4759,5506,0,0
3991,1,128,2000,2000,2279,27,2495,177,110,-140,0,27,-3,604,-6108,-5501,5382,6221,0,163,21,-5420,-4673,4754,5501,0,0
4001,1,0,2000,2000,2215,29,2529,120,-292,410,0,2,-56,640,-6018,-5325,5128,6071,0,163,-61,-5420,-4673,4754,5501,0,0
4011,1,0,2000,2000,2201,160,2400,135,-256,-175,0,52,-534,700,-5735,-5840,4794,6062,0,180,-41,-5415,-4668,4759,5506,0,0
4021,1,0,2000,2000,2228,113,2269,137,1,-674,0,122,38,760,-5608,-5825,5287,6041,0,178,-41,-5416,-4669,4758,5505,0,0
4031,1,0,2000,2000,2187,72,2345,110,-239,381,0,69,265,820,-5618,-5432,5225,6034,0,168,8,-5419,-4672,4756,5503,0,0
4041,1,0,2000,2000,2220,70,2314,91,192,225,0,90,56,880,-5723,-5615,5303,6017,0,172,-11,-5418,-4671,4757,5504,0,0
4051,1,0,2000,2000,2215,102,2266,125,39,-84,0,146,-429,934,-5656,-5937,5228,5818,0,176,-27,-5417,-4670,4758,5505,0,0
4061,1,128,2000,2000,2176,3,2200,119,-159,-424,0,138,-1103,934,-5891,-5728,5215,5407,0,151,108,-5423,-4676,4752,5499,0,0
4071,1,0,2000,2000,2172,29,2226,91,-114,51,0,40,-313,970,-5830,-5331,5110,5857,0,135,145,-5427,-4680,4747,5494,0,0
4081,1,0,2000,2000,2129,-17,2235,69,-353,208,0,5,359,1000,-5718,-4874,5193,5885,0,139,111,-5426,-4679,4748,5495,0,0
4091,1,0,2000,2000,2182,17,2192,69,145,-102,0,74,9,1000,-5737,-5341,5316,5862,0,138,106,-5426,-4679,4748,5495,0,0
4101,1,0,2000,2000,2176,-1,2135,34,75,-408,0,15,19,1000,-5869,-5123,5215,5951,0,125,152,-5429,-4682,4745,5492,0,0
4111,1,0,2000,2000,2174,-8,2191,34,-34,166,0,-17,1,1000,-5948,-5021,5146,6002,0,117,169,-5431,-4684,4743,5490,0,0
4121,1,0,2000,2000,2120,44,2209,33,-350,254,0,49,308,1000,-5491,-5115,5126,5881,0,121,131,-5430,-4683,4744,5491,0,0
4131,1,0,2000,2000,2087,67,2161,8,-381,-71,0,-4,-277,1000,-5618,-5107,4709,5800,0,120,122,-5431,-4684,4744,5491,0,0
4141,1,0,2000,2000,2106,68,2118,18,3,-187,0,16,-80,1000,-5583,-5164,4846,5849,0,125,90,-5429,-4682,4745,5492,0,0
4151,1,0,2000,2000,2117,24,2143,48,47,133,0,45,-63,1000,-5625,-5146,5059,5742,0,117,113,-5431,-4684,4743,5490,0,0
4161,1,0,2000,2000,2091,-22,2138,23,-133,64,0,75,172,1000,-5528,-4999,5234,5573,0,120,86,-5431,-4684,4744,5491,0,0
4171,1,0,2000,2000,2080,-56,2104,-2,-136,-122,0,86,-233,1000,-5649,-5026,5207,5344,0,123,58,-5430,-4683,4744,5491,0,0
4181,1,0,-2000,1999,2088,-5,2098,8,-17,-45,0,45,-260,1000,-5656,-5060,5007,5556,0,113,102,-5430,-4683,4740,5487,0,0
4191,1,0,-2000,1980,2138,7,2098,2,316,-53,-370,44,-285,1000,-5775,-5214,5087,5712,0,110,103,-5380,-4640,4695,5435,0,0
4201,1,0,-2000,1936,2128,19,2097,2,89,-77,-166,38,-309,1000,-5746,-5212,5011,5710,0,110,87,-5260,-4537,4592,5315,0,0
4212,1,0,-2000,1867,2083,0,2102,0,-221,4,226,2,216,1000,-5598,-4828,5008,5769,0,99,134,-5075,-4377,4427,5125,0,0
4222,1,0,-2000,1774,2067,-40,2093,-15,-156,-14,142,-21,-95,1000,-5771,-4726,4912,5612,0,99,87,-4818,-4156,4206,4868,0,0
4232,1,0,-2000,1655,2045,18,2067,-22,-272,-142,129,46,-50,1000,-5437,-4969,4903,5531,0,101,93,-4493,-3875,3926,4544,0,0
4242,1,132,-2000,1518,1940,47,2042,3,-711,-136,574,41,260,600,-5035,-4706,4646,5381,0,104,68,-4120,-3553,3605,4172,0,0
4252,1,132,-2000,1402,1896,14,2034,28,-594,-96,497,16,129,363,-5068,-4498,4520,5218,0,105,56,-3802,-3279,3331,3855,0,0
4262,1,132,-2000,1310,1788,47,2011,-13,-927,-178,748,-66,-435,363,-5055,-4281,3816,4995,0,107,-46,-3552,-3063,3116,3606,0,0
4272,1,132,-2000,1241,1691,26,1978,9,-863,-272,590,-53,46,363,-4693,-3927,3784,4775,0,129,-84,-3358,-2894,2959,3423,0,0
4282,1,128,-2000,1176,1639,-38,1931,13,-779,-417,362,-13,-16,363,-4602,-3762,3900,4412,0,134,-68,-3178,-2739,2806,3245,0,0
4292,1,128,-2000,1110,1622,-109,1869,5,-330,-476,-146,-17,-576,363,-4840,-3687,3875,4096,0,135,-74,-2999,-2584,2652,3067,0,0
4302,1,132,-2000,1045,1565,-107,1901,0,-556,-24,531,4,-462,363,-4614,-3591,3807,3916,0,138,-112,-2819,-2429,2498,2889,0,0
4312,1,132,-2000,979,1393,-77,1867,13,-1308,-270,1037,-88,-132,363,-4202,-2942,3188,3782,0,148,-111,-2638,-2272,2346,2712,0,0
4322,1,129,-2000,913,1320,-50,1737,34,-916,-852,64,-229,353,363,-4136,-2370,2724,4055,0,151,-124,-2457,-2116,2192,2533,0,0
4332,1,128,-2000,848,1229,-40,1692,42,-957,-594,362,-141,-2,363,-3757,-2471,2622,3562,0,155,-78,-2277,-1960,2038,2355,0,0
4342,1,128,-2000,782,1268,-3,1700,16,-100,-215,-114,-8,-390,363,-3605,-3080,2858,3357,0,149,-82,-2100,-1807,1882,2175,0,0
4352,1,128,-2000,717,1284,16,1652,12,38,-372,-411,-57,-203,363,-3671,-2997,2774,3593,0,152,-82,-1922,-1653,1729,1998,0,0
4362,1,133,-2000,652,1110,-35,1579,59,-1143,-584,558,-227,582,363,-3473,-1858,2251,3563,0,165,-132,-1739,-1496,1578,1822,0,0
4372,1,133,-2000,586,937,1,1502,27,-1452,-694,757,-420,-149,363,-3525,-1242,1098,3391,0,167,-127,-1560,-1341,1425,1644,0,0
4382,1,129,-2000,521,856,86,1434,6,-961,-681,279,-377,-362,363,-3078,-1385,785,3214,0,148,-24,-1386,-1191,1265,1460,0,0
4392,1,128,-2000,455,898,62,1387,65,-57,-554,-496,-143,1165,363,-2360,-1632,1895,3159,0,153,-46,-1206,-1036,1112,1282,0,0
4402,1,128,-2000,390,919,0,1354,62,7,-417,-424,-81,748,363,-2518,-1798,2134,2851,0,162,-79,-1025,-879,960,1106,0,0
