# rx_stall wheel=1 t=47849 SR=0x00D4 CR3=0x0041 NDTR=703 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=48283 SR=0x00D4 CR3=0x0041 NDTR=839 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=2 t=50953 SR=0x0014 CR3=0x00C1 NDTR=862 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=51131 SR=0x00D4 CR3=0x0041 NDTR=127 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=52440 SR=0x00D4 CR3=0x0041 NDTR=796 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=52520 SR=0x00D4 CR3=0x0041 NDTR=643 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=52524 SR=0x00D6 CR3=0x0041 NDTR=670 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=53136 SR=0x00D4 CR3=0x0041 NDTR=261 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=53944 SR=0x00D4 CR3=0x0041 NDTR=972 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=2 t=54014 SR=0x0014 CR3=0x00C1 NDTR=933 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=2 t=55024 SR=0x0014 CR3=0x00C1 NDTR=598 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=57551 SR=0x00D4 CR3=0x0041 NDTR=746 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=59259 SR=0x00D4 CR3=0x0041 NDTR=299 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=60684 SR=0x00D4 CR3=0x0041 NDTR=322 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=60922 SR=0x00D4 CR3=0x0041 NDTR=227 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=61364 SR=0x00D4 CR3=0x0041 NDTR=709 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=61464 SR=0x00D4 CR3=0x0041 NDTR=943 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=62009 SR=0x00D4 CR3=0x0041 NDTR=490 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=62136 SR=0x00D4 CR3=0x0041 NDTR=23 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=2 t=62507 SR=0x0014 CR3=0x00C1 NDTR=734 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=62899 SR=0x00D4 CR3=0x0041 NDTR=546 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=64347 SR=0x00D4 CR3=0x0041 NDTR=858 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=65002 SR=0x00D4 CR3=0x0041 NDTR=559 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=66173 SR=0x00D4 CR3=0x0041 NDTR=210 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=2 t=67019 SR=0x0014 CR3=0x00C1 NDTR=783 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=2 t=67296 SR=0x0014 CR3=0x00C1 NDTR=369 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=67513 SR=0x00D4 CR3=0x0041 NDTR=743 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=71095 SR=0x00D4 CR3=0x0041 NDTR=225 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=71985 SR=0x00D4 CR3=0x0041 NDTR=904 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=72573 SR=0x00D4 CR3=0x0041 NDTR=391 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=74508 SR=0x00D4 CR3=0x0041 NDTR=497 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=74560 SR=0x00D4 CR3=0x0041 NDTR=947 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=74591 SR=0x00C4 CR3=0x0041 NDTR=346 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=74665 SR=0x00D4 CR3=0x0041 NDTR=316 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=74886 SR=0x00D4 CR3=0x0041 NDTR=797 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=75606 SR=0x00D4 CR3=0x0041 NDTR=749 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=75672 SR=0x00D4 CR3=0x0041 NDTR=168 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=75730 SR=0x00D4 CR3=0x0041 NDTR=691 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=75734 SR=0x00D4 CR3=0x0041 NDTR=1018 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=75782 SR=0x00D0 CR3=0x0041 NDTR=331 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=75796 SR=0x00C4 CR3=0x0041 NDTR=507 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=75819 SR=0x00D4 CR3=0x0041 NDTR=194 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=75852 SR=0x00D4 CR3=0x0041 NDTR=741 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=75919 SR=0x00D4 CR3=0x0041 NDTR=495 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=76080 SR=0x00D4 CR3=0x0041 NDTR=824 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=76185 SR=0x00D4 CR3=0x0041 NDTR=706 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=76864 SR=0x00D4 CR3=0x0041 NDTR=760 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=78088 SR=0x00D4 CR3=0x0041 NDTR=778 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=78653 SR=0x00D4 CR3=0x0041 NDTR=804 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=78693 SR=0x00D4 CR3=0x0041 NDTR=127 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=78959 SR=0x00D4 CR3=0x0041 NDTR=690 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=79078 SR=0x00D4 CR3=0x0041 NDTR=216 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=79485 SR=0x00D4 CR3=0x0041 NDTR=166 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=79521 SR=0x00D4 CR3=0x0041 NDTR=683 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=79725 SR=0x00D4 CR3=0x0041 NDTR=334 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=79944 SR=0x00D4 CR3=0x0041 NDTR=232 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=2 t=80064 SR=0x0014 CR3=0x00C1 NDTR=308 EN=1 RxState=0x22 Err=0x00
# TCS log: max_accel=1800 jerk=25000 accel_th=400 geom_th=1500 rot_th=450 [x100] margin=150 exit=100 [mm/s] n=997
t_ms,tcs_on,slip,target_vx,cmd_vx,odom_vx,odom_vy,ground_vx,ground_vy,a_odom_x_cm,a_imu_x_cm,accel_res_cm,geom_res_x10,rot_res_mrad,accel_gain_x1000,w0_x100,w1_x100,w2_x100,w3_x100,cmd_vy,cmd_w_mrad,gyro_mrad,t0_x100,t1_x100,t2_x100,t3_x100,rx_stall,rx_restart
5676,1,128,-2000,-2000,-1953,-332,-2108,-383,961,-385,0,86,693,868,4826,5115,-3664,-6212,0,976,-925,5705,4958,-4470,-5217,0,0
5686,1,128,2000,-1997,-1967,-397,-2096,-389,323,-94,0,110,1578,868,5019,5471,-3259,-6199,0,958,-900,5693,4947,-4468,-5214,0,0
5696,1,129,2000,-1973,-2085,-286,-2052,-394,-520,198,-718,208,3009,868,6121,5601,-3198,-6160,0,986,-900,5635,4898,-4405,-5142,0,0
5706,1,129,2000,-1924,-2048,-292,-2020,-389,-13,246,-260,190,2549,868,5830,5433,-3279,-6169,0,1028,-995,5512,4794,-4279,-4998,0,0
5716,1,0,2000,-1851,-2007,-408,-2048,-384,197,-116,314,121,1319,904,5078,5515,-3348,-6401,0,1030,-840,5311,4620,-4105,-4796,0,0
5726,1,132,2000,-1754,-1976,-359,-2054,-358,264,-173,438,132,815,342,5031,5217,-3446,-6327,0,1003,-659,5040,4385,-3883,-4538,0,0
5736,1,129,2000,-1667,-1909,-304,-2030,-345,463,68,395,160,876,342,5042,4891,-3318,-6069,0,1003,-601,4804,4181,-3679,-4302,0,0
5746,1,128,2000,-1602,-1887,-314,-1994,-337,390,235,155,100,1074,342,4882,5056,-3341,-5855,0,1025,-613,4632,4033,-3521,-4119,0,0
5756,1,128,2000,-1540,-1832,-363,-1977,-329,559,176,382,67,753,342,4499,5053,-3252,-5798,0,1028,-574,4464,3889,-3374,-3950,0,0
5766,1,128,2000,-1479,-1791,-375,-1975,-311,414,67,347,76,725,342,4392,4971,-3095,-5719,0,1031,-510,4296,3744,-3228,-3780,0,0
5776,1,132,2000,-1417,-1692,-196,-1975,-268,809,19,790,100,1053,342,4607,4349,-3131,-5064,0,1034,-466,4128,3599,-3081,-3611,0,0
5786,1,132,2000,-1355,-1641,-169,-1973,-269,552,14,537,137,341,342,4461,3937,-3123,-5091,0,1030,-308,3959,3452,-2937,-3443,0,0
5796,1,128,2000,-1293,-1593,-260,-1948,-250,546,161,384,88,733,342,4146,4256,-2818,-4932,0,1014,-312,3786,3303,-2795,-3279,0,0
5806,1,128,2000,-1232,-1576,-164,-1886,-235,360,454,-94,25,1702,342,4368,4367,-2939,-4348,0,1045,-400,3625,3165,-2642,-3102,0,0
5816,1,128,2000,-1170,-1557,-191,-1859,-216,295,298,-3,65,1299,342,4212,4149,-2872,-4571,0,1078,-553,3464,3027,-2488,-2925,0,0
5826,1,128,2000,-1108,-1519,-229,-1875,-200,351,3,348,82,396,342,3886,3918,-2837,-4764,0,1096,-397,3300,2886,-2338,-2752,0,0
5837,1,128,2000,-1046,-1473,-298,-1842,-200,438,250,187,37,629,342,3586,4137,-2626,-4620,0,1079,-417,3127,2736,-2197,-2588,0,0
5847,1,128,2000,-984,-1416,-166,-1758,-180,403,614,-210,11,2130,342,3977,4106,-2517,-3809,0,1110,-523,2967,2599,-2043,-2411,0,0
5857,1,132,2000,-923,-1212,-2,-1711,-159,1485,468,1016,-88,2538,342,3587,3555,-2600,-2654,0,1147,-652,2807,2463,-1889,-2233,0,0
5867,1,132,2000,-861,-1027,133,-1721,-170,1581,98,1482,-44,1893,342,3257,2508,-2554,-2167,0,1184,-730,2648,2326,-1734,-2056,0,0
5877,1,128,2000,-799,-1150,-135,-1715,-162,-90,112,-203,21,633,342,2921,2974,-2343,-3450,0,1202,-652,2484,2185,-1584,-1883,0,0
5887,1,128,2000,-737,-1134,-181,-1668,-142,199,327,-127,25,1054,342,2898,3132,-2088,-3405,0,1206,-679,2316,2041,-1437,-1713,0,0
5897,1,133,2000,-676,-867,11,-1617,-160,1614,423,1190,-218,3175,342,2485,3117,-2051,-1319,0,1240,-933,2156,1903,-1283,-1536,0,0
5907,1,133,2000,-614,-741,47,-1560,-153,1321,519,802,-275,4342,342,2303,3090,-1767,-571,0,1307,-1245,2004,1774,-1121,-1350,0,0
5917,1,128,2000,-552,-958,-255,-1502,-117,-788,518,-1307,-34,2063,342,2287,3176,-1511,-2801,0,1380,-1140,1854,1647,-957,-1163,0,0
5927,1,128,2000,-490,-941,-248,-1474,-137,-156,356,-512,-43,1966,342,2178,3088,-1569,-2776,0,1415,-1267,1694,1510,-803,-986,0,0
5937,1,128,2000,-429,-824,-159,-1450,-152,650,289,360,-75,1993,342,1965,2688,-1571,-2212,0,1462,-1265,1537,1377,-645,-805,0,0
5947,1,133,2000,-367,-608,-40,-1396,-124,1554,453,1100,-156,2532,342,1573,2242,-1402,-1080,0,1495,-1235,1377,1239,-492,-629,0,0
5957,1,135,2000,-305,-374,118,-1316,-124,2056,639,1417,-365,4789,342,1289,2326,-1246,803,0,1527,-1512,1216,1102,-338,-452,0,0
5967,1,135,2000,-243,-172,217,-1260,-168,1945,551,1394,-499,6664,342,996,2307,-976,2190,0,1597,-1952,1065,974,-175,-266,0,0
5977,1,129,2000,-182,-377,-23,-1240,-204,-646,345,-991,-200,3944,342,1057,1939,-829,-146,0,1697,-1945,921,853,-4,-73,0,0
5987,1,128,2000,-120,-485,-202,-1180,-144,-682,462,-1145,-79,2369,342,885,1933,-746,-1427,0,1775,-1903,772,727,160,115,0,0
5997,1,135,2000,-58,-191,14,-1142,-179,1545,400,1145,-194,4752,342,760,1524,-342,547,0,1832,-2251,617,595,320,299,0,0
6007,1,135,2000,3,109,246,-1079,-221,2347,519,1828,-429,7293,342,437,1404,-202,2870,0,1918,-2564,469,471,488,489,0,0
6017,1,131,2000,65,38,144,-985,-204,346,720,-373,-362,5943,342,241,1311,-299,2000,0,2028,-2560,328,352,661,685,0,0
6027,1,128,2000,127,-204,-245,-925,-191,-1248,473,-1721,-51,2987,342,153,1363,143,-745,0,2112,-2292,180,228,827,875,0,0
6037,1,128,2000,188,-245,-320,-724,-211,-733,307,-1040,39,1642,342,-21,1076,112,-1531,0,2144,-2292,21,92,980,1050,0,0
6047,1,128,2000,250,-165,-288,-504,-187,251,704,-453,-33,1846,342,-190,1134,189,-953,0,2171,-1923,-140,-46,1132,1225,0,0
6057,1,133,2000,311,319,95,-310,-159,3120,534,2586,-198,4290,342,-454,171,696,2134,0,2139,-1658,-316,-200,1270,1386,0,0
6067,1,135,2000,373,704,300,-40,-79,3354,465,2888,-315,6038,342,-957,-524,1236,4235,0,2128,-1781,-488,-348,1412,1552,0,0
6077,1,131,2000,299,496,184,215,51,-154,736,0,-342,4730,342,-1041,-63,580,3131,0,2177,-1959,-274,-162,1250,1362,0,0
6087,1,128,2000,323,140,-98,251,118,-1964,486,-2451,-45,2007,342,-614,69,504,344,0,2260,-1791,-318,-197,1327,1448,0,0
6097,1,0,2000,372,218,-3,238,79,-188,280,-469,15,2846,348,-229,-201,905,901,0,2303,-1472,-440,-301,1453,1592,0,0
6107,1,129,2000,438,359,124,301,103,635,449,186,-166,3197,250,-628,-258,614,2050,0,2287,-1308,-626,-462,1606,1770,0,0
6117,1,129,2000,489,340,50,375,168,189,632,-443,-166,2455,250,-826,-151,633,1743,0,2241,-1011,-775,-593,1713,1896,0,0
6127,1,133,2000,534,533,171,437,203,1256,628,627,-268,2700,250,-1189,-483,702,2870,0,2194,-647,-910,-710,1808,2007,0,0
6137,1,129,2000,579,591,228,490,247,777,568,209,-263,2652,250,-1184,-723,760,3173,0,2175,-421,-1038,-821,1909,2126,0,0
6147,1,0,2000,626,531,137,550,267,-98,583,-682,-83,653,285,-1175,-1182,909,2080,0,2118,101,-1181,-947,2006,2240,0,0
6157,1,0,2000,684,382,18,566,240,-855,552,-1408,-22,469,345,-845,-676,1013,1338,0,2030,377,-1360,-1104,2119,2375,0,0
6168,1,0,2000,752,408,-5,544,210,-125,387,-512,54,-584,405,-959,-1034,1157,1038,0,1950,780,-1566,-1285,2260,2541,0,0
6178,1,128,2000,734,619,60,567,188,1258,376,0,-80,904,264,-1250,-907,1617,2474,0,1864,1083,-1539,-1265,2197,2472,0,0
6188,1,133,2000,733,935,269,628,193,2337,518,1818,-305,2243,264,-1811,-1209,1690,4598,0,1781,1264,-1556,-1283,2173,2447,0,0
6198,1,129,2000,769,941,226,676,221,850,457,392,-283,2278,264,-1854,-1163,1875,4500,0,1719,1280,-1671,-1384,2243,2531,0,0
6208,1,128,2000,817,711,-18,713,221,-983,385,-1369,34,805,264,-1320,-1131,2393,2421,0,1667,1541,-1814,-1509,2343,2648,0,0
6218,1,128,2000,865,757,-1,743,213,-64,304,-368,72,1215,264,-1255,-1300,2633,2573,0,1603,1434,-1961,-1637,2439,2762,0,0
6228,1,128,2000,912,842,79,777,230,489,322,166,65,-288,264,-1620,-1950,2346,2697,0,1562,1831,-2101,-1760,2541,2882,0,0
6238,1,128,2000,960,915,20,828,237,541,409,132,-27,117,264,-1998,-1617,2564,3121,0,1472,1970,-2254,-1895,2632,2990,0,0
6248,1,132,2000,1008,1123,129,881,236,1482,453,1029,10,-441,264,-2342,-2526,2826,3748,0,1382,2263,-2407,-2030,2722,3098,0,0
6258,1,128,2000,1055,1073,77,928,234,273,423,-150,-27,288,264,-2184,-1991,2935,3793,0,1284,2335,-2562,-2167,2809,3204,0,0
6268,1,128,2000,1103,1032,72,965,234,-50,352,-402,84,87,264,-1849,-2166,3123,3429,0,1195,2514,-2714,-2302,2900,3312,0,0
6278,1,128,2000,1145,1067,123,999,202,213,308,0,140,729,264,-1564,-2340,3387,3668,0,1107,2532,-2851,-2423,2977,3405,0,0
6288,1,132,2000,1162,1210,99,1040,196,911,350,560,32,-100,264,-2407,-2526,3339,4066,0,1027,2661,-2916,-2482,2995,3429,0,0
6298,1,132,2000,1202,1408,26,1096,202,1603,445,1157,-49,-1526,264,-3550,-2909,3489,4353,0,940,2931,-3048,-2599,3069,3518,0,0
6308,1,129,2000,1250,1442,20,1151,178,691,463,227,-153,-283,264,-3564,-2407,3634,4967,0,838,2931,-3204,-2737,3156,3623,0,0
6318,1,128,2000,1297,1297,0,1184,143,-539,348,-887,21,497,264,-2634,-2250,3973,4362,0,749,2955,-3356,-2871,3246,3731,0,0
6328,1,128,2000,1345,1286,28,1201,109,-188,226,-415,38,818,264,-2423,-2239,4016,4442,0,665,3004,-3508,-3005,3338,3840,0,0
6338,1,132,2000,1369,1485,102,1235,79,1229,284,944,-23,456,264,-3025,-2798,4089,5190,0,580,3090,-3593,-3082,3372,3884,0,0
6348,1,133,2000,1398,1680,78,1293,44,1668,449,1219,-246,1349,264,-3886,-2457,4246,6343,0,492,2967,-3694,-3172,3419,3941,0,0
6358,1,129,2000,1445,1657,75,1343,0,322,454,-132,-150,550,264,-3830,-2841,4230,5865,0,424,2940,-3840,-3300,3512,4052,0,0
6368,1,0,2000,1493,1432,8,1339,-7,-1221,166,-1388,35,-772,271,-3286,-2950,3975,4384,0,357,2903,-3987,-3429,3608,4166,0,0
6378,1,0,2000,1547,1416,-21,1362,-56,-568,88,-656,90,-655,330,-3153,-2948,4174,4195,0,290,2903,-4152,-3574,3720,4297,0,0
6388,1,128,2000,1565,1618,105,1422,-70,1013,281,0,2,-100,250,-3550,-3405,4234,5277,0,239,2748,-4215,-3630,3750,4335,0,0
6398,1,133,2000,1584,1934,103,1473,-123,2241,428,1812,-177,737,250,-4630,-3532,4708,6689,0,213,2589,-4273,-3681,3788,4380,0,0
6408,1,129,2000,1625,1922,92,1533,-149,593,550,42,-185,909,250,-4645,-3466,4677,6643,0,192,2382,-4391,-3784,3880,4487,0,0
6418,1,128,2000,1670,1677,51,1523,-181,-1150,169,-1319,79,403,250,-3664,-3625,4673,5153,0,170,2178,-4519,-3895,3981,4605,0,0
6428,1,129,2000,1663,1710,-6,1513,-200,-217,35,0,155,-180,250,-3846,-3898,4937,4828,0,119,2195,-4512,-3891,3951,4572,0,0
6438,1,128,2000,1673,1783,-76,1572,-226,377,407,-30,11,153,250,-4414,-3471,4992,5278,0,66,2163,-4553,-3928,3962,4587,0,0
6448,1,132,2000,1709,1901,-145,1621,-236,898,478,419,-80,-771,250,-5303,-3602,4962,5425,0,18,2123,-4664,-4025,4035,4673,0,0
6458,1,132,2000,1754,2086,-166,1643,-243,1508,342,1166,27,-1927,250,-5874,-4509,5461,5401,0,-45,2257,-4803,-4147,4125,4780,0,0
6468,1,129,2000,1798,1868,-81,1648,-280,-716,202,-919,177,-1079,250,-4557,-4330,5353,4887,0,-120,2361,-4941,-4269,4209,4881,0,0
6478,1,128,2000,1803,1800,-132,1653,-313,-511,152,0,95,-714,250,-4609,-3809,5148,4816,0,-173,2142,-4967,-4293,4207,4880,0,0
6489,1,132,2000,1815,2032,-88,1689,-329,1176,334,841,-35,-686,250,-5450,-4146,5260,5805,0,-197,2076,-5006,-4328,4229,4907,0,0
6499,1,133,2000,1851,2105,-109,1729,-334,948,408,540,-162,-2027,250,-6300,-4296,4824,5894,0,-241,2052,-5115,-4424,4303,4995,0,0
6509,1,128,2000,1896,1965,-137,1776,-373,-527,501,-1028,-73,-998,250,-5512,-3853,5046,5532,0,-294,2088,-5252,-4543,4396,5104,0,0
6519,1,128,2000,1930,1889,-125,1780,-413,-580,223,0,100,50,250,-4694,-3914,5485,5194,0,-335,1909,-5355,-4634,4466,5187,0,0
6529,1,129,2000,1913,1992,-88,1763,-438,317,49,0,222,-490,250,-4771,-4675,5819,5158,0,-359,1942,-5315,-4600,4420,5135,0,0
6539,1,128,2000,1915,1986,-45,1807,-446,17,389,-372,53,165,250,-4865,-4177,5452,5753,0,-415,1957,-5332,-4617,4409,5125,0,0
6549,1,128,2000,1943,2104,-34,1864,-478,738,510,228,-91,1351,250,-5262,-3907,5562,6619,0,-458,1630,-5422,-4696,4466,5192,0,0
6559,1,132,2000,1984,2204,69,1874,-512,804,284,519,92,380,250,-5237,-5136,5714,6407,0,-447,1429,-5529,-4788,4564,5306,0,0
6569,1,129,2000,2000,2218,121,1863,-527,361,96,0,345,-1704,250,-5103,-6387,5782,5537,0,-419,1639,-5565,-4818,4609,5356,0,0
6579,1,129,2000,2000,2216,108,1875,-539,282,197,0,269,-1548,250,-5260,-6137,5642,5693,0,-449,1581,-5573,-4826,4601,5348,0,0
6589,1,128,2000,2000,2316,91,1922,-563,485,408,0,64,148,250,-5657,-5478,5760,6722,0,-523,1278,-5591,-4844,4583,5330,0,0
6599,1,128,2000,2000,2325,80,1946,-610,129,304,0,38,1084,250,-5641,-5292,5858,6892,0,-549,803,-5598,-4851,4576,5323,0,0
6609,1,129,2000,2000,2272,141,1928,-606,-228,40,0,291,-2351,250,-5664,-6761,5393,5503,0,-514,949,-5589,-4842,4585,5332,0,0
6619,1,129,2000,2000,2189,-20,1930,-585,-542,118,0,219,-2140,250,-5871,-5980,5428,5146,0,-493,845,-5584,-4837,4590,5337,0,0
6629,1,129,2000,2000,2173,-143,1983,-582,-228,349,0,150,-1078,250,-6010,-5276,5712,5218,0,-488,594,-5583,-4836,4591,5338,0,0
6639,1,129,2000,2000,2351,-66,1990,-596,938,205,0,150,36,250,-6085,-5619,6210,6110,0,-455,519,-5574,-4827,4600,5347,0,0
6649,1,129,2000,2000,2304,22,2006,-602,-33,205,0,163,-353,250,-5876,-5862,5807,6010,0,-450,453,-5573,-4826,4601,5348,0,0
6659,1,129,2000,2000,2207,-32,2040,-582,-488,300,0,167,-738,250,-5830,-5635,5596,5510,0,-459,350,-5575,-4828,4599,5346,0,0
6669,1,128,2000,2000,2296,28,2067,-582,382,287,0,124,-176,250,-5937,-5777,5662,6069,0,-445,220,-5572,-4825,4602,5349,0,0
6679,1,129,2000,2000,2312,1,2080,-586,182,189,0,188,-492,250,-5987,-6001,5835,5834,0,-421,173,-5566,-4819,4608,5355,0,0
6689,1,129,2000,2000,2250,-93,2095,-529,-264,58,0,212,-888,250,-6067,-5803,5855,5316,0,-421,104,-5566,-4819,4608,5355,0,0
6699,1,129,2000,2000,2239,-136,2167,-364,-151,260,0,189,-1511,250,-6337,-5791,5703,5085,0,-410,49,-5563,-4816,4611,5358,0,0
6709,1,129,2000,2000,2345,-105,2224,-286,587,269,0,221,-1616,250,-6525,-6218,5934,5337,0,-402,49,-5561,-4814,4613,5360,0,0
6719,1,128,2000,2000,2393,23,2272,-245,412,137,0,146,-1010,250,-6458,-6340,5669,5990,0,-373,-107,-5554,-4807,4620,5367,0,0
6729,1,0,2000,2000,2262,-66,2318,-139,-659,273,0,75,-1179,268,-6522,-5743,5296,5508,0,-321,-341,-5541,-4794,4633,5380,0,0
6739,1,128,2000,2000,2215,-107,2320,-79,-439,224,0,146,-233,298,-6099,-5489,5681,5375,0,-292,-393,-5534,-4787,4641,5387,0,0
6749,1,0,2000,2000,2291,-32,2306,-86,233,57,0,129,-49,352,-6182,-5787,5658,5778,0,-265,-510,-5527,-4780,4647,5394,0,0
6759,1,0,2000,2000,2315,37,2326,-28,221,158,0,120,-286,412,-6203,-6052,5459,5928,0,-235,-548,-5519,-4772,4655,5402,0,0
6769,1,0,2000,2000,2318,84,2370,29,99,391,0,123,-43,472,-6044,-6105,5432,6091,0,-230,-507,-5518,-4771,4656,5403,0,0
6779,1,129,2000,2000,2400,122,2358,51,509,101,0,226,-1065,502,-6264,-6933,5502,5877,0,-195,-644,-5509,-4762,4665,5412,0,0
6789,1,129,2000,2000,2398,168,2320,79,150,-195,0,323,-1631,502,-6066,-7379,5525,5651,0,-185,-488,-5507,-4760,4667,5414,0,0
6799,1,129,2000,2000,2426,153,2348,108,283,128,0,170,-1188,502,-6390,-6925,5359,6135,0,-191,-496,-5508,-4761,4666,5413,0,0
6810,1,129,2000,2000,2539,240,2411,154,809,438,0,178,-1045,502,-6518,-7418,5437,6586,0,-159,-652,-5500,-4753,4674,5421,0,0
6820,1,129,2000,2000,2467,118,2440,155,-189,328,0,208,-1241,502,-6560,-7106,5555,6025,0,-116,-738,-5490,-4743,4684,5431,0,0
6830,1,129,2000,2000,2376,82,2428,178,-514,50,0,173,-1252,502,-6497,-6761,5296,5739,0,-74,-895,-5479,-4732,4695,5442,0,0
6840,1,129,2000,2000,2277,207,2429,265,-984,57,0,183,-1129,502,-5935,-6815,4825,5717,0,-37,-895,-5470,-4723,4704,5451,0,0
6850,1,129,2000,2000,2370,225,2435,302,226,66,0,230,38,502,-5762,-6903,5410,6198,0,-14,-894,-5464,-4717,4710,5457,0,0
6860,1,129,2000,2000,2437,226,2446,281,374,120,0,204,902,502,-5835,-6835,5666,6603,0,21,-1102,-5455,-4708,4719,5466,0,0
6870,1,129,2000,2000,2381,227,2453,368,-199,98,0,201,-105,502,-5969,-6981,5242,6173,0,84,-1226,-5439,-4693,4735,5482,0,0
6880,1,129,2000,2000,2413,202,2422,418,216,-147,0,202,-505,502,-6183,-7079,5298,6131,0,116,-1147,-5431,-4684,4743,5490,0,0
6890,1,129,2000,2000,2519,244,2398,396,791,-129,0,212,462,502,-6171,-7251,5676,6679,0,155,-1311,-5422,-4675,4752,5499,0,0
6900,1,129,2000,2000,2542,364,2449,469,336,336,0,215,-426,502,-6216,-7817,5235,6747,0,206,-1300,-5409,-4662,4765,5512,0,0
6910,1,128,2000,2000,2334,258,2493,531,-1042,372,0,110,-162,502,-5990,-6729,4821,6287,0,233,-1217,-5402,-4655,4772,5519,0,0
6920,1,129,2000,2000,2273,115,2454,543,-681,-95,0,189,-546,502,-6039,-6558,5096,5567,0,260,-1282,-5395,-4648,4779,5526,0,0
6930,1,129,2000,2000,2361,116,2414,579,223,-154,0,216,-758,502,-6235,-6851,5353,5734,0,294,-1137,-5387,-4640,4787,5534,0,0
6940,1,128,2000,2000,2309,206,2452,597,-309,204,0,116,122,502,-5921,-6472,4987,6194,0,293,-1152,-5387,-4640,4787,5534,0,0
6950,1,128,2000,2000,2263,211,2483,610,-317,295,0,99,319,502,-5776,-6293,4869,6159,0,331,-1171,-5378,-4631,4796,5543,0,0
6960,1,128,2000,2000,2235,332,2480,661,-268,116,0,99,-367,502,-5627,-6669,4358,6158,0,362,-1116,-5370,-4623,4804,5551,0,0
6970,1,129,2000,2000,2326,386,2439,720,445,-162,0,161,-613,502,-5637,-7165,4603,6377,0,380,-865,-5365,-4619,4809,5556,0,0
6980,1,129,2000,2000,2386,288,2403,687,516,-214,0,188,393,502,-5689,-6894,5286,6539,0,358,-895,-5371,-4624,4803,5550,0,0
6990,1,128,2000,2000,2365,251,2426,699,-22,110,0,143,661,502,-5728,-6579,5282,6575,0,363,-889,-5370,-4623,4805,5551,0,0
