# motion pattern log x1.5 3.2V max-perf (read from RAM via SWD) n=612
t_ms,seg,slip,cmd_vx_body,cmd_vx,odom_vx,odom_vy,ground_vx,ground_vy,a_odom_x_cm,a_imu_x_cm,accel_res_cm,geom_res_x10,rot_res_mrad,accel_gain_x1000,w0_x100,w1_x100,w2_x100,w3_x100,cmd_vy,cmd_w_mrad,gyro_mrad,t0_x100,t1_x100,t2_x100,t3_x100,rx_stall,rx_restart,v0_x100,v1_x100,v2_x100,v3_x100
11916,9,132,-1411,-1436,-1259,1005,-1556,1122,774,-57,764,39,-1042,1000,5196,251,-5489,-1848,1589,1185,48,7259,-64,-6837,-587,0,0,144,-110,-175,45
11946,9,128,-1309,-1331,-1148,1084,-1456,1091,573,353,-53,15,70,1000,5237,105,-5231,-1105,1529,1177,-97,6855,-171,-6449,-417,0,0,110,-81,-126,-4
11976,9,0,-1217,-1240,-1153,946,-1431,1102,49,272,208,35,-1027,1000,4723,91,-5171,-1725,1450,1228,-212,6467,-189,-6035,-305,0,0,96,-92,-95,17
12006,9,128,-1120,-1142,-1088,942,-1332,1033,139,322,-96,50,-325,1000,4723,62,-4821,-1439,1379,1299,-310,6082,-233,-5620,-158,0,0,82,-87,-63,36
12036,9,128,-1022,-1044,-994,947,-1281,1002,254,175,-6,3,-20,1000,4467,31,-4639,-982,1303,1370,-259,5688,-267,-5193,-17,0,0,50,-63,-26,51
12066,9,0,-921,-946,-863,938,-1027,918,634,224,-21,-18,320,1000,4166,-78,-4237,-471,1226,1415,-105,5281,-306,-4766,114,0,0,36,-71,-8,98
12096,9,0,-822,-849,-835,881,-861,899,183,294,40,-29,219,1000,3996,57,-4025,-439,1140,1397,154,4849,-337,-4341,211,0,0,0,-75,25,122
12126,9,129,-725,-747,-620,1024,-749,841,554,478,-763,-175,1742,1000,3771,-22,-3814,1136,1053,1308,239,4383,-393,-3918,299,0,0,-45,18,68,14
12156,9,128,-625,-654,-625,693,-697,852,97,96,-45,-62,-281,1000,2990,85,-3173,-155,960,1190,646,3921,-425,-3509,348,0,0,-36,-128,22,138
12187,9,133,-492,-537,-213,450,-552,868,1581,165,2284,-200,-3620,1000,385,-694,-2692,72,843,1010,1093,3333,-469,-3003,398,0,0,-123,-16,88,-5
12217,9,64,-364,-418,-476,564,-485,709,-145,43,-170,-41,-1054,1000,2185,-210,-2662,-238,712,749,631,2691,-505,-2478,406,0,0,-201,-61,164,46
12247,9,133,-258,-298,-212,385,-307,525,825,396,652,-154,-1255,1000,752,-261,-2029,250,578,564,310,2063,-518,-1927,431,0,0,-203,3,191,3
12277,9,0,-176,-201,-257,337,-252,405,348,328,32,-73,-911,1000,1012,-188,-1766,-82,455,468,187,1537,-481,-1430,437,0,0,-166,-27,166,43
12307,9,0,-102,-121,-291,358,-220,336,-93,129,-246,-12,-194,1000,1458,-120,-1560,-79,353,395,211,1106,-448,-1021,443,0,0,-181,-26,179,41
12337,9,0,-43,-54,-190,323,-144,249,63,379,-522,-34,219,1000,1133,-158,-1227,238,260,351,53,733,-398,-653,438,0,0,-143,0,160,25
12367,9,0,7,-1,-181,241,-137,222,66,147,-12,3,-133,1000,950,-165,-1005,-57,177,346,70,428,-327,-334,421,0,0,-133,-20,149,46
12400,9,0,51,47,-110,193,-96,152,150,203,-210,-25,145,1000,714,-35,-681,219,109,287,244,152,-299,-75,411,0,1,-110,-27,126,37
12430,9,0,76,75,-68,125,-59,111,150,158,-54,-13,52,1000,490,-7,-395,176,65,198,322,-29,-282,71,380,0,1,-113,-45,103,42
12460,9,0,88,87,-27,66,-9,61,91,181,0,-4,54,1000,226,-45,-197,94,38,136,80,-132,-262,150,346,0,1,-94,-62,90,73
12490,10,0,89,88,17,25,24,24,118,146,0,-1,70,1000,-19,-113,-39,84,26,177,-135,-146,-228,190,338,0,1,-18,-31,60,76
12520,10,0,82,81,45,3,39,12,118,49,0,-3,85,1000,-91,-70,126,175,21,655,57,-18,-80,305,429,0,1,82,33,79,127
12550,10,0,72,72,31,5,33,4,-39,-41,0,-10,177,1000,257,292,387,473,21,1673,1237,261,199,538,655,0,1,154,127,135,190
12580,10,0,63,63,22,10,24,0,-122,-44,0,-14,297,1000,822,851,887,1005,15,3020,3276,611,570,868,956,0,1,159,163,138,156
12611,10,0,60,60,36,37,-2,6,117,-107,0,2,477,1000,1436,1278,1458,1624,6,4371,5352,940,933,1219,1272,0,1,117,176,169,135
12641,10,0,56,56,-8,32,12,1,-129,-1,0,-4,661,1000,2008,1886,1823,1982,-6,5725,7067,1266,1314,1578,1572,0,1,123,147,161,165
12671,10,0,50,50,0,-9,5,0,-116,-49,0,20,1286,1000,2355,2301,2403,2268,-19,7072,8032,1593,1694,1932,1869,0,1,156,169,156,167
12701,10,0,46,46,44,21,-16,-21,345,-65,0,2,1297,1000,2570,2484,2705,2806,-34,8423,9287,1913,2078,2295,2165,0,1,155,214,175,135
12731,10,0,31,31,-4,-31,-32,-11,-9,-246,0,12,1289,1000,2926,2999,3041,2846,-50,9723,10494,2249,2474,2622,2420,0,1,179,184,141,155
12761,10,0,24,23,-37,-71,-43,10,85,-82,0,-21,486,1000,2915,3303,3022,2801,-60,10050,11491,2331,2599,2712,2461,0,1,67,67,53,75
12791,10,0,21,20,-52,26,-105,-20,87,-181,0,-48,-599,1000,2684,2774,2287,2603,-56,9466,10972,2200,2450,2549,2315,0,1,-57,63,87,-5
12821,10,0,22,22,-68,40,-87,0,87,-137,0,23,283,1000,2801,2493,2290,2328,-64,8455,9666,1929,2214,2318,2050,0,1,-73,40,63,-22
12851,10,0,19,19,-45,-15,-32,-21,81,264,0,14,172,1000,2202,2185,2040,1893,-64,7397,8135,1674,1955,2045,1779,0,1,-9,4,-6,3
12881,10,0,15,15,-22,3,-68,0,63,-98,0,26,-76,1000,1778,1634,1660,1542,-69,6316,6694,1406,1706,1777,1488,0,1,-57,4,17,-16
12911,10,0,14,14,-35,-9,-39,-30,40,-8,0,-11,93,1000,1396,1475,1249,1250,-65,5009,5270,1089,1372,1438,1166,0,1,-78,-18,-1,-33
12942,10,0,13,13,-32,-4,-5,-28,-32,181,0,-4,364,1000,1079,1105,932,918,-62,3659,3666,760,1030,1091,831,0,1,-86,-25,-8,-41
12972,10,0,13,13,-9,-28,-8,-27,34,95,0,-10,239,1000,543,710,617,537,-59,2330,2141,433,691,752,504,0,1,-57,-52,-40,-17
13002,10,0,12,12,0,-12,-6,-20,48,0,0,1,42,1000,296,343,352,292,-55,1229,1231,169,408,465,235,0,1,-82,-22,-13,-38
13032,10,0,10,10,17,-27,5,-15,123,13,0,3,-35,1000,-34,72,175,45,-49,490,269,0,212,263,58,0,1,-80,5,-5,-57
13062,10,0,7,7,18,-15,10,-7,60,-1,0,-4,-25,1000,-215,-125,-58,-97,-42,241,-486,-41,143,178,0,0,1,-29,25,14,-24
13092,10,0,4,4,16,-12,14,-4,13,-4,0,-5,47,1000,-195,-112,-64,-84,-39,457,-514,27,198,217,49,0,1,0,45,49,31
13122,10,0,0,0,10,3,12,-3,-45,-22,0,-5,17,1000,-13,0,22,68,-37,554,63,67,225,225,67,0,1,-27,41,43,0
13152,10,0,-3,-3,-2,-1,6,-1,-106,-26,0,-5,-29,1000,52,82,42,59,-37,491,266,60,217,202,43,0,1,-36,34,38,-13
13182,10,0,-3,-3,-1,-19,-2,-5,6,-15,0,-5,116,1000,16,122,90,29,-36,428,124,46,199,184,30,0,1,-31,36,38,-8
13212,10,0,-2,-2,-11,2,-4,-1,-45,0,0,-3,-5,1000,35,33,-34,-12,-33,407,30,44,184,174,33,0,1,-31,37,43,-4
13243,10,0,-2,-2,4,-5,2,2,14,13,0,-9,4,1000,-37,32,3,26,-34,398,15,40,184,175,29,0,1,-29,39,42,-6
13273,10,0,-2,-2,3,0,0,1,18,-1,0,0,-11,1000,-9,-7,13,9,-33,395,16,41,181,171,30,0,1,-27,42,45,-4
13303,11,0,-3,-3,-6,1,0,3,-60,-4,0,-1,86,1000,47,45,4,17,-34,380,27,38,182,168,21,0,1,-34,38,42,-11
13333,11,0,-2,-2,1,-14,2,1,10,16,0,-2,-116,1000,-71,4,-2,-48,-33,11,-13,-56,87,77,-67,0,1,-87,-35,-22,-65
13363,11,0,-2,-2,2,7,0,0,9,-6,0,6,-270,1000,-216,-282,-233,-231,-32,-898,-686,-280,-144,-154,-291,0,1,-184,-122,-88,-162
13393,11,0,-3,-3,11,-17,9,-7,17,12,0,6,-404,1000,-758,-708,-625,-723,-30,-2222,-2426,-604,-477,-492,-621,0,1,-191,-152,-114,-172
13423,11,0,-1,-1,11,-16,14,-17,77,60,0,26,-662,1000,-1257,-1306,-1119,-1308,-24,-3573,-4342,-936,-834,-839,-941,0,1,-186,-152,-113,-166
13453,11,0,-1,-1,30,5,13,-12,196,-48,0,21,-848,1000,-1753,-1867,-1612,-1678,-18,-4924,-6059,-1262,-1186,-1190,-1268,0,1,-183,-149,-115,-168
13483,11,0,-4,-4,13,-7,22,-28,5,26,0,26,-818,1000,-2074,-2158,-1965,-2113,-13,-6274,-7497,-1582,-1528,-1547,-1604,0,1,-185,-158,-122,-167
13513,11,0,-9,-9,15,-31,23,-24,-133,54,0,8,-1151,1000,-2567,-2468,-2351,-2522,-8,-7624,-8785,-1896,-1866,-1908,-1946,0,1,-186,-169,-137,-170
13543,11,0,-8,-1,82,26,-18,-9,625,-215,0,21,114,1000,-2621,-2801,-2309,-2264,0,-8975,-10085,-2242,-2239,-2244,-2248,0,1,-191,-125,-145,-234
13574,11,0,0,-6,-55,-41,13,-65,-166,-4,0,71,-1102,1000,-2772,-2943,-2856,-3380,3,-10062,-10887,-2491,-2507,-2538,-2527,0,1,-207,-219,-101,-90
13604,11,0,-13,-12,-23,16,2,-32,-391,59,0,58,-707,1000,-2824,-3172,-2995,-3204,5,-10609,-11473,-2607,-2634,-2694,-2677,0,1,-122,-118,-115,-138
13634,11,0,-5,-5,-21,-13,-41,-78,96,-176,0,-35,-315,1000,-3007,-2795,-3070,-2970,16,-10615,-11538,-2609,-2679,-2703,-2636,0,1,-97,-111,-70,-68
13664,11,0,-5,-5,-32,-10,-14,-73,-53,22,0,23,-327,1000,-2766,-2838,-2875,-3040,18,-10082,-11200,-2471,-2552,-2576,-2498,0,1,-26,-96,-52,4
13694,11,0,-5,-5,-41,-1,-8,-23,-130,150,0,43,-166,1000,-2407,-2618,-2597,-2821,23,-9007,-10277,-2194,-2294,-2317,-2221,0,1,1,-30,16,35
13724,11,0,-4,-4,-34,3,-13,-1,-50,42,0,-23,146,1000,-2118,-2037,-2316,-2209,21,-7657,-8824,-1863,-1954,-1973,-1885,0,1,16,-13,32,48
13754,11,0,-6,-6,-9,0,-22,16,-20,-39,0,-20,17,1000,-1794,-1702,-1846,-1754,15,-6306,-7115,-1530,-1599,-1627,-1563,0,1,23,-2,42,52
13784,11,0,-7,-6,29,62,1,13,266,56,0,-40,360,1000,-1329,-1402,-1463,-997,13,-4956,-5497,-1193,-1255,-1287,-1231,0,1,17,59,69,4
13814,11,0,0,0,-10,0,-21,26,117,-26,0,7,165,1000,-905,-943,-959,-992,0,-3605,-3965,-901,-901,-901,-901,0,1,39,20,63,65
13844,11,0,-7,-7,-18,15,9,3,-136,43,0,17,61,1000,-458,-615,-617,-637,8,-2254,-2376,-529,-566,-599,-567,0,1,47,29,71,71
13874,11,0,-6,-6,-3,11,9,1,-36,58,0,3,-227,1000,-227,-291,-292,-261,7,-904,-834,-196,-228,-256,-229,0,1,57,38,78,77
13905,11,0,-7,-1,13,3,9,-1,19,14,0,-10,-196,1000,72,112,119,189,0,445,692,116,112,106,109,0,1,185,132,96,158
13935,11,0,-8,0,15,9,-7,12,82,-94,0,-6,-176,1000,678,670,714,789,0,1796,3035,449,449,448,448,0,1,158,154,136,163
13965,11,0,-9,-8,9,-66,2,27,91,-24,0,-41,-374,1000,951,1434,1273,1183,-5,3137,5156,798,817,775,750,0,1,177,108,85,176
13995,11,0,0,0,2,22,5,21,4,94,0,-17,693,1000,1781,1764,1693,1869,0,4120,6433,1030,1030,1030,1030,0,1,80,100,103,110
14025,11,0,0,0,0,0,2,21,-49,23,0,6,635,1000,1882,1852,1887,1857,0,4560,6843,1140,1140,1140,1140,0,1,41,64,67,71
14055,11,0,0,0,4,2,-21,28,30,-105,0,-6,275,1000,1743,1762,1751,1793,0,4460,6776,1115,1115,1115,1115,0,1,-6,26,28,22
14085,11,0,0,0,3,6,-8,-6,33,-46,0,-8,81,1000,1507,1521,1498,1565,0,3820,6015,955,955,955,955,0,1,-54,-13,-10,-26
14115,11,0,0,-4,-27,33,-2,-12,-88,-13,0,-18,-101,1000,1233,1165,946,1161,3,2649,4636,680,663,644,657,0,1,-171,-63,17,-51
14145,11,0,-5,0,-4,-15,13,-13,-49,90,0,-8,-54,1000,650,754,687,660,1,1298,2793,329,323,319,324,0,1,-58,-77,-104,-64
14175,11,0,-3,-3,0,-9,-2,-10,47,10,0,-6,-60,1000,189,259,228,214,8,-51,943,10,-24,-38,-5,0,1,-154,-131,-110,-134
14205,11,0,-4,-4,6,-14,4,-14,41,-5,0,-5,139,1000,-387,-296,-291,-326,12,-1402,-1454,-316,-370,-388,-338,0,1,-181,-185,-147,-163
14236,11,0,-7,-7,0,-8,1,-4,-55,-22,0,16,-143,1000,-983,-1022,-946,-1057,15,-2752,-3873,-640,-707,-740,-678,0,1,-178,-164,-126,-159
14266,11,0,-11,-11,15,-27,13,-18,37,26,0,-12,-523,1000,-1689,-1506,-1498,-1550,19,-4029,-5744,-941,-1026,-1078,-1001,0,1,-144,-146,-114,-131
14296,11,0,-17,-16,0,6,15,-13,-16,64,0,3,-453,1000,-1719,-1759,-1742,-1729,21,-3885,-6491,-885,-981,-1060,-976,0,1,3,-17,-20,-22
14326,11,0,-18,-17,9,-29,-21,10,122,-142,0,-19,-297,1000,-1588,-1367,-1417,-1450,17,-3117,-5550,-696,-779,-863,-793,0,1,75,7,2,45
14356,11,0,-22,-22,-11,4,15,8,-95,96,0,-21,308,1000,-1054,-979,-1136,-1024,13,-1860,-4497,-380,-443,-547,-500,0,1,82,50,82,95
14386,11,0,-23,-22,22,11,-3,25,127,-7,0,-18,236,1000,-632,-587,-576,-429,6,-509,-2450,-52,-90,-197,-176,0,1,149,101,68,89
14416,11,0,-23,-23,-12,5,-7,16,-40,-56,0,-13,381,1000,7,42,-84,-4,2,832,-416,276,257,147,148,0,1,149,170,180,184
14446,11,0,-25,-24,5,39,5,19,-43,30,0,-26,361,1000,646,604,496,791,-3,1827,2212,516,521,407,384,0,1,106,153,126,101
14476,11,0,-20,-20,3,5,-9,7,129,12,0,-13,250,1000,1001,1040,992,1078,-4,2281,3866,617,626,532,508,0,1,54,71,62,71
14506,11,0,-20,-20,1,-1,-20,8,67,-156,0,1,392,1000,1171,1170,1187,1174,-4,2195,4308,595,605,511,486,0,1,0,24,16,15
14537,11,0,-20,-20,-13,0,-6,4,-47,10,0,4,142,1000,1017,992,951,928,-2,1568,3748,442,444,349,333,0,1,-54,-20,-26,-35
14567,11,0,-19,-19,-8,-15,3,-9,-39,67,0,-3,133,1000,623,699,643,590,2,408,2407,157,142,52,54,0,1,-107,-77,-94,-116
14597,11,0,-16,-16,8,-20,-2,-7,121,13,0,1,283,1000,45,130,179,89,4,-941,142,-184,-207,-282,-271,0,1,-186,-170,-142,-183
14627,11,0,-17,-17,-1,-18,9,-6,-19,41,0,-9,346,1000,-625,-502,-557,-590,7,-2139,-2636,-475,-511,-591,-567,0,1,-142,-135,-106,-133
14657,11,0,-18,-18,14,-18,5,-16,86,-48,0,-6,-126,1000,-1157,-1045,-1008,-1050,9,-2244,-4149,-494,-539,-624,-593,0,1,-18,-35,-10,-14
14687,11,0,-20,-20,-1,-15,9,-4,-42,30,0,-23,94,1000,-1028,-858,-980,-939,7,-1589,-3914,-329,-366,-461,-438,0,1,39,13,40,46
14717,11,0,-23,-23,13,11,7,15,-10,26,0,-2,239,1000,-639,-671,-620,-554,5,-500,-2714,-52,-82,-191,-178,0,1,102,76,69,73
14747,11,0,-24,-24,-2,8,-4,10,-25,-78,0,-14,140,1000,-200,-174,-257,-156,2,464,-920,185,167,54,54,0,1,137,127,98,114
14777,11,0,-24,-24,-10,9,-2,4,-82,-15,0,3,-46,1000,333,271,237,261,0,977,1158,309,300,187,178,0,1,55,68,55,63
14807,11,0,-23,-23,-9,10,-3,0,-32,9,0,2,-22,1000,580,518,485,514,-1,647,2129,222,218,110,97,0,1,-12,13,-13,-26
14837,11,0,-20,-19,-7,12,-10,-1,5,-2,0,6,22,1000,467,383,378,399,-1,81,1614,71,69,-23,-35,0,1,-64,-37,-43,-71
14868,11,0,-18,-18,-5,-10,-8,-10,25,15,0,0,120,1000,100,145,116,71,0,-390,304,-48,-55,-140,-146,0,1,-60,-52,-53,-77
14898,11,0,-16,-16,-12,-8,-1,-6,-22,35,0,2,202,1000,-129,-109,-152,-207,3,-425,-807,-56,-75,-151,-144,0,1,-5,-6,-11,-28
14928,11,0,-15,-15,-4,1,-1,3,2,8,0,-7,-48,1000,-190,-163,-221,-182,5,-195,-706,1,-25,-95,-80,0,1,17,10,8,6
14958,11,0,-15,-15,5,10,0,2,36,-1,0,-5,-83,1000,-62,-79,-84,-8,5,-12,-139,47,20,-50,-34,0,1,14,13,5,1
14988,11,0,-15,-15,5,6,0,0,58,3,0,-7,22,1000,34,42,35,96,3,-15,190,42,24,-46,-39,0,1,-3,0,-8,-17
15018,11,0,-15,-14,0,-7,-1,-2,12,-11,0,3,-90,1000,4,21,38,-7,2,-65,140,27,13,-55,-52,0,1,-20,15,5,-37
15048,12,0,3499,42,32,18,1,-1,209,-20,228,-3,-9,1000,-65,-116,19,126,2,78,-8,-91,-86,114,140,0,1,-228,-189,244,284
15078,12,133,3499,221,531,320,123,-21,2136,380,1738,-377,3352,1000,-810,-236,400,3707,0,754,-6,-415,-336,709,796,0,1,-248,-137,354,320
15108,12,195,3499,401,806,583,227,-103,249,276,-30,-582,6566,1000,-758,-266,656,6132,-1,1952,-283,-611,-456,1438,1583,0,1,-182,-10,376,308
15138,12,199,3497,581,933,422,309,-166,1611,428,1115,-547,5870,1000,-1125,-58,1633,6308,-5,3302,1261,-773,-531,2210,2403,0,1,-194,-36,408,357
15168,12,192,3480,761,692,-48,377,-185,-699,264,-756,-130,2778,1000,-841,225,2842,3495,-20,4653,2899,-954,-582,3005,3202,0,1,-220,-128,447,464
15199,12,195,3421,937,910,95,487,-259,191,414,-130,-245,4792,1000,-676,387,3464,5342,-55,6003,3809,-1165,-578,3841,3955,0,1,-221,-19,466,398
15229,12,195,3285,1105,1064,-107,517,-356,390,298,114,-217,4821,1000,-1079,781,4721,5660,-119,7353,5166,-1408,-486,4725,4629,0,1,-228,15,490,385
15259,12,197,3009,1254,1085,-630,540,-418,370,274,1308,-207,485,1000,-2681,1371,5461,4133,-219,8704,7238,-1669,-263,5650,5181,0,1,-250,1,490,378
15289,12,192,2488,1365,915,-530,524,-537,-1320,285,-1226,-114,2229,1000,-1005,2127,5877,4482,-360,10052,8777,-1903,145,6580,5551,0,1,-248,137,490,298
15319,12,196,1679,1416,1040,-1119,439,-662,401,150,2077,-127,620,1000,-2505,3246,7525,3721,-532,11098,10371,-2112,689,7368,5625,0,1,-266,203,490,212
15349,12,197,579,1398,754,-1097,268,-775,-496,364,909,-276,-734,1000,-2139,4104,6292,3160,-709,11598,11175,-2276,1275,7869,5362,0,1,-308,287,490,74
15379,12,132,-704,1313,350,-1221,150,-1031,-1411,79,999,-136,509,1000,-489,5486,6462,2006,-867,11561,11868,-2355,1837,8031,4819,0,1,-293,284,398,-20
15409,12,132,-1877,1178,-19,-1332,-100,-1224,-1092,95,1249,-19,-1556,1000,68,5842,5652,47,-983,10983,11978,-2352,2288,7841,4081,0,1,-244,211,257,-49
15439,12,128,-2740,1011,-200,-1033,-372,-1147,-661,-181,193,-95,-790,1000,963,5741,4325,280,-1050,9866,11181,-2303,2558,7326,3220,0,1,-227,182,159,-114
15469,12,129,-3193,832,-263,-1000,-461,-963,66,301,225,-273,-2650,1000,-16,5417,2821,-290,-1067,8516,9691,-2184,2681,6606,2362,0,1,-134,141,59,-92
15499,12,133,-3306,655,-531,-656,-584,-758,-729,212,1111,-155,-1434,1000,1587,4908,1629,-653,-1039,7165,8322,-1985,2697,5785,1592,0,1,-127,107,34,-77
15530,12,132,-3178,487,-678,-391,-668,-542,-573,92,1056,-53,-565,1000,2574,4241,777,-901,-975,5814,6907,-1741,2603,4900,919,0,1,-109,70,0,-61
15560,12,132,-2925,333,-712,-255,-692,-322,-114,231,583,-6,-702,1000,2657,3512,119,-1207,-882,4464,5557,-1480,2410,3981,339,0,1,-73,27,-54,-42
15590,12,132,-2639,194,-694,-74,-645,-126,-26,283,456,35,-565,1000,2718,2615,-483,-1227,-767,3114,4123,-1220,2130,3046,-158,0,1,-49,0,-96,-131
15620,12,0,-2390,69,-653,-14,-644,-49,3,194,240,36,-964,1000,2181,1833,-1067,-1541,-638,1763,2356,-969,1781,2109,-589,0,1,-23,-33,-136,-125
15650,12,0,-2235,-45,-613,4,-640,8,383,-51,-291,69,97,1000,2015,1448,-1099,-1631,-499,413,638,-728,1387,1174,-975,0,1,13,-59,-185,-114
15680,12,0,-2187,-155,-642,61,-593,47,-119,162,133,47,-250,1000,1698,976,-1819,-2012,-356,-940,-851,-492,972,238,-1342,0,1,31,-78,-224,-118
15710,12,0,-2235,-266,-610,139,-598,96,-83,-26,-26,21,-1084,1000,1274,351,-2422,-2153,-215,-2287,-1741,-256,564,-691,-1711,0,1,44,-84,-348,-161
15740,12,0,-2361,-384,-647,135,-608,108,-133,82,123,-3,-1022,1000,967,164,-2908,-2555,-79,-3600,-3188,-2,192,-1618,-2101,0,1,136,-74,-389,-175
15770,12,0,-2539,-514,-705,130,-651,88,-39,-37,-408,32,-347,1000,1071,98,-3063,-2921,44,-3931,-4350,507,124,-2301,-2301,0,1,336,27,-341,-103
15800,12,132,-2697,-660,-884,181,-760,115,-753,-48,567,77,817,1000,2138,674,-3110,-3023,150,-3345,-3978,1253,365,-2746,-2351,0,1,392,126,-311,-102
15830,12,0,-2773,-818,-1015,151,-890,121,-617,-127,363,-24,720,1000,2522,1610,-3298,-2920,235,-2261,-2672,2120,808,-3050,-2350,0,1,439,180,-310,-114
15861,12,192,-2777,-984,-1104,104,-1001,149,138,-218,-359,-102,497,1000,2797,2412,-3302,-2793,305,-1212,-1290,2969,1297,-3344,-2407,0,1,457,194,-350,-157
15891,12,133,-2735,-1153,-1350,35,-1083,223,-968,-274,581,-151,2522,1000,3982,4021,-3091,-2747,367,-467,-325,3735,1736,-3702,-2564,0,1,457,166,-393,-170
15921,12,128,-2660,-1322,-1275,300,-1125,300,-35,-110,227,-17,698,1000,4320,2642,-3457,-2573,430,-214,500,4379,2048,-4185,-2841,0,1,426,176,-459,-284
15951,12,193,-2560,-1488,-1476,392,-1264,368,83,-423,-548,-164,115,1000,4627,3158,-4617,-2734,500,-389,666,4922,2231,-4784,-3205,0,1,425,151,-490,-285
15981,12,192,-2457,-1649,-1521,487,-1303,441,-127,-258,-50,16,-12,1000,5194,2468,-4621,-3184,580,-580,302,5468,2373,-5401,-3538,0,1,434,149,-490,-269
16011,12,192,-2353,-1805,-1627,531,-1396,523,-262,-175,-151,-41,-134,1000,5350,2664,-5210,-3361,671,-688,49,6041,2500,-6010,-3817,0,1,436,136,-490,-241
16041,12,192,-2246,-1953,-1626,556,-1474,550,138,-221,-327,-43,-747,1000,5273,2490,-5390,-3425,773,-720,190,6631,2599,-6607,-4033,0,1,422,113,-490,-222
16071,12,64,-2136,-2081,-1734,628,-1614,640,-538,-111,45,69,-14,1000,6091,2438,-5393,-3680,899,-756,30,7212,2596,-7213,-4152,0,1,425,51,-490,-158
16101,12,132,-2024,-2097,-1673,874,-1740,727,101,-302,615,99,-435,1000,6333,1520,-5881,-3230,998,-747,-45,7450,2402,-7485,-4004,0,1,190,43,-299,-138
16131,12,132,-1923,-1994,-1423,501,-1745,739,1039,-299,2020,71,-355,1000,4798,1795,-4562,-3280,923,-679,-446,7042,2354,-7048,-3849,0,1,-65,141,-16,-187
16161,12,128,-1830,-1859,-1273,180,-1639,683,424,361,223,-102,-2682,1000,2801,2031,-4481,-3713,838,-512,-519,6551,2278,-6485,-3601,0,1,103,17,-157,-46
16192,12,128,-1739,-1759,-1333,457,-1655,630,-70,26,-92,32,-479,1000,4286,1687,-4439,-3134,787,-323,-712,6227,2209,-6082,-3378,0,1,40,120,-64,-126
16222,12,0,-1637,-1659,-1341,372,-1525,499,199,127,7,47,-507,1000,4177,1866,-4225,-3352,733,-111,-694,5906,2156,-5668,-3158,0,1,45,61,-55,-48
16252,12,0,-1534,-1556,-1229,326,-1334,376,208,223,2,4,-205,1000,3805,1933,-3839,-2925,685,84,-529,5581,2073,-5263,-2917,0,1,55,51,-56,-32
16282,12,132,-1425,-1448,-1134,334,-1219,357,507,140,415,16,250,1000,3743,1816,-3452,-2523,644,234,-369,5247,1954,-4875,-2665,0,1,41,44,-38,-21
16312,12,0,-1316,-1340,-1027,332,-1098,342,412,172,267,-37,-28,1000,3320,1687,-3339,-2131,607,319,-138,4900,1807,-4510,-2418,0,1,35,29,-38,-14
16342,12,0,-1201,-1228,-1053,428,-1018,381,-157,187,-390,-18,-235,1000,3616,1478,-3580,-2060,572,342,71,4533,1632,-4158,-2174,0,1,-28,22,14,-12
16372,12,0,-1079,-1108,-946,314,-915,333,113,405,-261,-8,-406,1000,3066,1412,-3092,-2065,543,328,7,4149,1414,-3813,-1906,0,1,-8,-27,-1,43
16402,12,0,-929,-979,-824,292,-856,316,460,236,282,10,-215,1000,2795,1191,-2646,-1754,516,300,60,3738,1166,-3452,-1612,0,1,-103,-32,88,56
16432,12,133,-749,-807,-456,47,-695,291,1095,625,503,-241,-2372,1000,325,1065,-2279,-1135,473,237,390,3170,847,-2960,-1241,0,1,-57,-125,17,121
16462,12,0,-630,-664,-503,292,-563,312,-621,522,-1436,-106,-1088,1000,1564,618,-2284,-732,454,95,515,2706,517,-2612,-920,0,1,-112,-51,57,26
16493,12,0,-483,-527,-487,285,-510,272,288,219,-100,-13,-213,1000,1843,506,-1858,-758,393,-14,200,2188,311,-2173,-690,0,1,-195,-32,153,28
16523,12,0,-391,-410,-355,250,-347,239,-256,443,-945,-95,-63,1000,1245,485,-1664,-289,330,-59,63,1738,175,-1761,-505,0,1,-129,8,105,-17
16553,12,0,-293,-313,-344,146,-319,183,100,221,-68,11,-389,1000,1138,328,-1240,-795,275,-62,-49,1366,72,-1403,-342,0,1,-123,-63,105,37
16583,12,0,-209,-222,-273,142,-248,145,240,269,-10,-3,-354,1000,863,169,-1138,-612,230,-24,-237,1042,-24,-1073,-173,0,1,-107,-61,110,34
16613,12,0,-147,-154,-214,122,-178,106,110,294,-180,-16,-159,1000,660,138,-957,-438,190,58,-327,799,-69,-797,-43,0,1,-72,-59,93,65
16643,12,0,-101,-104,-145,115,-126,114,204,284,-17,1,-67,1000,560,7,-669,-240,152,153,-172,615,-75,-567,45,0,1,-50,-33,76,58
16673,12,0,-69,-70,-90,97,-82,98,176,182,52,-4,-131,1000,421,-9,-456,-55,121,172,117,469,-77,-410,82,0,1,-47,-34,54,45
16703,12,0,-49,-49,-55,84,-46,76,117,145,0,-4,-154,1000,335,-24,-307,52,96,117,285,349,-81,-315,78,0,1,-33,-37,28,30
16733,12,0,-36,-36,-35,64,-30,55,57,64,0,0,-38,1000,259,-33,-195,62,78,43,187,261,-88,-261,61,0,1,-12,-35,9,20
16763,13,0,3499,-6,-7,45,-14,42,89,27,60,3,-28,1000,110,-102,-120,56,70,-45,12,142,-161,-193,105,0,1,-146,-205,89,178
