Designator,Mid X,Mid Y,Rotation,Layer
D1,160.4,-108.0,180.0,top
D2,160.4,-100.2,180.0,top
J1,164.4,-108.4,45.0,top
R1,157.0,-108.0,0.0,top
R2,157.0,-100.2,0.0,top
