Designator,Mid X,Mid Y,Rotation,Layer
C1,238.7,-108.1,0.0,top
C10,192.6,-94.7,180.0,bottom
C11,179.5,-112.6,0.0,bottom
C12,232.7,-77.6625,90.0,top
C13,179.5,-114.1,0.0,bottom
C14,185.9,-86.7,180.0,bottom
C15,170.3,-111.8,270.0,bottom
C16,208.6,-112.3625,90.0,bottom
C17,179.3875,-100.89,0.0,bottom
C18,176.65,-104.09,90.0,bottom
C2,242.031713,-89.642625,180.0,top
C24,192.6,-84.2,0.0,bottom
C3,233.531713,-98.142625,270.0,top
C4,242.031713,-106.642625,180.0,top
C5,250.531713,-98.142625,270.0,top
C6,242.031713,-88.142625,0.0,top
C7,232.0,-98.1625,90.0,top
C8,242.031713,-108.142625,0.0,top
C9,192.6375,-96.2,180.0,bottom
D10,258.6,-72.0,180.0,top
D11,258.6,-78.1,180.0,top
D13,258.6,-73.5,0.0,top
D14,258.6,-75.1,0.0,top
D15,258.6,-79.6,180.0,top
D3,258.6,-76.6,180.0,top
D6,192.1,-112.8,90.0,top
D7,258.6,-67.5,180.0,top
D8,258.6,-69.0,180.0,top
D9,258.6,-70.5,180.0,top
J1,201.25,-91.615,0.0,top
J15,173.8,-96.33,0.0,top
J16,192.3,-117.6,180.0,top
J2,192.6,-91.4,180.0,bottom
J3,182.1,-117.255,0.0,top
J5,202.3,-117.65,180.0,top
J6,244.2,-115.1,180.0,top
L1,175.0201,-84.0,180.0,bottom
LS1,187.8,-103.5,180.0,bottom
Q1,197.1,-100.3,180.0,bottom
Q2,197.1,-106.1,180.0,bottom
R1,247.281713,-90.392625,45.0,top
R10,188.7,-112.1125,90.0,top
R11,190.2,-112.1,270.0,top
R12,262.1,-67.5,0.0,top
R13,262.1,-69.0,0.0,top
R14,262.1,-70.5,0.0,top
R15,262.1,-72.0,0.0,top
R16,262.1,-78.1,0.0,top
R17,262.1,-79.6,0.0,top
R18,262.1,-73.5,180.0,top
R19,262.1,-75.1,180.0,top
R2,171.5875,-107.9,0.0,bottom
R20,199.6,-112.5125,270.0,bottom
R21,178.5,-108.3875,90.0,bottom
R3,171.5875,-109.4,180.0,bottom
R4,180.0,-108.4,90.0,bottom
R5,236.281713,-91.392625,315.0,top
R6,262.1,-76.6,0.0,top
R7,187.8,-110.8,180.0,bottom
R8,259.9,-87.6125,270.0,top
R9,258.4,-87.6,270.0,top
ROTSW1,169.69,-74.64,0.0,top
SW1,232.1,-122.5,180.0,top
SW2,189.25,-74.35,180.0,top
SW3,179.7,-74.4,180.0,top
SW4,213.24,-121.75,0.0,top
SW5,226.4,-122.5,180.0,top
SW6,220.6,-122.5,180.0,top
U1,242.1,-98.1,225.0,top
U10,262.4,-105.23,0.0,bottom
U2,175.612501,-110.7,180.0,bottom
U3,252.3175,-61.395,180.0,top
U4,254.8,-95.06,0.0,top
U5,179.4,-104.1,90.0,bottom
U6,262.4,-86.39,180.0,bottom
U8,204.1,-112.4,270.0,bottom
Y1,238.0,-89.4,225.0,top
