Designator,Mid X,Mid Y,Rotation,Layer
C1,238.7,-108.75,0.0,top
C10,192.6,-94.7,180.0,bottom
C11,180.1625,-113.8,0.0,bottom
C12,235.3,-80.375,270.0,bottom
C13,180.1625,-115.3,0.0,bottom
C14,185.7,-88.925,180.0,bottom
C15,168.95,-111.725,270.0,bottom
C16,208.6,-112.3625,90.0,bottom
C17,179.3875,-100.89,0.0,bottom
C18,169.9,-105.725,90.0,bottom
C2,243.25,-89.0,225.0,top
C24,192.6,-84.2,0.0,bottom
C3,239.25,-100.0,45.0,bottom
C4,242.0,-107.25,180.0,top
C5,246.75,-97.5,225.0,bottom
C6,246.5,-89.25,225.0,top
C7,233.0,-94.75,0.0,top
C8,242.0,-108.75,0.0,top
C9,192.6375,-96.2,180.0,bottom
D10,262.4125,-98.65,180.0,top
D11,262.4125,-104.75,180.0,top
D13,262.4125,-100.15,0.0,top
D14,262.4125,-101.75,0.0,top
D3,262.4125,-103.25,180.0,top
D6,192.1,-112.8,90.0,top
D7,262.4125,-94.15,180.0,top
D8,262.4125,-95.65,180.0,top
D9,262.4125,-97.15,180.0,top
J1,201.25,-91.615,0.0,top
J15,173.8,-102.235,0.0,top
J16,192.5,-118.0,180.0,bottom
J2,192.6,-91.4,180.0,bottom
J3,182.25,-118.0,0.0,bottom
J5,202.5,-118.0,180.0,bottom
J6,217.5,-118.0,180.0,bottom
L1,175.0201,-84.0,180.0,bottom
LS1,188.5,-103.5,180.0,bottom
Q1,197.8,-100.3,180.0,bottom
Q2,197.8,-106.1,180.0,bottom
R1,249.0,-92.75,135.0,bottom
R10,188.7,-112.1125,90.0,top
R11,190.2,-112.1,270.0,top
R12,262.4125,-94.15,0.0,bottom
R13,262.4125,-95.65,0.0,bottom
R14,262.4125,-97.15,0.0,bottom
R15,262.4125,-98.65,0.0,bottom
R16,262.4125,-104.75,0.0,bottom
R18,262.4125,-100.15,180.0,bottom
R19,262.4125,-101.75,180.0,bottom
R2,171.65,-109.075,0.0,bottom
R20,199.6,-112.5125,270.0,bottom
R21,179.5,-109.9125,90.0,bottom
R3,171.65,-110.575,180.0,bottom
R4,181.0,-109.925,90.0,bottom
R5,235.75,-91.5,225.0,bottom
R6,262.4125,-103.25,0.0,bottom
R7,188.5,-111.5,180.0,bottom
R8,261.0,-74.0125,270.0,top
R9,262.5,-74.0,270.0,top
ROTSW1,169.69,-74.64,0.0,top
SW1,244.9,-121.475,270.0,bottom
SW2,189.25,-74.35,180.0,top
SW3,179.7,-74.4,180.0,top
SW4,237.46,-121.65,0.0,bottom
SW5,250.0,-121.5,270.0,bottom
SW6,255.0,-121.475,270.0,bottom
U1,242.1,-98.1,225.0,top
U10,258.5,-102.89,0.0,bottom
U2,175.95,-111.85,180.0,bottom
U3,252.3175,-61.395,180.0,top
U4,254.8,-100.975,180.0,top
U5,179.4,-104.1,90.0,bottom
U6,258.5,-74.0,180.0,bottom
U8,204.1,-112.4,270.0,bottom
Y1,238.0,-89.4,225.0,top
