t_ms,tcs_on,slip,target_vx,cmd_vx,odom_vx,odom_vy,ground_vx,ground_vy,a_odom_x_cm,a_imu_x_cm,accel_res_cm,geom_res_x10,rot_res_mrad,accel_gain_x1000,w0_x100,w1_x100,w2_x100,w3_x100,cmd_vy,cmd_w_mrad,gyro_mrad,t0_x100,t1_x100,t2_x100,t3_x100,rx_stall,rx_restart,v0_x100,v1_x100,v2_x100,v3_x100
221,1,64,2288,59,210,26,266,40,-314,-233,56,-15,126,1000,-628,-590,325,587,-10,-58,-407,-197,-129,150,127,0,1,170,86,-154,-101
231,1,0,2388,0,155,45,220,38,-428,-252,187,-35,-55,1000,-520,-492,66,483,0,-49,-366,-12,-12,-12,-12,0,1,10,19,1,-12
241,1,0,2488,0,108,27,150,33,-467,-426,0,-57,-29,1000,-460,-270,-45,376,0,-32,-345,-8,-8,-8,-8,0,1,4,10,1,-6
251,1,0,2588,0,141,20,99,34,-4,-488,0,-30,62,1000,-487,-381,138,415,0,3,-359,0,0,0,0,0,1,14,17,0,-6
261,1,0,2688,0,137,32,105,30,-32,-221,0,0,87,1000,-380,-465,179,375,0,25,-348,6,6,6,6,0,1,18,25,6,-1
271,1,0,2788,0,113,13,121,20,-145,0,0,-19,-127,1000,-423,-351,89,279,0,-1,-265,0,0,0,0,0,1,7,10,-3,-8
281,1,0,2889,0,96,27,97,20,-147,-147,0,-14,34,1000,-286,-301,79,304,0,-1,-212,0,0,0,0,0,1,10,17,6,-1
291,1,0,2989,0,84,34,78,22,-121,-165,0,-6,108,1000,-210,-295,68,278,0,29,-237,7,7,7,7,0,1,8,17,7,-1
301,1,0,3089,0,75,27,80,19,-103,-51,0,5,67,1000,-191,-303,79,201,0,59,-256,14,14,14,14,0,1,12,19,10,3
311,1,0,3189,0,62,11,70,16,-118,-71,0,4,-15,1000,-193,-238,77,133,0,46,-196,11,11,11,11,0,1,10,14,8,4
321,1,0,3289,0,53,23,53,14,-94,-124,0,-1,9,1000,-133,-205,39,166,0,21,-120,5,5,5,5,0,1,4,11,7,0
634,2,0,1500,-6,-2,-3,0,-3,-11,2,0,-7,14,1000,-11,35,-11,6,-1,-6,1,12,16,-13,-21,0,1,78,69,-80,-96
644,2,64,1537,-71,-5,0,1,-2,-43,13,56,1,-53,1000,3,-2,-19,-32,-1,-9,1,189,169,-167,-199,0,1,160,140,-137,-169
654,2,64,1612,-151,-50,0,-14,-1,-262,-49,213,-16,-119,1000,72,130,-191,-131,-1,-8,0,408,357,-355,-417,0,1,189,181,-174,-203
664,2,64,1701,-231,-94,-2,-60,0,-384,-240,143,-33,5,1000,180,311,-302,-195,-1,0,-14,629,548,-542,-634,0,1,229,213,-195,-234
674,2,64,1797,-311,-129,0,-114,-5,-358,-373,-15,-39,-111,1000,234,373,-435,-304,-1,3,-20,848,737,-730,-851,0,1,245,226,-209,-249
684,2,64,1896,-391,-147,6,-152,-9,-249,-365,-116,-19,-78,1000,342,350,-439,-377,-1,10,-38,1068,928,-917,-1068,0,1,259,238,-212,-256
694,2,64,1996,-472,-180,-18,-177,-14,-334,-314,20,0,-38,1000,441,454,-400,-542,-1,14,-23,1290,1119,-1106,-1287,0,1,272,243,-231,-275
704,2,64,2095,-552,-222,-22,-211,-12,-396,-317,78,-28,-20,1000,500,643,-547,-598,-1,8,-1,1507,1306,-1296,-1507,0,1,284,255,-245,-287
714,2,196,2195,-631,-338,-67,-259,-19,-896,-355,541,-117,345,1000,631,1335,-843,-718,-1,1,-1,1722,1491,-1485,-1726,0,1,298,265,-259,-285
724,2,192,2295,-711,-407,-69,-293,-28,-695,-346,349,-105,549,1000,871,1503,-941,-905,-1,49,-85,1953,1691,-1662,-1932,0,1,316,279,-268,-295
734,2,64,2395,-791,-423,-8,-347,-20,-418,-359,59,-71,268,1000,1031,1237,-1110,-976,-1,61,-94,2174,1883,-1848,-2148,0,2,331,301,-279,-324
744,2,197,2495,-871,-604,7,-415,-5,-1218,-479,738,-195,49,1000,1250,1894,-1925,-1215,0,35,-36,2387,2065,-2043,-2373,0,2,348,325,-306,-350
754,2,192,2595,-951,-593,50,-440,-12,-467,-340,126,-121,-400,1000,1350,1473,-1926,-1370,0,33,-27,2605,2253,-2232,-2592,0,2,352,333,-309,-366
764,2,192,2695,-1031,-653,87,-475,-9,-561,-348,212,-106,-688,1000,1556,1429,-2178,-1558,0,11,15,2818,2436,-2426,-2816,0,2,355,343,-315,-382
774,2,197,2795,-1111,-764,-39,-530,13,-940,-474,465,-180,320,1000,1686,2405,-2096,-1718,0,61,-77,3049,2638,-2602,-3021,0,3,392,353,-332,-367
784,2,197,2884,-1191,-873,11,-580,0,-979,-483,495,-308,294,1000,1760,2805,-2837,-1694,0,133,-249,3286,2844,-2773,-3222,0,3,400,376,-321,-355
794,2,193,2924,-1271,-884,44,-627,-13,-456,-476,-19,-243,78,1000,1943,2547,-2826,-1844,0,169,-220,3513,3041,-2953,-3432,0,4,405,385,-349,-401
805,2,193,2940,-1351,-958,-49,-654,17,-680,-338,341,-200,815,1000,2226,3001,-2506,-2153,0,221,-291,3745,3243,-3129,-3637,0,4,414,372,-335,-362
815,2,193,1866,-1005,-1143,-36,-676,27,-1414,-274,-1144,-224,1038,1000,2755,3518,-2984,-2531,-24,-284,-313,2626,2355,-2382,-2861,0,4,-21,-7,35,56
825,2,193,1922,-928,-1104,2,-730,-13,-119,-456,346,-305,-850,1000,2147,3130,-3584,-2579,-22,-75,-33,2472,2221,-2153,-2596,0,4,-24,12,31,65
835,2,196,2004,-848,-761,36,-760,-4,1867,-313,2185,-121,-599,1000,1726,1845,-2343,-1915,-20,128,-55,2308,2079,-1918,-2323,0,4,-67,-37,83,96
845,2,196,2097,-768,-589,31,-713,24,1754,203,1548,-84,-182,1000,1462,1496,-1698,-1396,-18,120,74,2092,1884,-1736,-2102,0,4,-124,-89,85,94
855,2,197,2194,-688,-395,54,-651,-1,1784,411,1381,-150,612,1000,1041,1354,-1255,-479,-16,64,96,1862,1677,-1566,-1894,0,4,-147,-107,130,140
865,2,197,2282,-608,-265,175,-619,-26,1489,367,1143,-172,1378,1000,1032,976,-1129,316,-14,80,-26,1652,1487,-1378,-1668,0,4,-147,-79,161,157
875,2,193,2321,-528,-276,84,-572,-11,450,436,3,-159,595,1000,737,1009,-1086,-93,-12,111,46,1445,1302,-1186,-1438,0,4,-162,-113,131,140
885,2,192,2337,-448,-305,-44,-516,8,-7,502,-533,-139,167,1000,553,1271,-857,-519,-10,70,241,1220,1099,-1012,-1226,0,4,-159,-139,118,153
895,2,192,2015,-367,-222,48,-471,-14,513,469,49,-104,368,1000,618,808,-757,-150,-8,-33,193,979,880,-854,-1030,0,4,-76,-41,51,60
905,2,193,1675,-288,-152,20,-426,-7,546,464,77,-179,205,1000,176,859,-749,107,-6,-22,206,767,689,-668,-805,0,4,-96,-58,64,119
915,2,192,1536,-207,-221,8,-375,-4,-219,488,-709,-87,103,1000,518,804,-672,-315,-5,-54,238,544,488,-492,-591,0,4,-79,-52,54,63
925,2,64,1480,-127,-270,12,-326,-8,-375,418,-793,-21,54,1000,813,758,-623,-574,-3,-87,331,319,285,-314,-375,0,4,-69,-48,49,51
935,2,64,1457,-47,-258,4,-303,3,-58,227,-288,7,-23,1000,808,660,-524,-635,-1,-162,337,86,73,-149,-172,0,4,-69,-54,41,37
945,2,0,1448,0,-237,4,-268,-3,110,238,0,9,-19,1000,758,606,-467,-582,0,-191,337,-47,-47,-47,-47,0,4,-56,-49,5,1
955,2,0,1444,0,-226,23,-221,0,85,348,0,6,-28,1000,748,535,-500,-513,0,-206,318,-51,-51,-51,-51,0,4,-64,-51,3,-7
965,2,0,1443,0,-209,11,-203,12,128,260,0,5,-77,1000,652,498,-461,-519,0,-192,258,-48,-48,-48,-48,0,4,-64,-54,-2,-9
975,2,0,1442,0,-186,37,-200,14,184,105,0,8,-51,1000,617,347,-489,-441,0,-159,118,-39,-39,-39,-39,0,4,-30,-19,29,20
985,2,0,1442,0,-160,24,-180,28,244,137,0,-1,-50,1000,467,313,-452,-402,0,-78,-3,-19,-19,-19,-19,0,4,-37,-26,15,8
995,2,0,1442,0,-142,16,-149,23,211,222,0,-2,-34,1000,388,275,-406,-380,0,-37,-75,-9,-9,-9,-9,0,4,-29,-21,17,13
1005,2,0,1442,0,-127,26,-130,18,172,194,0,5,-15,1000,391,204,-369,-331,0,-37,-65,-9,-9,-9,-9,0,4,-30,-18,17,10
1015,2,0,1442,0,-126,24,-121,22,69,127,0,9,36,1000,408,212,-334,-323,0,-41,-49,-10,-10,-10,-10,0,4,-31,-19,16,10
1025,2,0,1442,0,-110,18,-108,20,94,128,0,0,-79,1000,300,186,-341,-301,0,-31,-60,-7,-7,-7,-7,0,4,-27,-18,15,10
1035,2,0,1442,0,-90,26,-93,19,159,144,0,1,9,1000,280,124,-293,-224,0,-4,-99,-1,-1,-1,-1,0,4,-23,-11,18,10
1045,2,0,1442,0,-82,25,-80,18,109,129,0,7,-9,1000,260,88,-263,-221,0,6,-104,1,1,1,1,0,4,-21,-10,18,11
1055,2,0,1442,0,-74,20,-70,17,67,107,0,3,-16,1000,227,98,-236,-193,0,-4,-69,-1,-1,-1,-1,0,4,-21,-11,15,9
1065,2,0,1442,0,-64,21,-61,14,90,104,0,0,-23,1000,203,85,-215,-152,0,-17,-36,-4,-4,-4,-4,0,4,-22,-12,13,6
1766,3,64,1502,96,90,-36,87,-27,-47,-59,-41,-1,38,1000,-293,-96,318,206,-33,42,64,-316,-135,317,207,0,4,68,-180,-103,179
1776,3,64,1549,93,96,-8,85,-29,24,-49,188,-13,-87,1000,-304,-170,220,282,40,14,106,-175,-311,130,336,0,4,90,-204,-120,198
1787,3,196,1628,91,116,78,88,-15,105,0,456,4,43,1000,-117,-429,142,502,119,-11,123,-22,-500,-70,475,0,4,121,-211,-143,198
1797,3,64,1719,88,85,68,98,38,-150,47,-95,15,-100,1000,-45,-382,101,354,199,-26,188,133,-687,-268,617,0,4,150,-223,-161,205
1807,3,64,1816,86,70,59,88,70,-150,-17,-273,19,-265,1000,-50,-367,61,248,279,-73,209,281,-881,-475,752,0,4,163,-238,-179,214
1817,3,64,1915,83,56,78,73,92,-171,-72,-153,20,-207,1000,39,-366,0,263,360,-99,213,436,-1071,-677,892,0,4,192,-254,-201,230
1827,3,64,2015,81,32,83,62,114,-195,-42,-179,24,-311,1000,104,-352,-78,176,440,-118,236,591,-1259,-876,1034,0,4,216,-274,-227,241
1837,3,64,2114,78,32,136,56,127,-79,-4,153,21,-149,1000,238,-429,-170,326,519,-148,236,742,-1448,-1077,1171,0,4,244,-289,-255,259
1847,3,196,2214,76,47,213,54,155,54,7,442,34,-56,1000,394,-660,-266,504,599,-158,219,899,-1632,-1274,1315,0,4,264,-305,-275,275
1857,3,196,2314,73,102,308,43,186,359,-66,574,68,-596,1000,352,-1241,-417,620,679,-154,183,1060,-1814,-1468,1462,0,4,274,-316,-290,273
1867,3,192,2377,70,63,332,34,185,-127,-79,330,39,-420,1000,488,-1089,-591,668,759,-174,192,1215,-2002,-1667,1603,0,4,280,-323,-296,286
1877,3,196,2403,68,-46,393,37,214,-700,-13,432,56,431,1000,1130,-826,-766,635,839,-131,89,1386,-2173,-1851,1760,0,4,278,-323,-282,297
1887,3,196,1487,-99,-99,504,51,241,-624,78,702,127,1724,1000,1919,-855,-694,834,504,-71,-71,1564,-2337,-2027,1924,0,4,301,-321,-267,321
1897,3,192,1518,-89,-52,458,40,256,128,-44,253,101,1134,1000,1464,-980,-728,743,453,24,-227,1116,-851,-1271,628,0,4,-56,45,98,-32
1907,3,196,1590,-73,74,159,46,285,794,32,2144,2,-77,1000,57,-607,-244,450,374,35,-124,926,-700,-1047,523,0,4,-150,77,125,-97
1917,3,196,1679,-58,88,133,69,261,358,159,745,-5,-394,1000,-101,-610,-221,406,295,-44,-12,713,-570,-845,395,0,4,-171,86,135,-99
1927,3,64,1775,-42,80,127,62,201,117,-12,69,0,-265,1000,-74,-587,-209,368,217,5,-122,534,-410,-612,300,0,4,-157,94,146,-83
1937,3,64,1873,-27,72,128,53,159,-21,-92,-115,6,-155,1000,-48,-604,-227,317,138,63,-291,356,-247,-376,206,0,4,-151,101,155,-75
1947,3,64,1972,-11,56,86,59,116,-79,11,-26,25,-174,1000,-68,-533,-143,131,60,175,-361,191,-70,-126,126,0,4,-164,121,178,-97
1957,3,0,2072,0,70,67,73,69,47,88,-139,19,-133,1000,-150,-502,-72,152,0,217,-378,54,54,54,54,0,4,36,50,30,19
1967,3,0,2172,0,64,56,73,34,-23,36,0,16,41,1000,-115,-408,-21,167,0,244,-368,61,61,61,61,0,4,30,44,24,15
1977,3,0,2272,0,66,81,62,21,5,-47,0,-26,26,1000,-148,-350,-164,329,0,248,-286,62,62,62,62,0,4,15,39,17,0
1987,3,0,2372,0,56,61,53,33,-48,-74,0,-10,-40,1000,-93,-287,-71,259,0,231,-97,57,57,57,57,0,4,11,31,12,-2
2300,4,64,1520,0,-5,-3,-1,-2,-21,0,33,0,26,1000,19,26,2,-17,-46,40,0,-75,120,116,-80,0,4,-150,164,156,-156
2310,4,64,1587,0,-3,-38,-2,-8,8,-1,237,14,13,1000,-22,71,126,-107,-125,34,18,-230,307,303,-234,0,4,-173,180,177,-189
2320,4,64,1674,0,15,-43,-4,-37,189,-10,-70,3,130,1000,-76,102,190,-6,-206,26,40,-386,495,492,-390,0,4,-185,195,191,-178
2330,4,64,1769,0,-24,-106,-10,-80,-108,-19,70,39,-287,1000,-116,146,226,-421,-286,16,28,-542,681,678,-546,0,4,-218,226,223,-234
2340,4,64,1866,0,-13,-104,-17,-105,29,-43,-119,27,-299,1000,-174,142,216,-363,-366,18,28,-693,869,865,-697,0,4,-241,239,233,-249
2350,4,64,1965,0,-15,-96,-22,-115,12,-52,-162,13,6,1000,-127,215,208,-270,-446,70,-64,-833,1071,1067,-837,0,4,-241,263,248,-254
2360,4,64,2065,0,-4,-137,-22,-130,71,-46,92,9,-60,1000,-286,256,282,-351,-526,131,-160,-971,1274,1271,-975,0,6,-257,277,260,-261
2370,4,64,2165,0,4,-176,-20,-161,101,-42,88,17,129,1000,-336,337,446,-386,-606,181,-225,-1112,1475,1472,-1115,0,8,-262,291,273,-267
2380,4,64,2265,0,-4,-195,-16,-183,-3,-25,62,34,255,1000,-298,379,526,-467,-686,235,-290,-1251,1678,1675,-1255,0,12,-264,302,288,-269
2390,4,64,2365,0,-13,-233,-14,-201,-63,-18,185,47,44,1000,-380,392,565,-654,-766,281,-328,-1393,1878,1875,-1397,0,13,-274,312,300,-279
2400,4,64,2465,0,-4,-289,-18,-236,61,-37,290,53,-11,1000,-512,471,716,-768,-846,312,-337,-1538,2074,2071,-1542,0,13,-280,325,313,-286
2410,4,196,2564,0,9,-379,-11,-261,52,11,496,106,184,1000,-587,543,1116,-992,-926,382,-444,-1674,2280,2278,-1677,0,13,-268,337,328,-281
2420,4,192,2622,0,0,-386,-9,-281,4,4,105,68,132,1000,-681,652,993,-968,-1006,454,-479,-1809,2487,2484,-1812,0,13,-277,340,329,-286
2431,4,192,2645,0,60,-405,-24,-316,366,-104,-127,126,1043,1000,-543,626,1538,-753,-1086,521,-535,-1945,2693,2690,-1948,0,13,-255,339,329,-277
2441,4,129,1656,157,142,-473,-37,-336,421,-126,0,152,1873,1000,-656,716,2142,-526,-459,-616,-618,-1462,557,1299,-602,0,14,-32,42,29,-29
2451,4,192,1693,138,43,-475,-36,-342,-417,-42,120,123,841,1000,-664,812,1627,-959,-403,-486,-449,-1270,503,1155,-515,0,14,105,-21,-62,50
2461,4,196,1767,112,-45,-200,-30,-357,-616,8,1769,3,177,1000,-251,575,376,-514,-327,-156,-170,-972,468,998,-358,0,14,129,-5,-65,77
2471,4,196,1857,86,-52,-196,-24,-324,-302,39,474,-8,294,1000,-197,662,368,-450,-252,244,-86,-656,451,858,-184,0,14,141,-11,-77,86
2481,4,64,1953,60,-51,-177,-29,-264,-91,3,101,0,305,1000,-76,660,423,-358,-176,453,186,-388,386,671,-58,0,14,184,-46,-128,109
2491,4,64,2051,34,-58,-149,-38,-231,-80,-4,168,-5,194,1000,18,658,357,-279,-100,462,426,-170,271,433,17,0,14,197,-76,-169,107
2501,4,64,2151,8,-71,-89,-44,-170,-91,20,206,31,208,1000,307,517,336,-218,-24,270,654,-3,106,146,43,0,14,204,-100,-180,70
2511,4,0,2250,0,-81,-55,-55,-97,-97,-6,0,40,198,1000,456,475,292,-165,0,-8,811,-2,-2,-2,-2,0,14,-67,-69,-51,-47
2974,5,64,1520,25,-4,0,0,0,-9,5,-23,5,55,1000,39,14,19,-11,36,-31,6,-7,-153,-33,131,0,14,14,-147,-17,153
2984,5,64,1587,82,17,14,5,7,114,27,94,5,86,1000,14,-65,42,88,92,-32,7,-55,-420,-32,394,0,14,7,-180,-16,192
2994,5,64,1674,139,25,21,20,19,82,84,-4,-14,32,1000,-33,-48,0,170,149,-53,74,-107,-692,-37,651,0,14,-11,-191,-29,213
3004,5,64,1768,195,40,36,40,33,136,153,-15,-7,41,1000,-1,-110,45,252,205,-92,178,-164,-969,-46,904,0,14,-12,-219,-26,230
3014,5,64,1866,252,39,69,58,49,30,185,-19,-9,119,1000,100,-140,-2,355,262,-158,255,-227,-1252,-62,1151,0,14,-2,-238,-34,239
3024,5,64,1965,309,71,63,76,65,188,191,-41,-9,33,1000,-17,-218,76,414,318,-211,277,-288,-1532,-74,1400,0,14,-21,-267,-30,253
3034,5,64,2065,366,99,78,96,80,236,200,6,-5,18,1000,-57,-330,110,510,375,-243,285,-343,-1807,-82,1655,0,14,-26,-281,-27,269
3044,5,64,2165,422,111,105,120,98,192,237,0,-1,31,1000,-31,-431,88,585,431,-258,272,-393,-2078,-85,1914,0,14,-24,-294,-30,280
3054,5,64,2265,479,105,96,143,118,27,267,-297,17,-228,1000,-69,-523,64,433,487,-271,219,-444,-2348,-87,2174,0,14,-29,-308,-34,291
3065,5,64,2366,536,136,119,152,138,243,222,-31,23,-226,1000,-109,-679,81,532,544,-266,158,-490,-2615,-85,2440,0,14,-36,-323,-33,305
3075,5,196,2466,593,212,187,165,138,521,160,532,4,-56,1000,-222,-959,59,918,601,-248,20,-532,-2878,-80,2707,0,14,-51,-343,-37,332
3084,5,64,2565,649,246,207,195,169,420,197,244,-7,-226,1000,-344,-1104,24,1034,657,-184,20,-563,-3126,-63,2984,0,14,-52,-358,-44,347
3095,5,64,2649,706,277,235,236,196,379,248,188,-36,36,1000,-404,-1138,-11,1269,713,-110,-111,-591,-3375,-44,3266,0,14,-46,-357,-43,365
3105,5,64,2686,763,316,263,272,224,383,240,196,-34,159,1000,-462,-1310,12,1416,770,-11,-268,-614,-3617,-19,3553,0,14,-40,-352,-33,370
3115,5,64,2701,819,328,272,305,255,183,219,-63,-34,48,1000,-525,-1407,-26,1415,826,57,-348,-644,-3866,-1,3833,0,14,-40,-352,-38,370
3125,5,64,1702,312,344,290,341,288,180,295,127,-19,-51,1000,-539,-1561,-29,1425,253,-352,-394,-456,-1421,50,1249,0,14,-50,67,12,-74
3135,5,196,1762,250,280,226,375,312,-378,341,968,-9,-150,1000,-491,-1310,-32,1080,203,-121,-401,-326,-1102,80,1044,0,14,-30,85,23,-64
3145,5,192,1846,188,264,187,353,279,-204,-9,279,15,-335,1000,-515,-1289,34,860,153,127,-406,-190,-774,115,840,0,14,-28,96,28,-86
3155,5,64,1939,126,274,218,313,247,-37,-176,-250,-3,-68,1000,-477,-1292,-14,1035,102,252,-485,-86,-477,119,605,0,14,-22,106,24,-95
3165,5,64,2037,64,253,177,284,233,-136,-167,75,-20,-48,1000,-527,-1096,2,945,52,288,-469,-3,-203,100,348,0,14,-12,123,21,-111
3175,5,64,2136,6,235,176,264,203,-178,-127,-3,0,-107,1000,-446,-1110,-2,838,4,318,-455,72,53,82,105,0,14,0,132,24,-99
3185,5,0,2235,0,213,156,237,174,-211,-170,0,-11,-152,1000,-463,-1000,-48,749,0,363,-471,90,90,90,90,0,14,56,93,38,4
3195,5,0,2335,0,211,158,208,151,-113,-227,0,-10,96,1000,-384,-934,9,814,0,389,-449,97,97,97,97,0,14,59,99,42,6
3205,5,0,2436,0,203,162,187,144,-85,-225,0,-3,-10,1000,-313,-914,28,814,0,398,-229,99,99,99,99,0,14,35,82,25,-17
3215,5,0,2536,0,187,141,186,138,-150,-105,0,-1,-25,1000,-244,-772,104,782,0,254,22,63,63,63,63,0,14,-5,41,-9,-56
3225,5,0,2636,0,157,133,179,123,-237,-76,0,9,-149,1000,-141,-693,97,681,0,167,211,41,41,41,41,0,14,0,43,0,-45
3235,5,0,2736,0,141,128,153,110,-199,-160,0,1,-73,1000,-101,-604,68,664,0,68,215,17,17,17,17,0,14,5,45,6,-38
3245,5,0,2836,0,139,100,138,104,-132,-154,0,-3,9,1000,-136,-500,142,639,0,45,226,11,11,11,11,0,14,-2,33,-6,-46
3255,5,0,2936,0,125,80,130,90,-117,-105,0,-3,27,1000,-136,-416,161,565,0,31,217,7,7,7,7,0,14,2,32,-4,-39
3265,5,0,3036,0,93,73,109,78,-237,-145,0,-27,239,1000,-63,-214,85,564,0,26,198,6,6,6,6,0,14,6,34,3,-28
3275,5,0,3136,0,76,43,86,69,-165,-155,0,-36,322,1000,-85,-74,104,485,0,16,145,4,4,4,4,0,14,12,32,4,-18
3285,5,0,3236,0,80,22,79,48,-47,-101,0,-44,181,1000,-208,-69,91,423,0,31,74,7,7,7,7,0,14,19,32,3,-14
3295,5,0,3337,0,82,61,73,38,-20,-94,0,-4,42,1000,-102,-311,52,367,0,57,18,14,14,14,14,0,14,13,39,8,-20
3305,5,0,3437,0,68,55,63,38,-102,-115,0,2,40,1000,-71,-293,42,293,0,83,-20,20,20,20,20,0,14,16,40,11,-14
3315,5,0,3528,0,63,48,56,33,-82,-97,0,1,-45,1000,-93,-285,22,246,0,102,-20,25,25,25,25,0,14,14,38,8,-15
3325,5,0,3571,0,51,35,49,29,-107,-93,0,1,-9,1000,-87,-223,24,189,0,125,-55,31,31,31,31,0,14,18,38,10,-9
3638,6,64,1505,-13,-3,-2,0,-2,-16,4,15,1,-55,1000,-4,-4,-11,-31,-13,33,1,19,70,8,-52,0,14,3,151,24,-146
3648,6,64,1557,-67,-9,-19,0,-4,-36,15,118,4,-81,1000,-22,36,16,-91,-67,74,1,74,337,18,-295,0,14,-3,172,22,-189
3658,6,64,1637,-124,-29,-25,-17,-20,-125,-80,18,7,-81,1000,22,83,-14,-169,-124,86,-19,123,607,21,-555,0,14,7,197,21,-220
3668,6,64,1730,-180,-30,-35,-37,-35,-48,-145,-89,3,-12,1000,-12,109,-16,-195,-180,137,-133,182,886,34,-805,0,14,13,215,28,-222
3678,6,64,1827,-237,-42,-47,-51,-47,-84,-155,-39,-7,-2,1000,-52,170,-66,-249,-237,205,-238,246,1170,51,-1050,0,14,11,243,26,-231
3688,6,64,1925,-294,-73,-63,-67,-61,-225,-164,58,3,15,1000,17,244,-84,-399,-293,263,-293,306,1452,65,-1299,0,14,25,264,29,-244
3698,6,64,2025,-350,-82,-61,-87,-75,-120,-181,-94,12,-72,1000,36,209,-116,-465,-350,306,-318,363,1729,76,-1551,0,14,25,272,26,-258
3708,6,64,2125,-407,-90,-82,-108,-90,-81,-215,-122,20,-182,1000,13,236,-90,-568,-407,320,-298,413,1999,80,-1810,0,14,24,283,31,-268
3718,6,64,2225,-463,-97,-95,-124,-103,-103,-237,-104,42,-381,1000,14,187,-63,-704,-463,329,-269,462,2268,82,-2071,0,14,24,288,35,-281
3729,6,64,2325,-520,-147,-126,-143,-120,-354,-230,152,60,-512,1000,100,310,-87,-960,-520,335,-238,510,2537,83,-2332,0,14,40,306,35,-299
3739,6,64,2425,-577,-185,-158,-165,-141,-362,-193,202,45,-494,1000,117,516,-133,-1091,-577,353,-237,560,2808,88,-2590,0,14,44,323,31,-311
