37809,3,-800,-42,4,-783,11,1,1,1,1,494,495,493,494,0,2,0,2,1,0,2,1
37909,3,-800,53,17,-842,-34,1,1,1,1,497,499,498,499,0,2,0,2,0,0,-1,6
38009,3,-800,13,-25,-816,18,1,1,1,1,499,500,499,499,0,2,0,2,-1,0,0,1
38109,3,-800,-42,252,-778,6,1,1,1,1,494,495,493,494,0,2,0,2,0,0,-3,-7
38209,3,-800,79,-2,-926,1,1,1,1,1,499,500,499,499,0,2,0,2,0,0,-3,-2
38309,3,-800,7,44,-723,24,1,1,1,1,493,495,494,494,0,2,0,2,0,0,-4,-1
38409,3,-800,-32,14,-822,26,1,1,1,1,499,500,498,500,0,2,0,2,0,0,-3,2
38509,3,-800,26,24,-818,14,1,1,1,1,499,500,499,499,0,2,0,2,0,0,-8,0
38609,3,-800,37,-28,-828,4,1,1,1,1,494,495,494,494,0,2,0,2,0,0,2,-3
38709,3,-800,-18,29,-764,7,1,1,1,1,498,499,498,499,0,2,0,2,0,0,0,0
38809,3,-800,14,-11,-835,-16,1,1,1,1,498,499,499,499,0,2,0,2,1,-1,-10,-3
38909,3,-800,-36,-9,-875,19,1,1,1,1,495,496,494,495,0,2,0,2,0,-1,3,-1
39009,0,0,8,-12,-855,1,0,0,0,0,499,500,499,499,0,2,0,2,1,-1,1,0
39109,0,0,-39,-1,36,-14,0,0,0,0,487,486,484,420,0,2,0,2,0,-153609,2,-800,4,-821,0,-1,1,1,1,1,499,500,499,499,1,0,2,1,0,-15,12,3
53709,2,-800,-26,-799,-6,14,1,1,1,1,498,500,498,495,1,0,2,1,0,-15,4,0
53809,2,-800,3,-859,13,-11,1,1,1,1,493,492,494,494,1,0,2,1,0,-15,-6,-2
53909,2,-800,8,-847,-42,1,1,1,1,1,494,496,495,495,1,0,2,1,1,-15,-1,0
54009,0,0,-29,-780,4,9,0,0,0,0,494,493,493,456,1,0,2,1,0,-15,6,7
54109,0,0,0,-18,-14,-26,0,0,0,0,494,490,497,493,1,0,2,1,-1,-15,-2,-2
54209,0,0,-4,25,14,-6,0,0,0,0,492,489,499,497,1,0,2,1,1,-16,-1,-2
54309,0,0,-29,-48,-78,19,0,0,0,0,487,489,490,489,1,0,2,1,0,-16,0,0
54409,0,0,-9,-32,-39,1,0,0,0,0,497,444,498,491,1,0,2,1,1,-15,-3,-1
54509,0,0,-8,115,-34,-31,0,0,0,0,451,495,483,487,1,0,2,1,0,-15,0,-2
54609,0,0,55,25,31,21,0,0,0,0,491,485,493,483,1,0,2,1,0,-15,0,0
54709,0,0,7,-11,-59,-4,0,0,0,0,495,488,497,426,1,0,2,1,0,-15,-1,0
54809,0,0,-37,-2,-4,-4,0,0,0,0,491,497,492,496,1,0,2,1,0,-15,-1,-1
# rx_stall wheel=2 t=55220 SR=0x0014 CR3=0x00C1 NDTR=68 EN=1 RxState=0x22 Err=0x00
54909,0,0,-4,-12,41,6,0,0,0,0,448,493,378,489,1,0,3,1,0,-16,0,-2
55009,3,800,-4,-14,42,-4,1,1,1,1,498,499,498,498,1,0,3,1,0,-15,0,3
55109,3,800,-4,42,837,0,1,1,1,1,493,495,493,491,1,0,3,1,0,-16,5,-8
55209,3,800,16,-29,1046,8,1,1,1,1,498,499,498,499,1,0,3,1,0,-16,-7,0
55309,3,800,-57,-18,872,-6,1,1,1,1,493,495,494,494,1,0,3,1,0,-16,1,0
55409,3,800,-14,32,839,3,1,1,1,1,499,500,498,499,1,0,3,1,0,-16,-12,0
55509,3,800,-12,-38,830,-2,1,1,1,1,498,499,498,499,1,0,3,1,0,-16,1,0
55609,3,800,-38,37,739,3,1,1,1,1,494,495,494,494,1,0,3,1,0,-16,-19,-5
55709,3,800,-14,-6,822,-8,1,1,1,1,498,500,498,499,1,0,3,1,0,-16,-1,-1
55809,3,800,62,-9,794,0,1,1,1,1,494,495,494,494,1,0,3,1,-1,-16,14,4
55909,3,800,26,45,864,255,1,1,1,1,498,499,498,499,1,0,3,1,0,-16,0,-1
56009,3,800,-17,-62,979,3,1,1,1,1,498,500,498,499,1,0,3,1,0,-16,3,0
56109,3,800,-32,-18,883,-31,1,1,1,1,494,495,494,494,1,0,3,1,-1,-16,-3,0
56209,3,800,2,-87,782,-1,1,1,1,1,499,500,498,499,1,0,3,1,0,-16,-6,-7
56309,3,800,-14,-12,842,-256,1,1,1,1,493,495,494,494,1,0,3,1,0,-16,0,-1
56409,3,800,-16,-16,793,32,1,1,1,1,499,500,499,499,1,0,3,1,0,-16,-4,3
Robot Initialize Start
IMU Calibration loaded from flash  GyroBias[dps] X:+0.495 Y:-0.976 Z:-0.551
                      AccelBias[g]  X:-0.0147 Y:-0.0112
Robot Initialize Finish
t_ms,wheel_id,cmd_x100,w0_x100,w1_x100,w2_x100,w3_x100,s0,s1,s2,s3,f0,f1,f2,f3,e0,e1,e2,e3,gyro_mrad,yaw_mrad,ax_cm,ay_cm
100,0,0,-28,48,34,7,0,0,0,0,481,464,471,466,0,0,0,0,-1,-6,1,0
200,0,0,-26,-53,35,-12,0,0,0,0,459,496,494,456,0,0,0,0,1,-6,2,1
# rx_stall wheel=0 t=540 SR=0x00D4 CR3=0x0041 NDTR=60 EN=1 RxState=0x22 Err=0x00
300,0,0,38,-21,0,6,0,0,0,0,374,456,457,483,1,0,0,0,0,-6,-2,0
400,0,0,42,9,11,-17,0,0,0,0,452,493,495,498,1,0,0,0,0,-6,-2,-3
500,0,0,-13,0,-13,6,0,0,0,0,494,498,493,452,1,0,0,0,0,-6,1,0
600,0,0,22,-38,14,0,0,0,0,0,492,495,494,495,1,0,0,0,0,-6,3,2
700,0,0,-6,-19,13,-4,0,0,0,0,461,468,494,497,1,0,0,0,0,-6,0,2
Rock SPI stall detected (no master clock for 750ms), re-arming
800,0,0,-14,31,24,0,0,0,0,0,484,427,493,490,1,0,0,0,0,-6,0,-3
900,0,0,28,26,11,18,0,0,0,0,466,398,489,454,1,0,0,0,0,-6,1,0
1000,0,0,7,17,-76,-8,0,0,0,0,487,463,497,494,1,0,0,0,0,-6,-1,2
1100,0,0,9,-58,35,-6,0,0,0,0,470,488,491,493,1,0,0,0,0,-6,-2,-1
1200,0,0,-25,18,-19,-22,0,0,0,0,496,495,495,491,1,0,0,0,0,-6,-1,-3
1300,0,0,45,0,-7,-11,0,0,0,0,494,494,498,493,1,0,0,0,1,-6,1,-1
1400,0,0,-14,-45,-32,1,0,0,0,0,489,493,497,498,1,0,0,0,0,-6,1,0
1500,0,0,-11,22,19,35,0,0,0,0,466,452,467,491,1,0,0,0,0,-6,-2,-3
