t_ms,tcs_on,slip,target_vx,cmd_vx,odom_vx,odom_vy,ground_vx,ground_vy,a_odom_x_cm,a_imu_x_cm,accel_res_cm,geom_res_x10,rot_res_mrad,accel_gain_x1000,w0_x100,w1_x100,w2_x100,w3_x100,cmd_vy,cmd_w_mrad,gyro_mrad,t0_x100,t1_x100,t2_x100,t3_x100,rx_stall,rx_restart,v0_x100,v1_x100,v2_x100,v3_x100
29,1,0,3500,95,62,16,16,15,338,59,278,-16,63,1000,-157,-131,84,255,2,-1,3,-254,-230,217,264,0,0,-267,-239,223,267
59,1,133,3499,245,343,237,155,9,871,380,489,-214,2450,1000,-363,-260,301,2430,2,15,-131,-661,-579,575,677,0,0,-282,-195,263,248
89,1,129,3499,395,428,165,228,-9,679,279,398,-194,1553,1000,-868,-516,540,2301,1,34,50,-1066,-927,935,1091,0,0,-323,-246,250,250
119,1,129,3499,545,605,243,339,-37,650,354,292,-234,2589,1000,-1103,-833,858,3204,0,24,-247,-1482,-1281,1290,1497,0,0,-309,-214,301,285
149,1,133,3499,695,678,111,413,-65,704,235,471,-177,1368,1000,-1681,-1085,1235,2784,0,192,-15,-1851,-1590,1687,1946,0,0,-334,-269,286,305
180,1,129,3499,845,834,53,540,-58,822,458,362,-237,833,1000,-2457,-1278,1479,3116,-1,-17,73,-2315,-1993,1991,2301,0,0,-352,-297,281,313
210,1,129,3499,995,903,116,617,-68,-188,353,-538,-183,1581,1000,-2301,-1619,1733,3413,-3,146,-253,-2688,-2302,2390,2749,0,0,-347,-278,341,364
240,1,133,3499,1146,1281,-47,724,-45,1640,401,1243,-362,-126,1000,-4351,-1996,2249,4196,-4,196,181,-3088,-2641,2760,3170,0,0,-351,-322,273,331
270,1,128,3464,1295,1219,-142,792,-46,-115,69,-179,-133,-938,1000,-4057,-2381,2710,3172,-6,-64,257,-3565,-3055,3052,3510,0,0,-387,-374,290,374
300,1,129,3408,1445,1535,-278,929,-12,614,402,212,-377,-3168,1000,-6185,-2681,2690,3816,-8,-180,561,-4009,-3432,3382,3886,0,0,-384,-402,250,363
330,1,129,3348,1595,1419,-33,1034,-5,-224,491,-744,-158,-1589,1000,-4592,-3189,2718,3834,-13,-488,330,-4505,-3851,3671,4208,0,0,-466,-399,333,374
360,1,133,3285,1745,1709,-152,1328,-37,917,129,804,-179,-2061,1000,-5834,-3716,3455,4271,-21,-376,100,-4902,-4157,4071,4630,0,0,-414,-379,346,418
390,1,129,3210,1895,1816,-273,1665,-148,239,236,12,-376,-3019,1000,-6940,-3359,3341,4587,-30,-436,405,-5342,-4504,4430,5008,0,0,-465,-446,311,405
420,1,129,3132,2045,1928,-79,1848,-85,774,406,384,-288,-1283,1000,-6294,-3904,3757,5471,-40,-533,242,-5795,-4858,4782,5373,0,0,-487,-408,379,420
450,1,192,3047,2194,1873,69,1945,-44,-139,343,-520,-135,148,1000,-5269,-4243,3918,5536,-52,-376,-144,-6187,-5143,5202,5798,0,3,-490,-367,407,412
480,1,193,2952,2344,2218,-60,2158,19,232,458,-172,-334,-204,1000,-7029,-4402,4403,6511,-64,-105,-365,-6552,-5400,5653,6252,0,4,-490,-397,434,474
511,1,193,2849,2494,2372,96,2286,1,651,388,263,-334,1023,1000,-6874,-4859,4671,7508,-69,63,-491,-6928,-5698,6059,6693,0,6,-490,-380,429,461
541,1,192,2739,2644,2208,34,2295,101,-286,18,-354,-115,279,1000,-6173,-4962,4874,6380,-62,93,-130,-7316,-6060,6404,7122,0,9,-490,-427,384,460
571,1,129,2620,2716,2508,23,2414,61,636,324,0,-358,-942,1000,-7840,-5355,4696,7385,-43,126,-150,-7468,-6268,6536,7365,0,10,-278,-256,224,280
601,1,132,2505,2595,1885,2,2433,63,-1716,95,1812,-49,-415,1000,-5378,-4459,4185,5125,-46,70,-110,-7157,-5991,6243,7016,0,10,-184,-148,144,154
631,1,128,2407,2446,1772,50,2404,87,-206,-69,121,-41,147,1000,-4857,-4220,3932,4998,-41,230,-248,-6701,-5609,5922,6656,0,10,-156,-148,135,170
661,1,128,2308,2329,1711,75,2384,94,-69,12,79,-1,0,1000,-4574,-4252,3811,4778,-34,242,-169,-6365,-5347,5632,6353,0,10,-205,-167,169,181
691,1,128,2206,2226,1791,67,2344,86,460,44,-416,-110,-33,1000,-5048,-4155,3743,5211,-28,321,-155,-6053,-5099,5396,6104,0,10,-166,-139,147,162
721,1,128,2097,2119,1710,81,2282,71,-73,-541,-472,-48,-319,1000,-4734,-4221,3600,4812,-26,309,-149,-5760,-4855,5135,5813,0,10,-149,-105,146,138
751,1,132,1987,2009,1591,98,2339,80,-411,7,405,-8,343,1000,-4119,-3907,3555,4607,-28,359,-119,-5452,-4580,4893,5522,0,10,-159,-94,142,109
781,1,132,1877,1900,1538,-19,2285,25,-299,156,462,53,-671,1000,-4298,-3887,3630,3878,-31,352,-22,-5160,-4316,4640,5216,0,10,-121,-117,88,110
811,1,128,1765,1789,1486,29,2209,94,-106,-288,-186,-17,-206,1000,-4093,-3582,3336,4101,-37,332,-6,-4874,-4047,4388,4898,0,10,-111,-64,103,77
842,1,132,1650,1675,1374,-31,2182,122,-592,-18,581,-110,625,1000,-3902,-2743,3190,4078,-42,374,-31,-4563,-3755,4144,4588,0,10,-83,-72,71,76
872,1,128,1535,1561,1356,97,1674,71,-34,-332,-344,-124,-497,1000,-3914,-3248,2529,4025,-45,363,-25,-4259,-3481,3878,4266,0,10,-92,-9,94,21
902,1,195,1413,1442,1918,-639,1435,38,4825,-260,-4911,-632,-6459,1000,-9441,-3076,2837,3737,-55,384,-54,-3949,-3172,3628,3928,0,10,-298,-175,48,190
932,1,132,1286,1314,1098,153,1402,55,-265,17,524,68,984,1000,-2312,-2873,2643,3391,-59,415,1,-3601,-2854,3344,3579,0,10,-152,88,161,-75
962,1,132,1168,1194,946,-197,1312,30,-761,-82,479,-85,377,1000,-3083,-1492,2546,2451,-71,435,-131,-3290,-2539,3093,3235,0,10,67,-90,-29,132
992,1,128,973,1060,962,12,1237,53,-467,-225,260,-92,-27,1000,-2791,-2059,2021,2863,-60,377,73,-2918,-2262,2737,2874,0,10,20,53,-22,-72
