t_ms,tcs_on,slip,target_vx,cmd_vx,odom_vx,odom_vy,ground_vx,ground_vy,a_odom_x_cm,a_imu_x_cm,accel_res_cm,geom_res_x10,rot_res_mrad,accel_gain_x1000,w0_x100,w1_x100,w2_x100,w3_x100,cmd_vy,cmd_w_mrad,gyro_mrad,t0_x100,t1_x100,t2_x100,t3_x100,rx_stall,rx_restart,v0_x100,v1_x100,v2_x100,v3_x100
20747,23,64,1043,992,950,29,929,25,54,-150,204,-43,449,1000,-2485,-2056,2209,2891,8,-6,134,-2695,-2361,2318,2725,0,0,-243,-215,188,227
20767,23,64,1211,1152,1071,49,984,12,403,193,209,-40,79,1000,-2878,-2501,2346,3146,7,-6,77,-3134,-2737,2697,3161,0,0,-277,-242,223,263
20787,23,192,1406,1312,1185,69,1002,-1,315,37,277,-32,619,1000,-3013,-2718,2708,3598,7,-14,17,-3574,-3115,3074,3595,0,0,-301,-260,263,303
20807,23,196,1605,1472,1337,39,1068,17,1105,270,836,-44,70,1000,-3623,-3087,2999,3873,6,-49,126,-4021,-3499,3444,4022,0,0,-343,-300,264,310
20827,23,197,1783,1633,1538,97,1103,-10,691,224,466,-231,1268,1000,-4236,-3012,3098,5155,5,34,-176,-4439,-3854,3843,4478,0,0,-377,-305,321,376
20847,23,193,1900,1793,1520,30,1175,-2,533,320,213,-262,-62,1000,-4700,-3049,2818,4726,5,17,-115,-4881,-4234,4218,4910,0,0,-406,-337,300,372
20867,23,193,2002,1953,1709,-88,1216,-3,242,214,31,-258,-878,1000,-5682,-3473,3307,4761,4,189,-286,-5277,-4566,4640,5388,0,0,-365,-323,304,406
20887,23,197,2103,2114,1803,145,1291,5,946,431,510,-349,1683,1000,-5108,-3443,3328,6233,3,311,-544,-5687,-4914,5052,5858,0,2,-404,-307,358,424
20907,23,193,2203,2273,1825,97,1312,5,-109,26,-135,-171,599,1000,-5112,-4054,3704,5592,3,388,-383,-6104,-5268,5448,6310,0,4,-451,-371,373,435
20927,23,199,1024,1713,1207,-742,1403,34,-4203,379,4910,-1082,7702,1000,-5119,3484,3823,6092,93,-11,-82,-4503,-4262,3816,4855,0,4,-136,57,83,294
20947,23,196,1207,1554,1662,228,1418,57,-954,67,1007,-36,666,1000,-4082,-4269,3384,5153,84,381,-275,-3986,-3768,3559,4501,0,4,-93,-71,97,98
20967,23,196,1438,1394,1262,39,1408,4,-1654,-26,1633,-28,-412,1000,-3504,-3071,2743,3513,76,173,129,-3618,-3422,3150,3996,0,4,-28,-34,0,6
20988,23,192,1677,1234,1163,69,1339,31,-643,-350,291,-65,-442,1000,-3289,-2846,2315,3348,67,205,33,-3190,-3017,2802,3551,0,4,9,10,-17,-22
21008,23,196,1914,1074,1031,33,1292,15,-741,-207,536,-63,-217,1000,-2942,-2407,2138,2960,58,221,-2,-2767,-2616,2450,3101,0,4,51,44,-49,-56
21028,23,192,2075,914,940,17,1191,24,-648,-540,109,-145,145,1000,-2814,-1868,1844,2943,49,235,-23,-2343,-2215,2097,2652,0,4,70,65,-65,-69
21048,23,197,2202,755,626,-16,1132,23,-1021,-248,785,-218,1081,1000,-1964,-655,1217,2388,41,273,-108,-1914,-1808,1750,2208,0,4,112,101,-74,-74
