t_ms,tcs_on,slip,target_vx,cmd_vx,odom_vx,odom_vy,ground_vx,ground_vy,a_odom_x_cm,a_imu_x_cm,accel_res_cm,geom_res_x10,rot_res_mrad,accel_gain_x1000,w0_x100,w1_x100,w2_x100,w3_x100,cmd_vy,cmd_w_mrad,gyro_mrad,t0_x100,t1_x100,t2_x100,t3_x100,rx_stall,rx_restart,v0_x100,v1_x100,v2_x100,v3_x100
29,1,0,3500,93,57,6,18,1,305,82,223,-13,-5,1000,-162,-104,97,208,0,-3,50,-257,-219,221,252,0,0,-269,-242,221,266
59,1,133,3499,243,297,93,175,14,919,384,534,-162,692,1000,-775,-313,285,1544,-1,-98,131,-690,-595,551,637,0,0,-292,-237,231,249
89,1,133,3499,393,412,165,301,56,706,294,406,-153,1471,1000,-758,-605,580,2145,-2,-126,36,-1109,-953,900,1038,0,0,-314,-235,264,262
119,1,129,3499,543,552,166,402,25,159,268,-107,-182,1724,1000,-1175,-837,863,2622,-3,11,-104,-1487,-1269,1291,1479,0,0,-327,-244,281,279
149,1,133,3499,693,762,103,532,19,1173,375,792,-250,1278,1000,-2078,-1080,1273,3153,-5,-155,81,-1942,-1659,1608,1843,0,0,-347,-274,264,272
179,1,129,3499,843,819,-57,642,2,-377,316,-677,-188,-217,1000,-2807,-1385,1544,2476,-8,-47,-5,-2330,-1980,1995,2275,0,0,-323,-294,287,346
209,1,133,3499,993,1057,-184,746,1,1466,383,1098,-215,-1473,1000,-4025,-1850,2066,2670,-10,-74,169,-2751,-2334,2348,2673,0,0,-331,-332,255,343
239,1,128,3499,1143,1050,-84,833,-3,-349,199,-574,-145,-1111,1000,-3609,-2187,2049,2749,-13,-320,38,-3228,-2742,2647,3015,0,0,-395,-357,287,344
270,1,129,3459,1293,1290,-82,942,47,69,440,-382,-372,-1659,1000,-4917,-2367,1874,3723,-17,-250,-100,-3628,-3071,3027,3437,0,0,-361,-329,320,383
300,1,128,3409,1443,1328,48,1027,71,246,240,12,-125,-107,1000,-3836,-2967,2676,3955,-20,-1,-21,-3980,-3355,3449,3902,0,0,-415,-342,353,383
330,1,133,3351,1593,1599,-118,1130,75,1000,228,803,-257,-2681,1000,-5712,-3425,2843,4123,-23,-204,403,-4448,-3750,3761,4254,0,0,-446,-402,291,349
360,1,133,3283,1743,1720,-215,1216,31,622,167,465,-229,-1252,1000,-5903,-3279,3695,4476,-30,-493,49,-4942,-4160,4058,4578,0,0,-427,-402,321,403
390,1,133,3212,1893,1808,-81,1326,47,814,288,516,-195,891,1000,-5415,-3488,4070,5300,-37,-227,-497,-5299,-4430,4494,5040,0,1,-418,-365,394,454
420,1,192,3132,2043,1850,82,1405,85,-235,207,-465,-143,621,1000,-5020,-4023,3993,5699,-41,15,102,-5655,-4714,4918,5503,0,3,-490,-386,396,413
450,1,197,3041,2193,2243,-161,1706,32,913,501,478,-499,-1691,1000,-7793,-3968,4137,6586,-47,-276,509,-6148,-5127,5212,5829,0,4,-490,-420,298,362
480,1,193,2946,2342,2090,-122,1945,-69,227,189,53,-240,-2455,1000,-7097,-4685,3982,5346,-59,-617,-107,-6665,-5535,5508,6128,0,4,-490,-397,337,383
510,1,193,2843,2492,2168,1,2168,-76,-507,110,-682,-185,-2065,1000,-6849,-5191,4112,5782,-73,-452,-78,-7058,-5815,5933,6551,0,4,-490,-374,383,407
540,1,197,2738,2642,2398,38,2246,-21,1530,318,1204,-283,1156,1000,-6862,-4821,5080,7447,-81,-122,-280,-7401,-6065,6389,7026,0,5,-490,-378,389,429
570,1,129,2616,2715,2378,-40,2424,64,-271,443,-81,-262,-535,1000,-7351,-5081,4837,6758,-64,124,-338,-7505,-6217,6582,7322,0,6,-269,-285,225,323
601,1,132,2500,2594,1829,170,2275,91,-2198,121,2354,-61,-146,1000,-4915,-4675,3645,5339,-49,99,-308,-7154,-5974,6256,7015,0,6,-194,-152,153,160
631,1,132,2402,2445,1749,97,1952,122,-418,27,428,-18,38,1000,-4712,-4389,3766,4924,-36,232,-362,-6688,-5619,5907,6665,0,6,-144,-147,126,172
661,1,0,2305,2325,1750,66,1771,100,337,-136,-471,-90,304,1000,-4826,-4041,3764,5117,-22,270,-232,-6327,-5360,5603,6374,0,6,-190,-174,158,193
691,1,0,2199,2220,1782,69,1723,123,157,-407,-562,-29,-293,1000,-4906,-4404,3857,4955,-20,258,-142,-6039,-5120,5348,6088,0,6,-179,-134,160,158
721,1,128,2091,2112,1668,117,1763,52,-261,-8,250,8,221,1000,-4306,-4226,3682,4766,-17,310,-200,-5725,-4860,5099,5812,0,6,-174,-120,161,147
751,1,0,1982,2004,1633,80,1694,52,-118,19,134,-3,136,1000,-4302,-4020,3662,4633,-23,349,-92,-5430,-4582,4866,5516,0,6,-176,-103,147,109
781,1,0,1870,1893,1561,69,1573,104,-135,-332,-157,-69,-92,1000,-4314,-3707,3309,4509,-34,312,-49,-5159,-4303,4623,5182,0,6,-151,-72,154,106
811,1,128,1755,1780,1495,-41,1547,67,-238,-187,45,-122,619,1000,-4274,-2972,3468,4416,-39,314,-18,-4856,-4024,4366,4864,0,6,-99,-99,97,121
841,1,132,1636,1663,1377,30,1533,75,-769,39,831,-17,-308,1000,-3802,-3337,3070,3793,-43,264,60,-4559,-3750,4089,4523,0,6,-130,-51,120,62
871,1,0,1514,1543,1391,45,1435,25,-396,-110,277,-16,345,1000,-3668,-3268,3207,4000,-52,298,-34,-4240,-3439,3836,4188,0,6,-83,-12,104,43
901,1,0,1391,1420,1298,6,1350,14,-141,-344,-190,-40,359,1000,-3514,-2873,3051,3748,-62,238,58,-3939,-3142,3555,3820,0,6,-76,-8,82,20
932,1,128,1263,1294,1179,-12,1287,-43,-464,-94,361,-25,78,1000,-3257,-2646,2788,3295,-67,211,90,-3609,-2839,3261,3458,0,6,-58,-4,60,9
962,1,0,1130,1164,1143,-21,1157,-53,-169,-256,-96,-42,-108,1000,-3259,-2548,2634,3166,-71,205,83,-3266,-2524,2965,3094,0,6,-21,20,28,-17
992,1,128,881,1016,972,36,1050,-66,-669,-280,387,-128,-953,1000,-3072,-2270,1677,2790,-73,165,110,-2875,-2180,2611,2675,0,6,4,50,0,-58
1022,1,0,656,866,914,24,918,-20,-207,-438,-229,-105,-200,1000,-2701,-1977,1814,2745,-80,130,102,-2487,-1819,2264,2244,0,6,24,87,-5,-87
1052,1,129,463,716,744,-54,807,-32,-272,-343,-71,-153,172,1000,-2393,-1177,1575,2328,-84,102,110,-2092,-1464,1913,1820,0,6,53,72,-41,-80
1082,1,0,291,566,631,-58,678,-44,-556,-305,248,-105,123,1000,-2006,-1033,1421,1891,-81,70,97,-1685,-1124,1545,1407,0,6,88,88,-57,-83
1112,1,0,150,416,510,-28,524,-4,-471,-456,7,-49,424,1000,-1429,-885,1271,1570,-76,41,76,-1274,-790,1173,1000,0,6,102,109,-68,-106
1142,1,0,37,266,391,-98,416,-16,-536,-378,128,-139,715,1000,-1379,-170,987,1357,-71,23,-8,-858,-453,802,596,0,6,141,114,-97,-104
1172,1,129,-47,116,293,-103,275,-50,-330,-479,-185,-161,294,1000,-1278,14,600,1013,-59,89,-35,-410,-113,438,228,0,6,175,139,-130,-112
1202,1,64,-107,-32,148,-50,170,-38,-713,-406,291,-110,217,1000,-664,115,272,617,-41,25,76,14,178,27,-159,0,6,209,202,-165,-200
1232,1,129,-114,-119,-30,-116,-20,-29,-279,-527,0,-209,944,1000,-338,1112,-65,390,-18,14,50,293,327,-234,-356,0,6,80,16,-44,11
1263,2,192,-3499,-167,19,-27,-86,-26,-241,-122,118,-4,-47,1000,-74,72,139,51,-7,-83,210,423,392,-398,-493,0,6,227,229,-199,-265
1293,2,133,-3499,-317,-353,-166,-207,-24,-1284,-513,767,-344,1178,1000,184,2351,-1020,-277,-6,-55,-87,841,751,-747,-895,0,6,293,245,-206,-225
1323,2,0,-3499,-468,-294,6,-322,-11,88,-378,-465,-75,66,1000,683,895,-864,-600,-6,134,53,1299,1151,-1054,-1256,0,6,295,292,-228,-303
1353,2,0,-3499,-618,-438,11,-423,-6,-452,-342,109,-46,-321,1000,1045,1046,-1249,-1153,-5,-73,20,1658,1451,-1462,-1716,0,6,298,295,-255,-332
1383,2,0,-3500,-768,-656,24,-575,-1,-472,-399,74,-87,-824,1000,1404,1460,-2065,-1804,-4,65,-159,2104,1838,-1782,-2090,0,6,339,334,-227,-303
1413,2,132,-3499,-918,-1099,185,-721,31,-2758,-453,2300,35,4374,1000,4409,3043,-1960,-1745,-4,234,-463,2557,2235,-2095,-2458,0,6,293,340,-184,-303
1443,2,128,-3499,-1068,-872,-82,-746,-29,32,-227,-253,-33,735,1000,2274,2456,-1824,-2350,-6,360,-253,2993,2624,-2411,-2840,0,6,368,345,-283,-346
1473,2,129,-3499,-1218,-1152,-124,-884,-28,-92,-274,-180,-184,1421,1000,2826,3777,-2568,-2679,-10,341,-176,3392,2980,-2762,-3260,0,6,379,347,-278,-328
1503,2,133,-3496,-1368,-1352,-41,-986,-24,-1396,-539,857,-359,264,1000,3030,4360,-3791,-2820,-12,179,476,3756,3300,-3149,-3716,0,6,323,318,-320,-397
1533,2,128,-3439,-1518,-1368,-22,-1066,-2,427,-172,-594,-122,-601,1000,3382,3529,-3528,-3571,-12,-135,393,4088,3575,-3583,-4204,0,6,367,349,-341,-412
1563,2,133,-3380,-1668,-1675,155,-1221,-2,-1086,-449,644,-345,-1375,1000,3830,4135,-5469,-3841,-9,-141,168,4503,3919,-3946,-4609,0,6,358,378,-302,-408
