t_ms,tcs_on,slip,target_vx,cmd_vx,odom_vx,odom_vy,ground_vx,ground_vy,a_odom_x_cm,a_imu_x_cm,accel_res_cm,geom_res_x10,rot_res_mrad,accel_gain_x1000,w0_x100,w1_x100,w2_x100,w3_x100,cmd_vy,cmd_w_mrad,gyro_mrad,t0_x100,t1_x100,t2_x100,t3_x100,rx_stall,rx_restart,v0_x100,v1_x100,v2_x100,v3_x100
29,1,132,3499,398,239,94,48,0,1076,234,841,-137,769,1000,-575,-256,196,1321,-1,-1,1,-1091,-937,942,1086,0,0,-327,-270,276,304
60,1,129,3499,548,591,243,172,-6,199,331,-131,-396,2503,1000,-1466,-456,370,3459,-1,174,-379,-1457,-1247,1339,1539,0,2,-303,-213,314,306
90,1,133,3499,698,807,398,289,-71,1301,456,851,-467,4329,1000,-1465,-708,787,4944,0,242,-415,-1848,-1584,1709,1967,0,2,-344,-210,327,275
120,1,129,3499,848,795,187,384,-94,351,321,30,-295,2546,1000,-1902,-1045,1241,3702,0,475,-382,-2197,-1884,2117,2438,0,2,-341,-268,328,343
150,1,133,3499,999,1080,-202,518,-73,1315,480,801,-439,-1232,1000,-4489,-1195,1727,3289,3,466,384,-2603,-2247,2462,2852,0,2,-313,-344,246,365
180,1,129,3499,1149,1080,-176,607,-65,680,310,356,-239,-1701,1000,-4137,-1881,2029,2783,6,171,339,-3082,-2680,2736,3192,0,5,-354,-371,276,388
210,1,129,3484,1299,1175,145,717,-85,312,272,47,-279,277,1000,-3507,-2404,1758,4105,7,-25,-197,-3540,-3086,3038,3556,0,5,-410,-336,347,373
240,1,133,3437,1449,1342,133,854,-109,950,539,421,-278,2068,1000,-3550,-2340,2610,4966,8,215,-263,-3887,-3383,3449,4028,0,5,-380,-320,383,425
270,1,129,3382,1599,1463,88,925,-75,464,464,0,-306,1102,1000,-4101,-2522,2862,5199,10,218,414,-4292,-3739,3799,4441,0,5,-458,-390,342,381
300,1,133,3321,1749,1631,-133,1015,-40,800,342,491,-264,-1899,1000,-5614,-3214,3166,4428,8,-152,545,-4798,-4180,4065,4754,0,5,-461,-435,316,402
330,1,133,3251,1899,1813,-200,1376,-70,889,380,538,-294,-2401,1000,-6533,-3646,3445,4623,2,-192,110,-5229,-4531,4422,5142,0,5,-426,-418,349,456
360,1,193,3170,2049,1891,252,1788,-2,-263,525,-819,-277,2744,1000,-4749,-3845,3700,6762,-2,101,-649,-5575,-4798,4861,5616,0,5,-439,-320,433,438
391,1,129,3086,2199,2070,123,1944,117,382,165,216,-176,2722,1000,-5212,-4152,4734,6851,-3,377,-391,-5918,-5080,5287,6092,0,5,-471,-390,432,477
421,1,129,2991,2349,2271,9,2165,100,776,432,333,-486,864,1000,-7012,-3966,4336,7465,-2,364,-32,-6328,-5441,5633,6502,0,5,-478,-431,403,485
451,1,193,2890,2499,2227,19,2258,57,214,494,-285,-390,319,1000,-6843,-4295,4274,6992,0,237,-175,-6764,-5835,5949,6886,0,5,-487,-428,399,490
481,1,64,2778,2649,2351,62,2348,43,-258,91,-345,-73,489,1000,-6298,-5346,5374,6854,6,278,149,-7152,-6190,6299,7316,0,5,-490,-424,384,451
511,1,129,2661,2743,2567,-234,2433,55,1336,305,0,-215,-1477,1000,-8241,-5289,5746,6697,2,137,182,-7451,-6436,6495,7529,0,5,-315,-332,220,323
541,1,133,2540,2637,1893,-18,2501,49,-2385,25,2404,-183,-1086,1000,-5857,-4224,3796,5268,1,-36,53,-7207,-6229,6203,7195,0,5,-200,-188,126,163
571,1,132,2443,2487,1724,78,2465,62,-448,-5,452,-5,295,1000,-4550,-4218,3887,4892,1,173,-214,-6745,-5823,5902,6838,0,5,-152,-139,157,189
601,1,128,2344,2366,1759,89,2452,90,-27,138,159,-32,289,1000,-4628,-4202,3929,5119,5,291,9,-6378,-5516,5638,6543,0,5,-227,-172,169,166
631,1,128,2241,2262,1763,-14,2406,85,47,-149,-196,22,-301,1000,-4887,-4271,4152,4646,2,220,-71,-6117,-5281,5381,6235,0,5,-166,-174,135,188
661,1,128,2133,2155,1726,46,2436,97,-45,-153,-102,-43,-264,1000,-4811,-4165,3759,4801,8,321,-110,-5789,-5019,5141,5981,0,5,-150,-148,124,159
692,1,132,2023,2045,1541,87,2418,89,-1006,223,1219,-70,515,1000,-4091,-3563,3355,4628,7,334,-108,-5487,-4756,4886,5684,0,5,-162,-124,143,141
722,1,128,1916,1938,1595,35,2293,127,190,-530,-721,-74,357,1000,-4376,-3588,3564,4658,6,346,-66,-5196,-4497,4642,5392,0,5,-120,-111,106,124
752,1,132,1804,1827,1459,21,2338,96,-531,-32,519,-32,-287,1000,-4086,-3484,3234,4021,0,323,-7,-4909,-4228,4388,5072,0,5,-121,-95,105,103
782,1,132,1690,1715,1444,36,2267,100,-367,47,410,16,-43,1000,-3866,-3561,3330,3948,0,369,-72,-4592,-3950,4137,4776,0,5,-84,-71,82,86
