Designator,Mid X,Mid Y,Rotation,Layer
C1,14.057,15.056,90.0,top
C10,64.857,18.9975,90.0,top
C11,64.857,4.007,270.0,top
C12,62.825,18.993,90.0,top
C13,62.825,4.007,270.0,top
C14,60.793,18.993,90.0,top
C15,60.793,4.007,270.0,top
C16,45.543,13.024,180.0,top
C17,58.761,18.993,90.0,top
C18,58.761,4.007,270.0,top
C19,45.543,11.5,180.0,top
C2,72.985,18.9975,90.0,top
C20,52.28,15.171,180.0,bottom
C21,52.28,13.647,180.0,bottom
C22,50.75,13.913,270.0,top
C23,49.099,13.913,270.0,top
C24,49.353,2.356,270.0,top
C25,54.693,8.567,180.0,bottom
C26,52.401,5.023,0.0,top
C27,33.742,1.721,0.0,top
C28,21.677,13.913,180.0,top
C29,26.63,1.721,180.0,top
C3,72.985,4.007,270.0,top
C30,24.217,15.437,180.0,top
C31,24.09,3.3985,270.0,top
C32,37.298,14.421,0.0,top
C33,36.155,3.245,0.0,top
C34,39.5535,3.245,0.0,top
C35,4.024,9.0097,90.0,bottom
C36,4.024,13.8865,270.0,bottom
C37,75.017,4.007,270.0,top
C38,75.017,18.993,90.0,top
C39,56.729,4.007,270.0,top
C4,70.953,18.993,90.0,top
C40,56.725,18.993,90.0,top
C41,38.441,10.611,90.0,bottom
C42,41.489,10.611,90.0,bottom
C43,43.013,10.611,90.0,bottom
C44,39.965,10.611,270.0,bottom
C5,70.953,4.007,270.0,top
C6,68.921,18.9975,90.0,top
C7,68.921,4.007,270.0,top
C8,66.889,18.993,90.0,top
C9,66.889,4.007,270.0,top
D1,41.235,1.213,180.0,top
D10,46.559,1.213,180.0,top
D11,17.754,9.722,180.0,top
D12,17.754,11.246,180.0,top
D13,42.124,8.452,180.0,top
D14,42.124,6.928,180.0,top
D15,42.124,14.548,0.0,top
D16,42.12,4.884,180.0,top
D17,73.406,4.454,270.0,bottom
D18,73.406,18.551,90.0,bottom
D2,42.124,16.072,0.0,top
D3,42.124,11.4754,180.0,top
D4,42.124,9.976,180.0,top
D5,57.1,7.055,0.0,top
D6,57.1,9.595,0.0,top
D7,57.1,12.643,0.0,top
D8,57.1,15.183,0.0,top
D9,46.559,2.737,180.0,top
F1,46.569,15.056,180.0,bottom
F2,38.822,15.056,0.0,bottom
J2,20.407,19.03,0.0,top
J3,9.692,19.03,0.0,top
J4,14.692,6.838,180.0,top
J5,45.68,18.649,180.0,top
J6,36.536,19.03,0.0,top
J7,29.551,19.03,0.0,top
J8,74.78,11.5,90.0,top
R1,45.553,14.548,180.0,top
R10,60.016,13.639,0.0,top
R11,39.326,4.884,0.0,top
R12,60.016,10.591,0.0,top
R13,33.869,15.564,270.0,bottom
R14,60.016,8.051,0.0,top
R15,32.218,15.564,270.0,bottom
R16,59.511,11.5,0.0,bottom
R17,45.543,8.198,180.0,top
R18,45.543,7.182,0.0,top
R19,54.687,5.912,0.0,bottom
R2,39.33,8.452,0.0,top
R20,54.687,4.388,0.0,bottom
R21,17.74,14.802,0.0,top
R22,17.74,16.326,180.0,top
R23,2.4492,9.0097,270.0,bottom
R24,37.806,1.213,0.0,top
R25,45.553,16.072,180.0,top
R26,39.33,11.5,0.0,top
R27,39.33,9.976,0.0,top
R28,44.4,1.975,90.0,top
R29,2.4492,13.8865,90.0,bottom
R3,45.543,6.166,180.0,top
R30,54.688,2.864,0.0,bottom
R31,54.687,1.34,0.0,bottom
R32,60.021,6.801,0.0,top
R33,60.021,9.341,0.0,top
R34,60.021,12.389,0.0,top
R35,60.021,14.929,0.0,top
R36,43.384,1.975,90.0,top
R37,14.96,9.692,180.0,top
R38,14.96,11.279,180.0,top
R39,52.959,21.59,180.0,top
R4,47.829,13.405,90.0,top
R40,52.959,20.066,180.0,top
R5,9.708,17.088,180.0,bottom
R6,45.543,10.23,180.0,top
R7,45.543,9.214,0.0,top
R8,60.016,16.179,0.0,top
R9,39.33,6.928,0.0,top
REG1,52.401,2.229,0.0,top
SW2,3.2698,8.9925,0.0,top
SW4,3.2698,13.8185,180.0,top
U1,9.708,13.024,0.0,top
U2,64.969,14.274,0.0,top
U3,64.969,8.686,0.0,top
U4,50.105,8.97,270.0,top
U5,30.186,9.341,270.0,top
Y1,21.042,10.865,270.0,top
