Designator,Mid X,Mid Y,Rotation,Layer
C8,-6.858,0.014,90.0,top
D2,-20.0,-7.5,45.0,bottom
D3,20.0,-7.5,135.0,bottom
J1,-24.0,8.0,90.0,top
J10,-15.0,4.6,270.0,top
J2,24.0,8.0,270.0,top
J3,-23.5,-2.0,90.0,bottom
J4,22.5,-2.0,90.0,bottom
J6,-23.5,-11.0,45.0,bottom
J7,22.5,-10.0,135.0,bottom
Q2,-28.5,2.0,270.0,bottom
Q3,28.5,2.0,270.0,bottom
R10,19.0,-4.0,270.0,bottom
R11,19.0,-1.0,90.0,bottom
R8,-19.0,-4.0,270.0,bottom
R9,-19.0,-1.0,90.0,bottom
