Designator,Mid X,Mid Y,Rotation,Layer
C1,36.195,18.923,0.0,top
C12,33.782,8.255,90.0,top
C14,-7.112,13.97,0.0,top
C15,-7.112,17.018,0.0,top
C17,-7.112,15.494,0.0,top
C18,7.112,18.542,180.0,top
C19,-7.112,12.446,0.0,top
C2,-29.845,10.033,0.0,top
C20,7.112,15.494,0.0,top
C21,1.651,17.018,0.0,top
C22,7.112,17.018,0.0,top
C23,-1.651,17.018,180.0,top
C24,30.48,10.033,0.0,top
C25,-4.191,0.254,270.0,top
C26,4.191,0.254,270.0,top
C33,-11.938,-3.81,90.0,top
C34,-37.084,-16.51,180.0,top
C35,-29.718,-3.81,90.0,top
C36,37.084,-3.302,0.0,top
C37,29.718,-3.81,90.0,top
C38,-37.084,-19.812,180.0,top
C39,20.828,-3.81,90.0,top
C40,-37.084,-13.208,180.0,top
C41,-20.828,-3.81,90.0,top
C42,37.084,0.0,0.0,top
C43,11.938,-3.81,90.0,top
C44,37.084,-6.604,0.0,top
C45,11.938,-16.002,270.0,top
C46,-37.084,-3.302,180.0,top
C47,-20.828,-16.002,270.0,top
C48,-37.084,-6.604,180.0,top
C51,29.718,-16.002,270.0,top
C52,-37.084,0.0,180.0,top
C53,20.828,-16.002,270.0,top
C54,37.084,-9.906,0.0,top
C56,-11.938,-16.002,270.0,top
C57,37.084,-13.208,0.0,top
C58,-29.718,-16.002,270.0,top
C59,37.084,-16.51,0.0,top
C62,-37.084,-9.906,180.0,top
C63,-25.87,5.346,0.0,top
C64,-22.06,7.251,0.0,top
C65,-35.433,7.239,270.0,top
C66,-25.87,7.251,180.0,top
C67,-16.091,7.251,0.0,top
C68,-16.091,16.141,180.0,top
C69,-12.789,16.141,0.0,top
C70,-12.789,7.251,0.0,top
C71,-33.274,16.129,90.0,top
C72,-33.401,7.239,270.0,top
C73,-35.56,16.129,90.0,top
C74,22.39,7.251,180.0,top
C75,26.2,7.251,0.0,top
C76,16.421,16.141,180.0,top
C77,13.119,16.141,180.0,top
C78,16.421,7.251,0.0,top
C79,13.119,7.251,180.0,top
C80,37.084,-19.812,0.0,top
D10,-38.608,15.875,270.0,top
D15,25.311,16.141,180.0,top
D16,-24.981,16.141,0.0,top
D17,-24.981,17.665,0.0,top
D18,25.311,17.665,180.0,top
D3,2.286,0.254,90.0,top
D4,0.762,0.254,90.0,top
D5,-0.762,0.254,90.0,top
D6,-2.286,0.254,90.0,top
D9,-38.608,19.177,90.0,top
FET1,26.67,22.86,270.0,top
FET2,-26.67,22.86,90.0,top
FL1,36.195,8.255,270.0,top
J1,29.21,-30.48,270.0,bottom
J10,12.7,30.48,270.0,bottom
J11,15.24,-25.295,0.0,top
J12,-7.62,24.13,270.0,bottom
J13,-13.97,-25.295,0.0,top
J14,5.08,26.67,270.0,bottom
J15,5.08,24.13,270.0,bottom
J16,-7.62,26.67,270.0,bottom
J17,12.675,25.38,0.0,bottom
J18,-43.016,-16.51,90.0,top
J19,43.016,0.508,270.0,top
J2,20.32,25.49,0.0,top
J20,43.016,-16.51,270.0,top
J21,-43.016,0.508,90.0,top
J3,-29.21,-30.48,90.0,bottom
J4,29.21,30.48,270.0,bottom
J5,-29.21,30.48,90.0,bottom
J6,0.0,-23.184,180.0,top
J7,-20.32,25.49,0.0,top
J8,-43.016,17.526,90.0,top
J9,-12.7,30.48,90.0,bottom
L3,-14.44,11.696,0.0,top
L4,14.77,11.696,180.0,top
R12,37.846,5.08,0.0,top
R13,34.544,5.08,180.0,top
R15,22.009,17.665,0.0,top
R18,28.194,20.193,0.0,top
R19,28.194,25.527,180.0,top
R20,-28.194,25.527,180.0,top
R21,-28.194,20.193,0.0,top
R26,-4.191,4.699,270.0,top
R27,1.524,5.08,270.0,top
R28,0.508,5.08,270.0,top
R29,-0.508,5.08,270.0,top
R30,-1.524,5.08,270.0,top
R33,-40.132,19.177,270.0,top
R34,-40.132,15.875,270.0,top
R35,4.191,4.699,270.0,top
R61,-22.06,5.346,180.0,top
R62,22.009,16.141,0.0,top
R63,-21.679,16.141,180.0,top
R64,-21.679,17.665,180.0,top
R65,-27.14,10.553,270.0,top
R66,-27.14,12.839,90.0,top
R67,27.47,10.553,270.0,top
R68,27.47,12.839,90.0,top
SW1,-7.112,7.62,90.0,top
SW2,7.112,7.62,270.0,top
U1,36.195,14.351,180.0,top
U2,-29.845,12.446,90.0,top
U3,0.0,11.176,180.0,top
U4,30.48,12.446,90.0,top
U5,-23.33,11.696,90.0,top
U6,-34.417,11.684,270.0,top
U7,23.66,11.696,270.0,top
Y1,7.874,12.7,270.0,top
